#       k             kp                 O11                    O12                    O21                    O22          
   0.000973       0.000973         -3.478618e-27          -1.515540e-18          1.515540e-18           7.942611e-42      
   0.000973       0.005125         1.584316e-13           -4.396119e-16          1.238956e-17           -2.943287e-20     
   0.000973       0.012579         3.008518e-12           -7.528601e-15          4.162199e-17           -2.555755e-22     
   0.000973       0.023314         2.229219e-11           -4.300513e-14          1.120950e-16           -1.858853e-21     
   0.000973       0.037292         1.019332e-10           -6.805498e-14          2.878062e-16           -8.163232e-21     
   0.000973       0.054469         3.462690e-10           5.870335e-13           7.141685e-16           -2.550433e-20     
   0.000973       0.074787         9.607461e-10           5.422241e-12           1.666773e-15           -6.020136e-20     
   0.000973       0.098178         2.300438e-09           2.695426e-11           3.596749e-15           -1.047463e-19     
   0.000973       0.124565         4.921887e-09           1.008046e-10           7.154254e-15           -1.015838e-19     
   0.000973       0.153859         9.632075e-09           3.129485e-10           1.316812e-14           1.308954e-19      
   0.000973       0.185965         1.752704e-08           8.455880e-10           2.256386e-14           1.025038e-18      
   0.000973       0.220775         3.001215e-08           2.045121e-09           3.621764e-14           3.448603e-18      
   0.000973       0.258173         4.879659e-08           4.510845e-09           5.476781e-14           8.928773e-18      
   0.000973       0.298036         7.585622e-08           9.195752e-09           7.843008e-14           1.985476e-17      
   0.000973       0.340231         1.133614e-07           1.750285e-08           1.068743e-13           3.953894e-17      
   0.000973       0.384617         1.635693e-07           3.135447e-08           1.391990e-13           -2.160049e-14     
   0.000973       0.431047         2.286814e-07           5.321080e-08           1.740363e-13           -3.393160e-14     
   0.000973       0.479368         3.106713e-07           8.601794e-08           2.097272e-13           -5.050029e-14     
   0.000973       0.529418         4.110855e-07           1.330746e-07           2.445359e-13           -7.160467e-14     
   0.000973       0.581031         5.308285e-07           1.978178e-07           2.768390e-13           -9.721704e-14     
   0.000973       0.634036         6.699417e-07           2.835384e-07           3.052169e-13           -1.269798e-13     
   0.000973       0.688256         8.273986e-07           3.930460e-07           3.286171e-13           -1.601980e-13     
   0.000973       0.743512         1.000940e-06           5.283124e-07           3.463041e-13           -1.959220e-13     
   0.000973       0.799621         1.186982e-06           6.901242e-07           3.578375e-13           -2.330289e-13     
   0.000973       0.856395         1.380625e-06           8.777850e-07           3.629662e-13           -2.703380e-13     
   0.000973       0.913645         1.575802e-06           1.088907e-06           3.618677e-13           -1.789670e-15     
   0.000973       0.971183         1.765566e-06           1.319330e-06           3.548093e-13           -3.484688e-15     
   0.000973       1.028817         1.942523e-06           1.563204e-06           -1.323823e-14          -5.881493e-15     
   0.000973       1.086355         2.099378e-06           1.813248e-06           -1.800398e-14          -9.065089e-15     
   0.000973       1.143605         2.229532e-06           2.061182e-06           -2.314995e-14          -1.306698e-14     
   0.000973       1.200379         2.327658e-06           2.298308e-06           -2.845355e-14          -1.784886e-14     
   0.000973       1.256488         2.390182e-06           2.516166e-06           -3.365542e-14          -2.329422e-14     
   0.000973       1.311744         2.415576e-06           2.707203e-06           -3.848490e-14          -2.921086e-14     
   0.000973       1.365964         2.404437e-06           2.865351e-06           -4.268870e-14          -3.534516e-14     
   0.000973       1.418969         2.359336e-06           2.986448e-06           -4.605814e-14          -4.140643e-14     
   0.000973       1.470582         2.284456e-06           3.068436e-06           -4.845007e-14          -4.709754e-14     
   0.000973       1.520632         2.185103e-06           3.111334e-06           -4.979833e-14          -5.214635e-14     
   0.000973       1.568953         2.067153e-06           3.116994e-06           -5.011424e-14          -5.633266e-14     
   0.000973       1.615383         1.936518e-06           3.088693e-06           -4.947720e-14          -5.950628e-14     
   0.000973       1.659769         1.798706e-06           3.030654e-06           -4.801792e-14          -6.159409e-14     
   0.000973       1.701964         1.658502e-06           2.947541e-06           -4.589811e-14          -6.259643e-14     
   0.000973       1.741827         1.519778e-06           2.844018e-06           -4.329028e-14          -6.257484e-14     
   0.000973       1.779225         1.385435e-06           2.724379e-06           -4.036028e-14          -6.163463e-14     
   0.000973       1.814035         1.257437e-06           2.592302e-06           -3.725455e-14          -5.990561e-14     
   0.000973       1.846141         1.136897e-06           2.450682e-06           -3.409230e-14          -5.752395e-14     
   0.000973       1.875435         1.024205e-06           2.301547e-06           -3.096201e-14          -5.461697e-14     
   0.000973       1.901822         9.191358e-07           2.146007e-06           -2.792134e-14          -5.129144e-14     
   0.000973       1.925213         8.209456e-07           1.984200e-06           -2.499869e-14          -4.762485e-14     
   0.000973       1.945531         7.284044e-07           1.815183e-06           -2.219498e-14          -4.365818e-14     
