#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         -6.099837e-24          -5.067363e-17          5.067363e-17           3.864288e-37      
   0.001947       0.010250         1.143047e-12           -1.102151e-14          4.160299e-16           -9.703627e-22     
   0.001947       0.025159         2.181127e-11           -1.793581e-13          1.425889e-15           -1.113289e-19     
   0.001947       0.046627         1.622789e-10           -7.982341e-13          4.000774e-15           -2.828096e-18     
   0.001947       0.074585         7.439633e-10           1.658212e-12           1.073293e-14           -3.274301e-17     
   0.001947       0.108938         2.527813e-09           3.885949e-11           2.727989e-14           -2.316923e-16     
   0.001947       0.149573         6.991937e-09           2.578547e-10           6.338236e-14           -1.161458e-15     
   0.001947       0.196355         1.661950e-08           1.148392e-09           1.323250e-13           -4.485281e-15     
   0.001947       0.249129         3.512168e-08           4.006343e-09           2.478188e-13           -1.405455e-14     
   0.001947       0.307719         6.751149e-08           1.169378e-08           4.186411e-13           -3.700560e-14     
   0.001947       0.371930         1.199626e-07           2.964397e-08           6.434296e-13           -8.401189e-14     
   0.001947       0.441550         1.994247e-07           6.690491e-08           9.088914e-13           -1.679124e-13     
   0.001947       0.516347         3.129945e-07           1.369074e-07           1.192887e-12           -3.008264e-13     
   0.001947       0.596072         4.670457e-07           2.576578e-07           1.470593e-12           -4.909401e-13     
   0.001947       0.680461         6.661027e-07           4.511745e-07           1.720212e-12           -7.403957e-13     
   0.001947       0.769234         9.114575e-07           7.421204e-07           1.925842e-12           -1.044939e-12     
   0.001947       0.862094         1.199598e-06           1.155654e-06           2.077459e-12           -1.394973e-12     
   0.001947       0.958735         1.520644e-06           1.714545e-06           2.169438e-12           -1.777214e-12     
   0.001947       1.058835         1.857135e-06           2.435616e-06           2.199092e-12           -2.176276e-12     
   0.001947       1.162061         2.183669e-06           3.325709e-06           2.165975e-12           -2.575931e-12     
   0.001947       1.268071         2.467900e-06           4.377561e-06           2.072012e-12           -2.960044e-12     
   0.001947       1.376513         2.673326e-06           5.566314e-06           1.922137e-12           -3.313318e-12     
   0.001947       1.487025         2.763948e-06           6.847673e-06           1.724962e-12           -3.621921e-12     
   0.001947       1.599241         2.710324e-06           8.158870e-06           1.493015e-12           -3.874026e-12     
   0.001947       1.712789         2.495882e-06           9.423398e-06           1.242163e-12           -4.060253e-12     
   0.001947       1.827291         2.121802e-06           1.055974e-05           9.900720e-13           -4.174004e-12     
   0.001947       1.942367         1.608707e-06           1.149309e-05           7.538451e-13           -4.211742e-12     
   0.001947       2.057633         9.940274e-07           1.216779e-05           5.473771e-13           -4.173274e-12     
   0.001947       2.172709         3.252764e-07           1.255704e-05           3.791859e-13           -4.062071e-12     
   0.001947       2.287211         -3.489900e-07          1.266690e-05           2.514648e-13           -3.885513e-12     
   0.001947       2.400759         -9.877496e-07          1.253287e-05           1.607007e-13           -3.654802e-12     
   0.001947       2.512975         -1.563002e-06          1.220997e-05           9.960656e-14           -3.384263e-12     
   0.001947       2.623487         -2.060919e-06          1.175964e-05           5.960523e-14           -3.089918e-12     
