#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         -8.246489e-25          -1.829725e-17          1.829725e-17           6.337746e-38      
   0.001947       0.010250         1.817902e-13           -4.004529e-15          1.493068e-16           -2.534072e-22     
   0.001947       0.025159         3.451805e-12           -6.762102e-14          4.972934e-16           -2.907337e-20     
   0.001947       0.046627         2.554329e-11           -3.611412e-13          1.313429e-15           -7.385664e-19     
   0.001947       0.074585         1.163891e-10           -2.531860e-13          3.276789e-15           -8.551301e-18     
   0.001947       0.108938         3.926523e-10           7.901081e-12           7.850489e-15           -6.051491e-17     
   0.001947       0.149573         1.076857e-09           6.152428e-11           1.754274e-14           -3.034073e-16     
   0.001947       0.196355         2.533352e-09           2.876414e-10           3.578241e-14           -1.172047e-15     
   0.001947       0.249129         5.287011e-09           1.025617e-09           6.616007e-14           -3.674559e-15     
   0.001947       0.307719         1.001019e-08           3.030228e-09           1.111164e-13           -9.683647e-15     
   0.001947       0.371930         1.746941e-08           7.744563e-09           1.706617e-13           -2.201421e-14     
   0.001947       0.441550         2.843350e-08           1.759367e-08           2.419274e-13           -4.408654e-14     
   0.001947       0.516347         4.355259e-08           3.622360e-08           3.199157e-13           -7.920265e-14     
   0.001947       0.596072         6.321596e-08           6.861605e-08           3.990087e-13           -1.297400e-13     
   0.001947       0.680461         8.738869e-08           1.210427e-07           4.743668e-13           -1.966308e-13     
   0.001947       0.769234         1.154204e-07           2.008614e-07           5.426114e-13           -2.792950e-13     
   0.001947       0.862094         1.458239e-07           3.161764e-07           6.017702e-13           -3.759320e-13     
   0.001947       0.958735         1.760359e-07           4.753869e-07           6.508348e-13           -4.839538e-13     
   0.001947       1.058835         2.021947e-07           6.866384e-07           6.892901e-13           -6.003798e-13     
   0.001947       1.162061         2.189882e-07           9.571868e-07           7.168119e-13           -7.221150e-13     
   0.001947       1.268071         2.196435e-07           1.292691e-06           7.331619e-13           -8.461140e-13     
   0.001947       1.376513         1.961277e-07           1.696461e-06           7.382301e-13           -9.694670e-13     
   0.001947       1.487025         1.396175e-07           2.168712e-06           7.321536e-13           -1.089445e-12     
   0.001947       1.599241         4.125991e-08           2.705884e-06           7.154497e-13           -1.203532e-12     
   0.001947       1.712789         -1.068100e-07          3.300130e-06           6.891187e-13           -1.309446e-12     
   0.001947       1.827291         -3.102928e-07          3.939050e-06           6.546857e-13           -1.405158e-12     
   0.001947       1.942367         -5.715588e-07          4.605783e-06           6.141625e-13           -1.488902e-12     
   0.001947       2.057633         -8.887078e-07          5.279534e-06           5.699271e-13           -1.559171e-12     
   0.001947       2.172709         -1.255085e-06          5.936561e-06           5.245309e-13           -1.614700e-12     
   0.001947       2.287211         -1.659442e-06          6.551631e-06           4.804593e-13           -1.654447e-12     
   0.001947       2.400759         -2.086841e-06          7.099826e-06           4.398875e-13           -1.677587e-12     
   0.001947       2.512975         -2.520255e-06          7.558531e-06           4.044760e-13           -1.683524e-12     
   0.001947       2.623487         -2.942668e-06          7.909375e-06           3.752502e-13           -1.671946e-12     
   0.001947       2.731929         -3.339308e-06          8.139851e-06           3.525869e-13           -1.642911e-12     
   0.001947       2.837939         -3.699572e-06          8.244360e-06           3.363090e-13           -1.596957e-12     
   0.001947       2.941165         -4.018125e-06          8.224520e-06           3.258514e-13           -1.535209e-12     
   0.001947       3.041265         -4.294780e-06          8.088690e-06           3.204381e-13           -1.459437e-12     
   0.001947       3.137906         -4.532846e-06          7.850774e-06           3.191947e-13           -1.372035e-12     
   0.001947       3.230766         -4.736030e-06          7.528522e-06           3.211406e-13           -1.275912e-12     
