#        q                pp                pn                nn        

     0.001185        4.313414e+07      4.188098e+07      4.069318e+07   
     0.006239        1.028271e+07      9.901562e+06      9.548514e+06   
     0.015318        3.954131e+06      3.949462e+06      3.954131e+06   
     0.028399        2.091242e+06      1.989224e+06      1.898331e+06   
     0.045447        1.141282e+06      1.079374e+06      1.025311e+06   
     0.066417        6.545160e+05      6.526251e+05      6.545160e+05   
     0.091251        4.029129e+05      4.014347e+05      4.029129e+05   
     0.119882        2.723850e+05      2.711760e+05      2.723850e+05   
     0.152235        1.791755e+05      1.782019e+05      1.791755e+05   
     0.188220        1.332128e+05      1.323810e+05      1.332128e+05   
     0.227742        8.292211e+04      8.227384e+04      8.292211e+04   
     0.270694        5.912706e+04      5.858790e+04      5.912707e+04   
     0.316959        4.955850e+04      4.907392e+04      4.955850e+04   
     0.366414        3.424980e+04      3.385619e+04      3.424980e+04   
     0.418925        2.310255e+04      2.278821e+04      2.310255e+04   
     0.474351        1.878283e+04      1.850853e+04      1.878283e+04   
     0.532541        1.213597e+04      1.192397e+04      1.213597e+04   
     0.593339        9.633646e+03      9.453028e+03      9.633646e+03   
     0.656582        5.899620e+03      5.765482e+03      5.899621e+03   
     0.722098        4.544018e+03      4.432983e+03      4.544019e+03   
     0.789711        2.598178e+03      2.519674e+03      2.598178e+03   
     0.859239        1.924174e+03      1.861447e+03      1.924173e+03   
     0.930495        1.004507e+03      9.628881e+02      1.004507e+03   
     1.003286        4.844878e+02      4.582957e+02      4.844871e+02   
     1.077416        2.112073e+02      1.958907e+02      2.112064e+02   
     1.152685        8.057704e+01      7.263307e+01      8.057602e+01   
     1.228890        1.316795e+01      1.129525e+01      1.316687e+01   
     1.305826        2.182808e-01      2.024483e+00      2.213100e-01   
     1.383286        2.169540e-01      2.639601e+00      2.159509e-01   
     1.461060        2.022591e-01      3.316428e+00      2.013857e-01   
     1.538940        1.761729e-01      4.036311e+00      1.754644e-01   
     1.616714        1.419229e-01      4.761222e+00      1.413923e-01   
     1.694174        1.039747e-01      5.450190e+00      1.036138e-01   
     1.771110        6.721437e-02      6.063347e+00      6.699807e-02   
     1.847315        3.607045e-02      6.566169e+00      3.596296e-02   
     1.922584        1.378498e-02      6.933179e+00      1.374696e-02   
     1.996714        1.992412e-03      7.150471e+00      1.987320e-03   
     2.069505        6.697546e-04      7.216546e+00      6.682753e-04   
     2.140761        8.415697e-03      7.141404e+00      8.397851e-03   
     2.210289        2.293774e-02      6.944162e+00      2.289281e-02   
     2.277902        4.159689e-02      6.649781e+00      4.152186e-02   
     2.343418        6.187993e-02      6.285597e+00      6.177713e-02   
     2.406661        8.172110e-02      5.878255e+00      8.159584e-02   
     2.467459        9.965364e-02      5.451457e+00      9.951229e-02   
     2.525649        1.148172e-01      5.024641e+00      1.146659e-01   
     2.581075        1.268697e-01      4.612532e+00      1.267136e-01   
     2.633586        1.358551e-01      4.225348e+00      1.356981e-01   
     2.683041        1.420662e-01      3.869415e+00      1.419111e-01   
     2.729306        1.459277e-01      3.547960e+00      1.457762e-01   
     2.772258        1.479086e-01      3.261926e+00      1.477615e-01   
     2.811780        1.484647e-01      3.010696e+00      1.483225e-01   
     2.847765        1.480061e-01      2.792689e+00      1.478688e-01   
     2.880118        1.468831e-01      2.605808e+00      1.467504e-01   
     2.908749        1.453827e-01      2.447768e+00      1.452543e-01   
     2.933583        1.437337e-01      2.316319e+00      1.436090e-01   
     2.954553        1.421131e-01      2.209384e+00      1.419915e-01   
     2.971601        1.406545e-01      2.125154e+00      1.405355e-01   
     2.984682        1.394557e-01      2.062128e+00      1.393387e-01   
     2.993761        1.385853e-01      2.019144e+00      1.384696e-01   
     2.998815        1.380870e-01      1.995378e+00      1.379721e-01   
     3.004739        1.374973e-01      1.968870e+00      1.373834e-01   
     3.024957        1.353898e-01      1.879209e+00      1.352789e-01   
     3.061273        1.312930e-01      1.725131e+00      1.311875e-01   
     3.113597        1.248337e-01      1.520394e+00      1.247359e-01   
     3.181789        1.157428e-01      1.283310e+00      1.156547e-01   
     3.265666        1.040414e-01      1.034332e+00      1.039646e-01   
     3.365002        9.014724e-02      7.931269e-01      9.008303e-02   
     3.479529        7.485940e-02      5.758554e-01      7.480835e-02   
     3.608938        5.922913e-02      3.934053e-01      5.919105e-02   
     3.752880        4.436558e-02      2.508452e-01      4.433940e-02   
