  0.0000000000000000  0.0000000000000000 -0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.1000000000000000  0.0000000000000000 -0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.2000000000000000  0.0000000000000000 -0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.3000000000000000  0.0000000000000000 -0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.4000000000000000  0.0000000000000000 -0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.5000000000000000  0.0000000000000000 -0.0000000000000000  0.0000000000000000 -0.0000000000000000
  0.6000000000000001  0.0000000000000001 -0.0000000000000000  0.0000000000000001 -0.0000000000000000
  0.7000000000000001  0.0000000000000008 -0.0000000000000000  0.0000000000000008 -0.0000000000000000
  0.8000000000000000  0.0000000000000066 -0.0000000000000000  0.0000000000000066 -0.0000000000000000
  0.9000000000000000  0.0000000000000425 -0.0000000000000000  0.0000000000000425 -0.0000000000000000
  1.0000000000000000  0.0000000000002238 -0.0000000000000000  0.0000000000002238 -0.0000000000000000
  1.1000000000000001  0.0000000000010014 -0.0000000000000000  0.0000000000010014 -0.0000000000000000
  1.2000000000000002  0.0000000000039138 -0.0000000000000000  0.0000000000039138 -0.0000000000000000
  1.3000000000000000  0.0000000000136484 -0.0000000000000000  0.0000000000136484 -0.0000000000000001
  1.4000000000000001  0.0000000000431748 -0.0000000000000002  0.0000000000431748 -0.0000000000000002
  1.5000000000000000  0.0000000001255278 -0.0000000000000004  0.0000000001255278 -0.0000000000000006
  1.6000000000000001  0.0000000003390009 -0.0000000000000012  0.0000000003390009 -0.0000000000000015
  1.7000000000000002  0.0000000008577659 -0.0000000000000031  0.0000000008577659 -0.0000000000000038
  1.8000000000000000  0.0000000020481148 -0.0000000000000073  0.0000000020481148 -0.0000000000000090
  1.9000000000000001  0.0000000046426220 -0.0000000000000165  0.0000000046426220 -0.0000000000000205
  2.0000000000000000  0.0000000100415433 -0.0000000000000358  0.0000000100415433 -0.0000000000000443
  2.1000000000000001  0.0000000208136094 -0.0000000000000741  0.0000000208136094 -0.0000000000000918
  2.2000000000000002  0.0000000414976071 -0.0000000000001478  0.0000000414976071 -0.0000000000001831
  2.3000000000000003  0.0000000798418033 -0.0000000000002844  0.0000000798418033 -0.0000000000003522
  2.4000000000000004  0.0000001486595977 -0.0000000000005295  0.0000001486595977 -0.0000000000006558
  2.5000000000000000  0.0000002685249682 -0.0000000000009565  0.0000002685249682 -0.0000000000011846
  2.6000000000000001  0.0000004715772833 -0.0000000000016798  0.0000004715772833 -0.0000000000020804
  2.7000000000000002  0.0000008067475095 -0.0000000000028738  0.0000008067475095 -0.0000000000035590
  2.8000000000000003  0.0000013467510749 -0.0000000000047973  0.0000013467510749 -0.0000000000059412
  2.9000000000000004  0.0000021972098778 -0.0000000000078268  0.0000021972098778 -0.0000000000096930
  3.0000000000000000  0.0000035082596087 -0.0000000000124970  0.0000035082596087 -0.0000000000154767
  3.1000000000000001  0.0000054889610010 -0.0000000000195525  0.0000054889610009 -0.0000000000242146
  3.2000000000000002  0.0000084247576627 -0.0000000000300103  0.0000084247576627 -0.0000000000371658
  3.3000000000000003  0.0000126981030453 -0.0000000000452326  0.0000126981030453 -0.0000000000560177
  3.4000000000000004  0.0000188122114240 -0.0000000000670120  0.0000188122114239 -0.0000000000829901
  3.5000000000000000  0.0000274176723189 -0.0000000000976660  0.0000274176723188 -0.0000000001209531
  3.6000000000000001  0.0000393414083276 -0.0000000001401401  0.0000393414083275 -0.0000000001735547
  3.7000000000000002  0.0000556171612129 -0.0000000001981169  0.0000556171612127 -0.0000000002453552
  3.8000000000000003  0.0000775163733777 -0.0000000002761252  0.0000775163733775 -0.0000000003419636
  3.9000000000000004  0.0001065780093004 -0.0000000003796472  0.0001065780093001 -0.0000000004701690
  4.0000000000000000  0.0001446355558422 -0.0000000005152141  0.0001446355558417 -0.0000000006380599
  4.1000000000000005  0.0001938391763305 -0.0000000006904849  0.0001938391763299 -0.0000000008551218
  4.2000000000000002  0.0002566707972134 -0.0000000009143008  0.0002566707972126 -0.0000000011323035
  4.2999999999999998  0.0003359498038313 -0.0000000011967048  0.0003359498038301 -0.0000000014820429
  4.4000000000000004  0.0004348270370632 -0.0000000015489207  0.0004348270370617 -0.0000000019182400
  4.5000000000000000  0.0005567649343746 -0.0000000019832822  0.0005567649343728 -0.0000000024561692
  4.6000000000000005  0.0007055019596736 -0.0000000025131063  0.0007055019596712 -0.0000000031123227
  4.7000000000000002  0.0008849999206021 -0.0000000031525056  0.0008849999205991 -0.0000000039041782
  4.8000000000000007  0.0010993733739903 -0.0000000039161367  0.0010993733739866 -0.0000000048498869
  4.9000000000000004  0.0013528010543226 -0.0000000048188851  0.0013528010543181 -0.0000000059678834
  5.0000000000000000  0.0016494200998995 -0.0000000058754876  0.0016494200998939 -0.0000000072764187
  5.1000000000000005  0.0019932047609100 -0.0000000071001014  0.0019932047609033 -0.0000000087930251
