#       k             kp                 V11                    V12                    V21                    V22          
   0.000521       0.000521         -1.974487e+00          -1.066464e-06          -1.066464e-06          0.000000e+00      
   0.000521       0.002744         -1.974477e+00          -2.947266e-05          -1.066464e-06          -8.970447e-16     
   0.000521       0.006739         -1.974405e+00          -1.774211e-04          -1.066230e-06          -7.100481e-15     
   0.000521       0.012499         -1.974181e+00          -6.102605e-04          -1.065702e-06          -2.513586e-14     
   0.000521       0.020016         -1.973699e+00          -1.564110e-03          -1.064373e-06          -6.485093e-14     
   0.000521       0.029274         -1.972783e+00          -3.342476e-03          -1.061914e-06          -1.388133e-13     
   0.000521       0.040259         -1.971255e+00          -6.310960e-03          -1.057859e-06          -2.620248e-13     
   0.000521       0.052950         -1.968896e+00          -1.088891e-02          -1.051583e-06          -4.514226e-13     
   0.000521       0.067325         -1.965463e+00          -1.753774e-02          -1.042528e-06          -7.251394e-13     
   0.000521       0.083358         -1.960698e+00          -2.674539e-02          -1.030061e-06          -1.101468e-12     
   0.000521       0.101021         -1.954329e+00          -3.900641e-02          -1.013599e-06          -1.597481e-12     
   0.000521       0.120282         -1.946087e+00          -5.479787e-02          -9.926282e-07          -2.227279e-12     
   0.000521       0.141107         -1.935713e+00          -7.455204e-02          -9.667629e-07          -2.999864e-12     
   0.000521       0.163460         -1.922970e+00          -9.862705e-02          -9.357827e-07          -3.916662e-12     
   0.000521       0.187300         -1.907656e+00          -1.272777e-01          -8.996891e-07          -4.968775e-12     
   0.000521       0.212584         -1.889613e+00          -1.606295e-01          -8.587154e-07          -6.134087e-12     
   0.000521       0.239269         -1.868740e+00          -1.986576e-01          -8.133449e-07          -7.374377e-12     
   0.000521       0.267306         -1.844992e+00          -2.411758e-01          -7.642898e-07          -8.632687e-12     
   0.000521       0.296646         -1.818390e+00          -2.878341e-01          -7.124487e-07          -9.831173e-12     
   0.000521       0.327237         -1.789014e+00          -3.381295e-01          -6.588459e-07          -1.086974e-11     
   0.000521       0.359023         -1.757001e+00          -3.914263e-01          -6.045583e-07          -1.162575e-11     
   0.000521       0.391949         -1.722534e+00          -4.469863e-01          -5.506414e-07          -1.195495e-11     
   0.000521       0.425957         -1.685830e+00          -5.040043e-01          -4.980613e-07          -1.169398e-11     
   0.000521       0.460985         -1.647132e+00          -5.616468e-01          -4.476430e-07          -1.066436e-11     
   0.000521       0.496971         -1.606694e+00          -6.190886e-01          -4.000369e-07          -8.677943e-12     
   0.000521       0.533852         -1.564771e+00          -6.755464e-01          -3.557064e-07          -5.543671e-12     
   0.000521       0.571561         -1.521611e+00          -7.303046e-01          -3.149327e-07          -1.075227e-12     
   0.000521       0.610033         -1.477450e+00          -7.827350e-01          1.983262e-10           4.900914e-12      
   0.000521       0.649197         -1.432505e+00          -8.323077e-01          2.111984e-10           1.253757e-11      
   0.000521       0.688985         -1.386977e+00          -8.785957e-01          2.242372e-10           2.195970e-11      
   0.000521       0.729327         -1.341047e+00          -9.212736e-01          2.373138e-10           3.325843e-11      
   0.000521       0.770149         -1.294879e+00          -9.601116e-01          2.502966e-10           4.648683e-11      
   0.000521       0.811380         -1.248625e+00          -9.949669e-01          2.630537e-10           6.165744e-11      
   0.000521       0.852947         -1.202422e+00          -1.025773e+00          2.754547e-10           7.874168e-11      
   0.000521       0.894775         -1.156399e+00          -1.052531e+00          2.873736e-10           9.767110e-11      
   0.000521       0.936790         -1.110676e+00          -1.075294e+00          2.986906e-10           1.183400e-10      
   0.000521       0.978918         -1.065370e+00          -1.094163e+00          3.092939e-10           1.406091e-10      
   0.000521       1.021082         -1.020590e+00          -1.109274e+00          3.190816e-10           1.643106e-10      
   0.000521       1.063210         -9.764445e-01          -1.120791e+00          3.279633e-10           1.892527e-10      
   0.000521       1.105225         -9.330365e-01          -1.128900e+00          3.358618e-10           2.152254e-10      
   0.000521       1.147053         -8.904661e-01          -1.133804e+00          3.427138e-10           2.420058e-10      
   0.000521       1.188620         -8.488293e-01          -1.135717e+00          3.484717e-10           2.693632e-10      
   0.000521       1.229851         -8.082175e-01          -1.134861e+00          3.531036e-10           2.970642e-10      
   0.000521       1.270673         -7.687162e-01          -1.131464e+00          3.565941e-10           3.248776e-10      
   0.000521       1.311015         -7.304051e-01          -1.125754e+00          3.589443e-10           3.525782e-10      
   0.000521       1.350803         -6.933563e-01          -1.117962e+00          3.601713e-10           3.799514e-10      
   0.000521       1.389967         -6.576342e-01          -1.108317e+00          3.603078e-10           4.067959e-10      
   0.000521       1.428439         -6.232945e-01          -1.097043e+00          3.594009e-10           4.329270e-10      
   0.000521       1.466148         -5.903839e-01          -1.084362e+00          3.575107e-10           4.581790e-10      
   0.000521       1.503029         -5.589397e-01          -1.070491e+00          3.547089e-10           4.824071e-10      
   0.000521       1.539015         -5.289897e-01          -1.055638e+00          3.510769e-10           5.054884e-10      
   0.000521       1.574043         -5.005525e-01          -1.040006e+00          3.467039e-10           5.273230e-10      
   0.000521       1.608051         -4.736372e-01          -1.023788e+00          3.416850e-10           5.478341e-10      
   0.000521       1.640977         -4.482446e-01          -1.007168e+00          3.361190e-10           5.669679e-10      
   0.000521       1.672763         -4.243671e-01          -9.903222e-01          3.301066e-10           5.846922e-10      
   0.000521       1.703354         -4.019897e-01          -9.734146e-01          3.237488e-10           6.009961e-10      
   0.000521       1.732694         -3.810909e-01          -9.565991e-01          3.171449e-10           6.158877e-10      
   0.000521       1.760731         -3.616434e-01          -9.400189e-01          3.103913e-10           6.293925e-10      
   0.000521       1.787416         -3.436152e-01          -9.238060e-01          3.035801e-10           6.415515e-10      
   0.000521       1.812700         -3.269703e-01          -9.080814e-01          2.967985e-10           6.524185e-10      
   0.000521       1.836540         -3.116701e-01          -8.929554e-01          2.901274e-10           6.620579e-10      
   0.000521       1.858893         -2.976738e-01          -8.785274e-01          2.836417e-10           6.705422e-10      
   0.000521       1.879718         -2.849398e-01          -8.648866e-01          2.774091e-10           6.779499e-10      
   0.000521       1.898979         -2.734263e-01          -8.521125e-01          2.714909e-10           6.843626e-10      
   0.000521       1.916642         -2.630920e-01          -8.402748e-01          2.659414e-10           6.898635e-10      
   0.000521       1.932675         -2.538973e-01          -8.294348e-01          2.608082e-10           6.945346e-10      
   0.000521       1.947050         -2.458045e-01          -8.196454e-01          2.561327e-10           6.984554e-10      
   0.000521       1.959741         -2.387783e-01          -8.109518e-01          2.519503e-10           7.017010e-10      
   0.000521       1.970726         -2.327869e-01          -8.033923e-01          2.482909e-10           7.043405e-10      
   0.000521       1.979984         -2.278020e-01          -7.969985e-01          2.451793e-10           7.064360e-10      
