#        q              proton           neutron      

     0.001185        2.455888e+04      3.255968e+04   
     0.006239        1.304862e+04      1.678578e+04   
     0.015318        8.824338e+03      1.113072e+04   
     0.028399        6.650517e+03      8.079671e+03   
     0.045447        5.224825e+03      6.244708e+03   
     0.066417        4.338147e+03      5.063322e+03   
     0.091251        3.702930e+03      4.197454e+03   
     0.119882        3.130186e+03      3.578122e+03   
     0.152235        2.740026e+03      3.154452e+03   
     0.188220        2.382072e+03      2.764170e+03   
     0.227742        2.161039e+03      2.406172e+03   
     0.270694        1.953635e+03      2.079180e+03   
     0.316959        1.759613e+03      1.878229e+03   
     0.366414        1.578659e+03      1.690391e+03   
     0.418925        1.410560e+03      1.515472e+03   
     0.474351        1.255149e+03      1.433915e+03   
     0.532541        1.183589e+03      1.278047e+03   
     0.593339        1.047094e+03      1.134522e+03   
     0.656582        9.852708e+02      1.069023e+03   
     0.722098        8.670886e+02      9.438015e+02   
     0.789711        7.604978e+02      8.876162e+02   
     0.859239        7.136148e+02      7.798112e+02   
     0.930495        6.233098e+02      6.828604e+02   
     1.003286        5.428040e+02      5.960729e+02   
     1.077416        4.711901e+02      5.186146e+02   
     1.152685        3.765963e+02      4.496190e+02   
     1.228890        2.977573e+02      3.585048e+02   
     1.305826        6.901904e+01      2.377863e+02   
     1.383286        2.105063e+01      7.268158e+01   
     1.461060        2.081168e+01      2.106268e+01   
     1.538940        2.032019e+01      2.055203e+01   
     1.616714        1.958096e+01      1.979378e+01   
     1.694174        1.861421e+01      1.880758e+01   
     1.771110        1.745263e+01      1.762586e+01   
     1.847315        1.614201e+01      1.629478e+01   
     1.922584        1.474089e+01      1.487334e+01   
     1.996714        1.330635e+01      1.341907e+01   
     2.069505        1.188733e+01      1.198142e+01   
     2.140761        1.052514e+01      1.060223e+01   
     2.210289        9.251038e+00      9.313166e+00   
     2.277902        8.086354e+00      8.135749e+00   
     2.343418        7.042526e+00      7.081467e+00   
     2.406661        6.124430e+00      6.155051e+00   
     2.467459        5.326634e+00      5.350803e+00   
     2.525649        4.640404e+00      4.659693e+00   
     2.581075        4.054699e+00      4.070379e+00   
     2.633586        3.558082e+00      3.571141e+00   
     2.683041        3.139637e+00      3.150815e+00   
     2.729306        2.788233e+00      2.798077e+00   
     2.772258        2.493592e+00      2.502492e+00   
     2.811780        2.247537e+00      2.255765e+00   
     2.847765        2.043083e+00      2.050826e+00   
     2.880118        1.873675e+00      1.881066e+00   
     2.908749        1.734637e+00      1.741764e+00   
     2.933583        1.621680e+00      1.628612e+00   
     2.954553        1.531642e+00      1.538423e+00   
     2.971601        1.461779e+00      1.468449e+00   
     2.984682        1.410165e+00      1.416753e+00   
     2.993761        1.375338e+00      1.381872e+00   
     2.998815        1.356291e+00      1.362796e+00   
     3.004739        1.334283e+00      1.340754e+00   
     3.024957        1.261477e+00      1.267835e+00   
     3.061273        1.139780e+00      1.145944e+00   
     3.113597        9.830463e-01      9.889441e-01   
     3.181789        8.079804e-01      8.135264e-01   
     3.265666        6.313958e-01      6.364823e-01   
     3.365002        4.675398e-01      4.720401e-01   
     3.479529        3.266698e-01      3.304629e-01   
     3.608938        2.144913e-01      2.174977e-01   
     3.752880        1.322641e-01      1.344760e-01   
     3.910968        7.738025e-02      7.887146e-02   
     4.082775        4.459866e-02      4.550705e-02   
     4.267838        2.749768e-02      2.798965e-02   
     4.465657        1.985592e-02      2.008966e-02   
     4.675701        1.664380e-02      1.674254e-02   
     4.897402        1.459004e-02      1.463203e-02   
     5.130163        1.218017e-02      1.220405e-02   
     5.373356        9.214084e-03      9.232707e-03   
     5.626327        6.158845e-03      6.173585e-03   
     5.888392        3.572040e-03      3.582221e-03   
     6.158845        1.764340e-03      1.770780e-03   
     6.436958        7.319668e-04      7.366412e-04   
     6.721980        2.664939e-04      2.710420e-04   
     7.013143        1.131181e-04      1.180210e-04   
     7.309662        7.959568e-05      8.438803e-05   
     7.610739        6.766116e-05      7.163528e-05   
     7.915560        4.939538e-05      5.215465e-05   
     8.223305        2.844593e-05      3.004115e-05   
     8.533144        1.274448e-05      1.350395e-05   
     8.844241        4.623548e-06      4.916420e-06   
     9.155759        1.863826e-06      1.956595e-06   
     9.466856        1.378196e-06      1.408915e-06   
     9.776695        1.282449e-06      1.300470e-06   
    10.084440        1.008966e-06      1.023444e-06   
    10.389261        6.325480e-07      6.425556e-07   
    10.690338        3.197611e-07      3.251817e-07   
    10.986857        1.328637e-07      1.352505e-07   
    11.278020        4.799002e-08      4.902027e-08   
    11.563042        1.875956e-08      1.939478e-08   
    11.841155        1.141111e-08      1.195648e-08   
    12.111608        9.858392e-09      1.031754e-08   
    12.373673        8.916306e-09      9.246945e-09   
    12.626644        7.728552e-09      7.930267e-09   
    12.869837        6.460333e-09      6.567388e-09   
    13.102598        5.282217e-09      5.335199e-09   
    13.324299        4.252185e-09      4.280937e-09   
    13.534343        3.378056e-09      3.398710e-09   
    13.732162        2.655413e-09      2.674285e-09   
    13.917225        2.074597e-09      2.092901e-09   
    14.089032        1.620558e-09      1.637727e-09   
    14.247120        1.274267e-09      1.289621e-09   
    14.391062        1.015651e-09      1.028873e-09   
    14.520471        8.257669e-10      8.368943e-10   
    14.634998        6.887548e-10      6.980611e-10   
    14.734334        5.918254e-10      5.996645e-10   
    14.818211        5.240783e-10      5.307912e-10   
    14.886403        4.771213e-10      4.830031e-10   
    14.938727        4.452268e-10      4.505218e-10   
    14.975043        4.252487e-10      4.301701e-10   
    14.995261        4.157266e-10      4.204644e-10   
