#        q              total               1              \delta U         \delta U^2    

     0.001185        8.321714e+08      8.321811e+08     -1.028435e+04      5.531556e+02   
     0.006239        4.413774e+08      4.413844e+08     -7.335140e+03      3.304217e+02   
     0.015318        2.084158e+08      2.084205e+08     -5.007969e+03      2.905220e+02   
     0.028399        7.501529e+07      7.501801e+07     -2.991607e+03      2.770498e+02   
     0.045447        5.724658e+07      5.724891e+07     -2.602737e+03      2.711722e+02   
     0.066417        4.313294e+07      4.313492e+07     -2.248152e+03      2.674500e+02   
     0.091251        3.204643e+07      3.204809e+07     -1.924686e+03      2.636207e+02   
     0.119882        2.498901e+07      2.499043e+07     -1.683061e+03      2.586497e+02   
     0.152235        2.059119e+07      2.059244e+07     -1.506789e+03      2.519031e+02   
     0.188220        1.685819e+07      1.685928e+07     -1.337655e+03      2.429266e+02   
     0.227742        1.469758e+07      1.469856e+07     -1.217632e+03      2.313948e+02   
     0.270694        1.277283e+07      1.277371e+07     -1.098213e+03      2.171313e+02   
     0.316959        1.106288e+07      1.106366e+07     -9.800942e+02      2.001411e+02   
     0.366414        9.548121e+06      9.548804e+06     -8.643073e+02      1.806733e+02   
     0.418925        8.858193e+06      8.858815e+06     -7.812800e+02      1.592591e+02   
     0.474351        7.602401e+06      7.602935e+06     -6.708320e+02      1.367424e+02   
     0.532541        6.498611e+06      6.499064e+06     -5.672836e+02      1.142787e+02   
     0.593339        5.998973e+06      5.999371e+06     -4.918636e+02      9.327972e+01   
     0.656582        5.095255e+06      5.095584e+06     -4.039217e+02      7.529242e+01   
     0.722098        4.307958e+06      4.308224e+06     -3.274837e+02      6.180511e+01   
     0.789711        3.624760e+06      3.624970e+06     -2.631586e+02      5.398301e+01   
     0.859239        3.318640e+06      3.318808e+06     -2.204938e+02      5.236783e+01   
     0.930495        2.770674e+06      2.770795e+06     -1.776568e+02      5.660712e+01   
     1.003286        2.091301e+06      2.091374e+06     -1.379970e+02      6.531082e+01   
     1.077416        1.720563e+06      1.720601e+06     -1.138465e+02      7.613978e+01   
     1.152685        1.141380e+06      1.141379e+06     -8.558092e+01      8.618508e+01   
     1.228890        7.881510e+04      7.874337e+04     -2.087529e+01      9.260387e+01   
     1.305826        9.334761e+01      0.000000e+00      0.000000e+00      9.334761e+01   
     1.383286        8.772637e+01      0.000000e+00      0.000000e+00      8.772637e+01   
     1.461060        7.656817e+01      0.000000e+00      0.000000e+00      7.656817e+01   
     1.538940        6.188485e+01      0.000000e+00      0.000000e+00      6.188485e+01   
     1.616714        4.617885e+01      0.000000e+00      0.000000e+00      4.617885e+01   
     1.694174        3.168771e+01      0.000000e+00      0.000000e+00      3.168771e+01   
     1.771110        1.986459e+01      0.000000e+00      0.000000e+00      1.986459e+01   
     1.847315        1.123870e+01      0.000000e+00      0.000000e+00      1.123870e+01   
     1.922584        5.600127e+00      0.000000e+00      0.000000e+00      5.600127e+00   
     1.996714        2.332320e+00      0.000000e+00      0.000000e+00      2.332320e+00   
     2.069505        7.191491e-01      0.000000e+00      0.000000e+00      7.191491e-01   
     2.140761        1.362454e-01      0.000000e+00      0.000000e+00      1.362454e-01   
     2.210289        1.233704e-01      0.000000e+00      0.000000e+00      1.233704e-01   
     2.277902        3.796452e-01      0.000000e+00      0.000000e+00      3.796452e-01   
     2.343418        7.267695e-01      0.000000e+00      0.000000e+00      7.267695e-01   
     2.406661        1.068916e+00      0.000000e+00      0.000000e+00      1.068916e+00   
     2.467459        1.361040e+00      0.000000e+00      0.000000e+00      1.361040e+00   
     2.525649        1.587323e+00      0.000000e+00      0.000000e+00      1.587323e+00   
     2.581075        1.747654e+00      0.000000e+00      0.000000e+00      1.747654e+00   
     2.633586        1.849554e+00      0.000000e+00      0.000000e+00      1.849554e+00   
     2.683041        1.903532e+00      0.000000e+00      0.000000e+00      1.903532e+00   
     2.729306        1.920528e+00      0.000000e+00      0.000000e+00      1.920528e+00   
     2.772258        1.910616e+00      0.000000e+00      0.000000e+00      1.910616e+00   
     2.811780        1.882446e+00      0.000000e+00      0.000000e+00      1.882446e+00   
     2.847765        1.843102e+00      0.000000e+00      0.000000e+00      1.843102e+00   
     2.880118        1.798181e+00      0.000000e+00      0.000000e+00      1.798181e+00   
     2.908749        1.751978e+00      0.000000e+00      0.000000e+00      1.751978e+00   
     2.933583        1.707706e+00      0.000000e+00      0.000000e+00      1.707706e+00   
     2.954553        1.667710e+00      0.000000e+00      0.000000e+00      1.667710e+00   
     2.971601        1.633660e+00      0.000000e+00      0.000000e+00      1.633660e+00   
     2.984682        1.606709e+00      0.000000e+00      0.000000e+00      1.606709e+00   
     2.993761        1.587625e+00      0.000000e+00      0.000000e+00      1.587625e+00   
     2.998815        1.576876e+00      0.000000e+00      0.000000e+00      1.576876e+00   
     3.004739        1.564171e+00      0.000000e+00      0.000000e+00      1.564171e+00   
     3.024957        1.520020e+00      0.000000e+00      0.000000e+00      1.520020e+00   
     3.061273        1.438240e+00      0.000000e+00      0.000000e+00      1.438240e+00   
     3.113597        1.316970e+00      0.000000e+00      0.000000e+00      1.316970e+00   
     3.181789        1.157568e+00      0.000000e+00      0.000000e+00      1.157568e+00   
     3.265666        9.670614e-01      0.000000e+00      0.000000e+00      9.670614e-01   
     3.365002        7.589481e-01      0.000000e+00      0.000000e+00      7.589481e-01   
     3.479529        5.515796e-01      0.000000e+00      0.000000e+00      5.515796e-01   
