#        q              total               1              \delta U         \delta U^2    

     0.001185        1.902881e+04      1.904976e+04     -2.380067e+01      2.845474e+00   
     0.006239        1.067948e+04      1.070037e+04     -2.372728e+01      2.845566e+00   
     0.015318        7.275682e+03      7.296537e+03     -2.370181e+01      2.845923e+00   
     0.028399        5.591209e+03      5.612141e+03     -2.377769e+01      2.845697e+00   
     0.045447        4.514040e+03      4.534977e+03     -2.378052e+01      2.843840e+00   
     0.066417        3.729544e+03      3.750458e+03     -2.375519e+01      2.840980e+00   
     0.091251        3.171467e+03      3.192361e+03     -2.372955e+01      2.836037e+00   
     0.119882        2.791366e+03      2.812228e+03     -2.369086e+01      2.828996e+00   
     0.152235        2.442728e+03      2.463536e+03     -2.362719e+01      2.818655e+00   
     0.188220        2.124210e+03      2.144929e+03     -2.352175e+01      2.803339e+00   
     0.227742        1.927950e+03      1.948567e+03     -2.340044e+01      2.784369e+00   
     0.270694        1.744101e+03      1.764570e+03     -2.322927e+01      2.760254e+00   
     0.316959        1.572278e+03      1.592536e+03     -2.298832e+01      2.730000e+00   
     0.366414        1.412087e+03      1.432064e+03     -2.267009e+01      2.693532e+00   
     0.418925        1.336297e+03      1.356037e+03     -2.239121e+01      2.651092e+00   
     0.474351        1.192864e+03      1.212152e+03     -2.189064e+01      2.602801e+00   
     0.532541        1.125264e+03      1.144193e+03     -2.147750e+01      2.548791e+00   
     0.593339        9.977488e+02      1.015991e+03     -2.073199e+01      2.489715e+00   
     0.656582        8.803613e+02      8.977415e+02     -1.980660e+01      2.426382e+00   
     0.722098        8.254486e+02      8.422233e+02     -1.913413e+01      2.359415e+00   
     0.789711        7.225202e+02      7.381486e+02     -1.791760e+01      2.289170e+00   
     0.859239        6.746102e+02      6.894916e+02     -1.709701e+01      2.215620e+00   
     0.930495        5.851864e+02      5.986870e+02     -1.563880e+01      2.138189e+00   
     1.003286        5.042137e+02      5.162265e+02     -1.406851e+01      2.055691e+00   
     1.077416        3.975346e+02      4.073012e+02     -1.173309e+01      1.966457e+00   
     1.152685        3.073588e+02      3.148881e+02     -9.397916e+00      1.868629e+00   
     1.228890        1.896443e+02      1.938740e+02     -5.990268e+00      1.760572e+00   
     1.305826        2.156493e+01      2.058372e+01     -6.601652e-01      1.641377e+00   
     1.383286        1.511328e+00      0.000000e+00      0.000000e+00      1.511328e+00   
     1.461060        1.372184e+00      0.000000e+00      0.000000e+00      1.372184e+00   
     1.538940        1.227208e+00      0.000000e+00      0.000000e+00      1.227208e+00   
     1.616714        1.080918e+00      0.000000e+00      0.000000e+00      1.080918e+00   
     1.694174        9.385440e-01      0.000000e+00      0.000000e+00      9.385440e-01   
     1.771110        8.053201e-01      0.000000e+00      0.000000e+00      8.053201e-01   
     1.847315        6.858011e-01      0.000000e+00      0.000000e+00      6.858011e-01   
     1.922584        5.833204e-01      0.000000e+00      0.000000e+00      5.833204e-01   
