#        q              total               1              \delta U         \delta U^2    

     0.001185        1.392312e+04      1.394010e+04     -1.719101e+01      2.052698e-01   
     0.006239        7.052792e+03      7.069714e+03     -1.712790e+01      2.052407e-01   
     0.015318        4.687044e+03      4.703970e+03     -1.713027e+01      2.051524e-01   
     0.028399        3.309368e+03      3.326293e+03     -1.713033e+01      2.050625e-01   
     0.045447        2.559419e+03      2.576357e+03     -1.714298e+01      2.048272e-01   
     0.066417        2.028247e+03      2.045177e+03     -1.713378e+01      2.044284e-01   
     0.091251        1.660171e+03      1.677083e+03     -1.711514e+01      2.038052e-01   
     0.119882        1.339158e+03      1.356037e+03     -1.708191e+01      2.027804e-01   
     0.152235        1.127348e+03      1.144193e+03     -1.704612e+01      2.014113e-01   
     0.188220        9.388733e+02      9.556474e+02     -1.697375e+01      1.996502e-01   
     0.227742        8.255184e+02      8.422233e+02     -1.690222e+01      1.973475e-01   
     0.270694        7.215515e+02      7.381486e+02     -1.679168e+01      1.945648e-01   
     0.316959        6.265758e+02      6.430212e+02     -1.663676e+01      1.913973e-01   
     0.366414        5.402042e+02      5.564389e+02     -1.642265e+01      1.879705e-01   
     0.418925        4.620603e+02      4.779996e+02     -1.612382e+01      1.844789e-01   
     0.474351        4.259796e+02      4.417079e+02     -1.590953e+01      1.812370e-01   
     0.532541        3.594774e+02      3.747292e+02     -1.543041e+01      1.786676e-01   
     0.593339        3.290155e+02      3.439416e+02     -1.510334e+01      1.772677e-01   
     0.656582        2.733219e+02      2.875186e+02     -1.437429e+01      1.776011e-01   
     0.722098        2.480589e+02      2.617826e+02     -1.390405e+01      1.802801e-01   
     0.789711        2.023158e+02      2.150106e+02     -1.288071e+01      1.859168e-01   
     0.859239        1.818082e+02      1.938740e+02     -1.226084e+01      1.950697e-01   
     0.930495        1.450936e+02      1.558481e+02     -1.096272e+01      2.081864e-01   
     1.003286        1.138449e+02      1.231504e+02     -9.531063e+00      2.255490e-01   
     1.077416        8.759760e+01      9.537875e+01     -8.028378e+00      2.472275e-01   
     1.152685        6.587730e+01      7.213097e+01     -6.526713e+00      2.730424e-01   
     1.228890        4.071852e+01      4.486194e+01     -4.445970e+00      3.025493e-01   
     1.305826        2.313924e+01      2.550973e+01     -2.705542e+00      3.350457e-01   
     1.383286        4.904169e+00      5.127079e+00     -5.925115e-01      3.696018e-01   
     1.461060        4.051135e-01      0.000000e+00      0.000000e+00      4.051135e-01   
     1.538940        4.403750e-01      0.000000e+00      0.000000e+00      4.403750e-01   
     1.616714        4.741580e-01      0.000000e+00      0.000000e+00      4.741580e-01   
     1.694174        5.052927e-01      0.000000e+00      0.000000e+00      5.052927e-01   
     1.771110        5.327429e-01      0.000000e+00      0.000000e+00      5.327429e-01   
     1.847315        5.556696e-01      0.000000e+00      0.000000e+00      5.556696e-01   
     1.922584        5.734773e-01      0.000000e+00      0.000000e+00      5.734773e-01   
     1.996714        5.858382e-01      0.000000e+00      0.000000e+00      5.858382e-01   
     2.069505        5.926944e-01      0.000000e+00      0.000000e+00      5.926944e-01   
     2.140761        5.942388e-01      0.000000e+00      0.000000e+00      5.942388e-01   
     2.210289        5.908786e-01      0.000000e+00      0.000000e+00      5.908786e-01   
     2.277902        5.831867e-01      0.000000e+00      0.000000e+00      5.831867e-01   
     2.343418        5.718474e-01      0.000000e+00      0.000000e+00      5.718474e-01   
     2.406661        5.576018e-01      0.000000e+00      0.000000e+00      5.576018e-01   
     2.467459        5.411986e-01      0.000000e+00      0.000000e+00      5.411986e-01   
     2.525649        5.233536e-01      0.000000e+00      0.000000e+00      5.233536e-01   
     2.581075        5.047199e-01      0.000000e+00      0.000000e+00      5.047199e-01   
     2.633586        4.858690e-01      0.000000e+00      0.000000e+00      4.858690e-01   
     2.683041        4.672821e-01      0.000000e+00      0.000000e+00      4.672821e-01   
     2.729306        4.493493e-01      0.000000e+00      0.000000e+00      4.493493e-01   
     2.772258        4.323750e-01      0.000000e+00      0.000000e+00      4.323750e-01   
     2.811780        4.165876e-01      0.000000e+00      0.000000e+00      4.165876e-01   
     2.847765        4.021505e-01      0.000000e+00      0.000000e+00      4.021505e-01   
     2.880118        3.891744e-01      0.000000e+00      0.000000e+00      3.891744e-01   
     2.908749        3.777292e-01      0.000000e+00      0.000000e+00      3.777292e-01   
     2.933583        3.678537e-01      0.000000e+00      0.000000e+00      3.678537e-01   
     2.954553        3.595656e-01      0.000000e+00      0.000000e+00      3.595656e-01   
     2.971601        3.528686e-01      0.000000e+00      0.000000e+00      3.528686e-01   
     2.984682        3.477583e-01      0.000000e+00      0.000000e+00      3.477583e-01   
     2.993761        3.442272e-01      0.000000e+00      0.000000e+00      3.442272e-01   
     2.998815        3.422672e-01      0.000000e+00      0.000000e+00      3.422672e-01   
     3.004739        3.399753e-01      0.000000e+00      0.000000e+00      3.399753e-01   
     3.024957        3.321993e-01      0.000000e+00      0.000000e+00      3.321993e-01   
     3.061273        3.184290e-01      0.000000e+00      0.000000e+00      3.184290e-01   
     3.113597        2.990956e-01      0.000000e+00      0.000000e+00      2.990956e-01   
     3.181789        2.749265e-01      0.000000e+00      0.000000e+00      2.749265e-01   
     3.265666        2.469573e-01      0.000000e+00      0.000000e+00      2.469573e-01   
     3.365002        2.165243e-01      0.000000e+00      0.000000e+00      2.165243e-01   
