#        q              total               1              \delta U         \delta U^2    

     0.001185        9.571755e+08      9.571872e+08     -1.223872e+04      5.992220e+02   
     0.006239        5.356423e+08      5.356509e+08     -9.095211e+03      5.165063e+02   
     0.015318        3.194442e+08      3.194507e+08     -7.007111e+03      4.984312e+02   
     0.028399        1.655011e+08      1.655057e+08     -5.032366e+03      4.917518e+02   
     0.045447        1.185756e+08      1.185794e+08     -4.246759e+03      4.874883e+02   
     0.066417        9.234288e+07      9.234613e+07     -3.730746e+03      4.833553e+02   
     0.091251        7.113581e+07      7.113858e+07     -3.251952e+03      4.779860e+02   
     0.119882        5.415274e+07      5.415508e+07     -2.808338e+03      4.704201e+02   
     0.152235        4.313291e+07      4.313492e+07     -2.469670e+03      4.598872e+02   
     0.188220        3.404882e+07      3.405052e+07     -2.149895e+03      4.457267e+02   
     0.227742        2.661831e+07      2.661973e+07     -1.849547e+03      4.274162e+02   
     0.270694        2.344383e+07      2.344510e+07     -1.674840e+03      4.046177e+02   
     0.316959        1.927738e+07      1.927845e+07     -1.451109e+03      3.772511e+02   
     0.366414        1.685835e+07      1.685928e+07     -1.281918e+03      3.455795e+02   
     0.418925        1.469776e+07      1.469856e+07     -1.116140e+03      3.102644e+02   
     0.474351        1.277303e+07      1.277371e+07     -9.562379e+02      2.724365e+02   
     0.532541        1.106309e+07      1.106366e+07     -8.049433e+02      2.336975e+02   
     0.593339        9.548335e+06      9.548804e+06     -6.650455e+02      1.960528e+02   
     0.656582        8.858417e+06      8.858815e+06     -5.600274e+02      1.617813e+02   
     0.722098        7.602622e+06      7.602935e+06     -4.464810e+02      1.331764e+02   
     0.789711        6.498825e+06      6.499064e+06     -3.509662e+02      1.122069e+02   
     0.859239        5.999186e+06      5.999371e+06     -2.852273e+02      1.000968e+02   
     0.930495        5.095457e+06      5.095584e+06     -2.236020e+02      9.693206e+01   
     1.003286        4.308147e+06      4.308224e+06     -1.782109e+02      1.013951e+02   
     1.077416        3.624934e+06      3.624970e+06     -1.460468e+02      1.107739e+02   
     1.152685        2.770798e+06      2.770795e+06     -1.180728e+02      1.213482e+02   
     1.228890        2.091406e+06      2.091374e+06     -9.758836e+01      1.291420e+02   
     1.305826        1.406357e+06      1.406303e+06     -7.727749e+01      1.308827e+02   
     1.383286        4.545303e+05      4.544479e+05     -4.243801e+01      1.248602e+02   
     1.461060        1.113536e+02      0.000000e+00      0.000000e+00      1.113536e+02   
     1.538940        9.243029e+01      0.000000e+00      0.000000e+00      9.243029e+01   
     1.616714        7.118446e+01      0.000000e+00      0.000000e+00      7.118446e+01   
     1.694174        5.073129e+01      0.000000e+00      0.000000e+00      5.073129e+01   
     1.771110        3.336848e+01      0.000000e+00      0.000000e+00      3.336848e+01   
     1.847315        2.019023e+01      0.000000e+00      0.000000e+00      2.019023e+01   
     1.922584        1.118716e+01      0.000000e+00      0.000000e+00      1.118716e+01   
     1.996714        5.647613e+00      0.000000e+00      0.000000e+00      5.647613e+00   
     2.069505        2.607480e+00      0.000000e+00      0.000000e+00      2.607480e+00   
     2.140761        1.171899e+00      0.000000e+00      0.000000e+00      1.171899e+00   
     2.210289        6.614252e-01      0.000000e+00      0.000000e+00      6.614252e-01   
     2.277902        6.264989e-01      0.000000e+00      0.000000e+00      6.264989e-01   
     2.343418        7.993316e-01      0.000000e+00      0.000000e+00      7.993316e-01   
     2.406661        1.034106e+00      0.000000e+00      0.000000e+00      1.034106e+00   
     2.467459        1.258729e+00      0.000000e+00      0.000000e+00      1.258729e+00   
     2.525649        1.442606e+00      0.000000e+00      0.000000e+00      1.442606e+00   
     2.581075        1.577190e+00      0.000000e+00      0.000000e+00      1.577190e+00   
     2.633586        1.664850e+00      0.000000e+00      0.000000e+00      1.664850e+00   
     2.683041        1.712707e+00      0.000000e+00      0.000000e+00      1.712707e+00   
     2.729306        1.729316e+00      0.000000e+00      0.000000e+00      1.729316e+00   
     2.772258        1.722976e+00      0.000000e+00      0.000000e+00      1.722976e+00   
     2.811780        1.700972e+00      0.000000e+00      0.000000e+00      1.700972e+00   
     2.847765        1.669318e+00      0.000000e+00      0.000000e+00      1.669318e+00   
     2.880118        1.632775e+00      0.000000e+00      0.000000e+00      1.632775e+00   
     2.908749        1.594990e+00      0.000000e+00      0.000000e+00      1.594990e+00   
     2.933583        1.558684e+00      0.000000e+00      0.000000e+00      1.558684e+00   
     2.954553        1.525833e+00      0.000000e+00      0.000000e+00      1.525833e+00   
     2.971601        1.497840e+00      0.000000e+00      0.000000e+00      1.497840e+00   
     2.984682        1.475672e+00      0.000000e+00      0.000000e+00      1.475672e+00   
     2.993761        1.459970e+00      0.000000e+00      0.000000e+00      1.459970e+00   
     2.998815        1.451124e+00      0.000000e+00      0.000000e+00      1.451124e+00   
     3.004739        1.440667e+00      0.000000e+00      0.000000e+00      1.440667e+00   
     3.024957        1.404319e+00      0.000000e+00      0.000000e+00      1.404319e+00   
     3.061273        1.336963e+00      0.000000e+00      0.000000e+00      1.336963e+00   
     3.113597        1.237023e+00      0.000000e+00      0.000000e+00      1.237023e+00   
     3.181789        1.105506e+00      0.000000e+00      0.000000e+00      1.105506e+00   
     3.265666        9.478613e-01      0.000000e+00      0.000000e+00      9.478613e-01   
     3.365002        7.744256e-01      0.000000e+00      0.000000e+00      7.744256e-01   
     3.479529        5.989730e-01      0.000000e+00      0.000000e+00      5.989730e-01   
     3.608938        4.357853e-01      0.000000e+00      0.000000e+00      4.357853e-01   
     3.752880        2.963779e-01      0.000000e+00      0.000000e+00      2.963779e-01   
     3.910968        1.871780e-01      0.000000e+00      0.000000e+00      1.871780e-01   
     4.082775        1.089457e-01      0.000000e+00      0.000000e+00      1.089457e-01   
     4.267838        5.788256e-02      0.000000e+00      0.000000e+00      5.788256e-02   
     4.465657        2.769631e-02      0.000000e+00      0.000000e+00      2.769631e-02   
     4.675701        1.168719e-02      0.000000e+00      0.000000e+00      1.168719e-02   
     4.897402        4.192171e-03      0.000000e+00      0.000000e+00      4.192171e-03   
     5.130163        1.186372e-03      0.000000e+00      0.000000e+00      1.186372e-03   
     5.373356        2.194776e-04      0.000000e+00      0.000000e+00      2.194776e-04   
     5.626327        1.544010e-05      0.000000e+00      0.000000e+00      1.544010e-05   
     5.888392        1.865900e-05      0.000000e+00      0.000000e+00      1.865900e-05   
     6.158845        4.051315e-05      0.000000e+00      0.000000e+00      4.051315e-05   
     6.436958        4.309963e-05      0.000000e+00      0.000000e+00      4.309963e-05   
