#        q              total               1              \delta U         \delta U^2    

     0.001185        6.226356e+08      6.226357e+08     -3.409340e+02      1.778271e+02   
     0.006239        2.269820e+08      2.269820e+08     -1.142226e+02      4.372776e+01   
     0.015318        1.306800e+08      1.306801e+08     -6.851053e+01      1.400576e+01   
     0.028399        8.330721e+07      8.330726e+07     -4.839554e+01      4.894199e+00   
     0.045447        6.048860e+07      6.048864e+07     -3.881170e+01      1.627635e+00   
     0.066417        4.569669e+07      4.569672e+07     -3.287712e+01      5.223775e-01   
     0.091251        3.615611e+07      3.615614e+07     -2.895578e+01      1.706568e-01   
     0.119882        3.014475e+07      3.014478e+07     -2.633506e+01      5.960210e-02   
     0.152235        2.499041e+07      2.499043e+07     -2.393204e+01      2.280457e-02   
     0.188220        2.059242e+07      2.059244e+07     -2.169532e+01      9.723661e-03   
     0.227742        1.803507e+07      1.803509e+07     -2.027742e+01      4.646035e-03   
     0.270694        1.574805e+07      1.574806e+07     -1.892049e+01      2.514174e-03   
     0.316959        1.370799e+07      1.370800e+07     -1.762145e+01      1.539894e-03   
     0.366414        1.189308e+07      1.189310e+07     -1.637843e+01      1.061421e-03   
     0.418925        1.028299e+07      1.028301e+07     -1.519009e+01      8.058604e-04   
     0.474351        9.548790e+06      9.548804e+06     -1.459250e+01      6.608615e-04   
     0.532541        8.210871e+06      8.210884e+06     -1.348219e+01      5.707307e-04   
     0.593339        7.032957e+06      7.032969e+06     -1.242446e+01      5.078958e-04   
     0.656582        6.499052e+06      6.499064e+06     -1.188469e+01      4.649551e-04   
     0.722098        5.532102e+06      5.532113e+06     -1.090324e+01      4.321196e-04   
     0.789711        4.688135e+06      4.688144e+06     -9.973216e+00      4.081082e-04   
     0.859239        4.308214e+06      4.308224e+06     -9.492324e+00      3.904571e-04   
     0.930495        3.318800e+06      3.318808e+06     -8.265289e+00      3.800024e-04   
     1.003286        2.770788e+06      2.770795e+06     -7.486220e+00      3.774237e-04   
     1.077416        2.091368e+06      2.091374e+06     -6.441966e+00      3.829043e-04   
     1.152685        1.406298e+06      1.406303e+06     -5.228023e+00      3.971235e-04   
     1.228890        5.607589e+04      5.607692e+04     -1.032398e+00      4.296895e-04   
     1.305826        9.516521e-01      9.553777e-01     -4.210905e-03      4.853040e-04   
     1.383286        5.573947e-04      0.000000e+00      0.000000e+00      5.573947e-04   
     1.461060        6.460049e-04      0.000000e+00      0.000000e+00      6.460049e-04   
     1.538940        7.568466e-04      0.000000e+00      0.000000e+00      7.568466e-04   
     1.616714        8.942801e-04      0.000000e+00      0.000000e+00      8.942801e-04   
     1.694174        1.062681e-03      0.000000e+00      0.000000e+00      1.062681e-03   
     1.771110        1.265813e-03      0.000000e+00      0.000000e+00      1.265813e-03   
     1.847315        1.507654e-03      0.000000e+00      0.000000e+00      1.507654e-03   
     1.922584        1.791076e-03      0.000000e+00      0.000000e+00      1.791076e-03   
     1.996714        2.118221e-03      0.000000e+00      0.000000e+00      2.118221e-03   
     2.069505        2.490250e-03      0.000000e+00      0.000000e+00      2.490250e-03   
     2.140761        2.907147e-03      0.000000e+00      0.000000e+00      2.907147e-03   
     2.210289        3.367496e-03      0.000000e+00      0.000000e+00      3.367496e-03   
     2.277902        3.868647e-03      0.000000e+00      0.000000e+00      3.868647e-03   
     2.343418        4.406718e-03      0.000000e+00      0.000000e+00      4.406718e-03   
     2.406661        4.976337e-03      0.000000e+00      0.000000e+00      4.976337e-03   
     2.467459        5.571354e-03      0.000000e+00      0.000000e+00      5.571354e-03   
     2.525649        6.184672e-03      0.000000e+00      0.000000e+00      6.184672e-03   
     2.581075        6.808354e-03      0.000000e+00      0.000000e+00      6.808354e-03   
     2.633586        7.434436e-03      0.000000e+00      0.000000e+00      7.434436e-03   
     2.683041        8.054366e-03      0.000000e+00      0.000000e+00      8.054366e-03   
     2.729306        8.659753e-03      0.000000e+00      0.000000e+00      8.659753e-03   
     2.772258        9.242577e-03      0.000000e+00      0.000000e+00      9.242577e-03   
     2.811780        9.795000e-03      0.000000e+00      0.000000e+00      9.795000e-03   
     2.847765        1.030980e-02      0.000000e+00      0.000000e+00      1.030980e-02   
     2.880118        1.078032e-02      0.000000e+00      0.000000e+00      1.078032e-02   
     2.908749        1.120078e-02      0.000000e+00      0.000000e+00      1.120078e-02   
     2.933583        1.156607e-02      0.000000e+00      0.000000e+00      1.156607e-02   
     2.954553        1.187181e-02      0.000000e+00      0.000000e+00      1.187181e-02   
     2.971601        1.211463e-02      0.000000e+00      0.000000e+00      1.211463e-02   
     2.984682        1.229197e-02      0.000000e+00      0.000000e+00      1.229197e-02   
     2.993761        1.240177e-02      0.000000e+00      0.000000e+00      1.240177e-02   
     2.998815        1.244258e-02      0.000000e+00      0.000000e+00      1.244258e-02   
     3.004739        1.264373e-02      0.000000e+00      0.000000e+00      1.264373e-02   
     3.024957        1.317595e-02      0.000000e+00      0.000000e+00      1.317595e-02   
     3.061273        1.401456e-02      0.000000e+00      0.000000e+00      1.401456e-02   
     3.113597        1.518786e-02      0.000000e+00      0.000000e+00      1.518786e-02   
     3.181789        1.672920e-02      0.000000e+00      0.000000e+00      1.672920e-02   
     3.265666        1.867181e-02      0.000000e+00      0.000000e+00      1.867181e-02   
     3.365002        2.104306e-02      0.000000e+00      0.000000e+00      2.104306e-02   
     3.479529        2.385437e-02      0.000000e+00      0.000000e+00      2.385437e-02   
     3.608938        2.709050e-02      0.000000e+00      0.000000e+00      2.709050e-02   
     3.752880        3.069575e-02      0.000000e+00      0.000000e+00      3.069575e-02   
     3.910968        3.456307e-02      0.000000e+00      0.000000e+00      3.456307e-02   
     4.082775        3.852500e-02      0.000000e+00      0.000000e+00      3.852500e-02   
     4.267838        4.235337e-02      0.000000e+00      0.000000e+00      4.235337e-02   
     4.465657        4.576881e-02      0.000000e+00      0.000000e+00      4.576881e-02   
     4.675701        4.846361e-02      0.000000e+00      0.000000e+00      4.846361e-02   
     4.897402        5.013688e-02      0.000000e+00      0.000000e+00      5.013688e-02   
     5.130163        5.053933e-02      0.000000e+00      0.000000e+00      5.053933e-02   
     5.373356        4.951738e-02      0.000000e+00      0.000000e+00      4.951738e-02   
     5.626327        4.705138e-02      0.000000e+00      0.000000e+00      4.705138e-02   
     5.888392        4.327170e-02      0.000000e+00      0.000000e+00      4.327170e-02   
