#        q              total               1              \delta U         \delta U^2    

     0.001185        1.039256e+04      1.040722e+04     -1.556705e+01      9.083486e-01   
     0.006239        7.055034e+03      7.069714e+03     -1.558928e+01      9.083466e-01   
     0.015318        5.221323e+03      5.236030e+03     -1.561498e+01      9.083171e-01   
     0.028399        3.884719e+03      3.899470e+03     -1.565919e+01      9.082075e-01   
     0.045447        2.797422e+03      2.812228e+03     -1.571450e+01      9.079699e-01   
     0.066417        2.130055e+03      2.144929e+03     -1.578153e+01      9.075412e-01   
     0.091251        1.662135e+03      1.677083e+03     -1.585409e+01      9.068677e-01   
     0.119882        1.341028e+03      1.356037e+03     -1.591488e+01      9.059343e-01   
     0.152235        1.063794e+03      1.078823e+03     -1.593348e+01      9.047470e-01   
     0.188220        8.827318e+02      8.977415e+02     -1.591320e+01      9.034575e-01   
     0.227742        7.232026e+02      7.381486e+02     -1.584832e+01      9.023420e-01   
     0.270694        6.281722e+02      6.430212e+02     -1.575092e+01      9.019199e-01   
     0.316959        5.417361e+02      5.564389e+02     -1.560567e+01      9.029186e-01   
     0.366414        4.635026e+02      4.779996e+02     -1.540342e+01      9.064303e-01   
     0.418925        3.930862e+02      4.073012e+02     -1.512876e+01      9.137783e-01   
     0.474351        3.301048e+02      3.439416e+02     -1.476332e+01      9.265865e-01   
     0.532541        2.741823e+02      2.875186e+02     -1.428275e+01      9.464827e-01   
     0.593339        2.249451e+02      2.376301e+02     -1.366013e+01      9.751425e-01   
     0.656582        2.028715e+02      2.150106e+02     -1.315291e+01      1.013814e+00   
     0.722098        1.629706e+02      1.741699e+02     -1.226240e+01      1.063068e+00   
     0.789711        1.287940e+02      1.388584e+02     -1.118677e+01      1.122394e+00   
     0.859239        1.139112e+02      1.231504e+02     -1.042992e+01      1.190646e+00   
     0.930495        8.753366e+01      9.537875e+01     -9.109934e+00      1.264845e+00   
     1.003286        6.578825e+01      7.213097e+01     -7.683286e+00      1.340568e+00   
     1.077416        4.819964e+01      5.300495e+01     -6.217600e+00      1.412291e+00   
     1.152685        3.428141e+01      3.759858e+01     -4.791670e+00      1.474500e+00   
     1.228890        1.914903e+01      2.058372e+01     -2.955802e+00      1.521115e+00   
     1.305826        5.809590e+00      5.127079e+00     -8.643106e-01      1.546822e+00   
     1.383286        1.548189e+00      0.000000e+00      0.000000e+00      1.548189e+00   
     1.461060        1.523845e+00      0.000000e+00      0.000000e+00      1.523845e+00   
     1.538940        1.474269e+00      0.000000e+00      0.000000e+00      1.474269e+00   
     1.616714        1.401990e+00      0.000000e+00      0.000000e+00      1.401990e+00   
     1.694174        1.311034e+00      0.000000e+00      0.000000e+00      1.311034e+00   
     1.771110        1.206416e+00      0.000000e+00      0.000000e+00      1.206416e+00   
     1.847315        1.093641e+00      0.000000e+00      0.000000e+00      1.093641e+00   
     1.922584        9.783602e-01      0.000000e+00      0.000000e+00      9.783602e-01   
     1.996714        8.653204e-01      0.000000e+00      0.000000e+00      8.653204e-01   
     2.069505        7.580924e-01      0.000000e+00      0.000000e+00      7.580924e-01   
     2.140761        6.591742e-01      0.000000e+00      0.000000e+00      6.591742e-01   
     2.210289        5.700517e-01      0.000000e+00      0.000000e+00      5.700517e-01   
     2.277902        4.913138e-01      0.000000e+00      0.000000e+00      4.913138e-01   
     2.343418        4.228525e-01      0.000000e+00      0.000000e+00      4.228525e-01   
     2.406661        3.641361e-01      0.000000e+00      0.000000e+00      3.641361e-01   
     2.467459        3.142345e-01      0.000000e+00      0.000000e+00      3.142345e-01   
     2.525649        2.720877e-01      0.000000e+00      0.000000e+00      2.720877e-01   
     2.581075        2.366543e-01      0.000000e+00      0.000000e+00      2.366543e-01   
     2.633586        2.069553e-01      0.000000e+00      0.000000e+00      2.069553e-01   
     2.683041        1.821360e-01      0.000000e+00      0.000000e+00      1.821360e-01   
     2.729306        1.614220e-01      0.000000e+00      0.000000e+00      1.614220e-01   
     2.772258        1.441458e-01      0.000000e+00      0.000000e+00      1.441458e-01   
     2.811780        1.297625e-01      0.000000e+00      0.000000e+00      1.297625e-01   
     2.847765        1.178296e-01      0.000000e+00      0.000000e+00      1.178296e-01   
     2.880118        1.079648e-01      0.000000e+00      0.000000e+00      1.079648e-01   
     2.908749        9.987080e-02      0.000000e+00      0.000000e+00      9.987080e-02   
     2.933583        9.330225e-02      0.000000e+00      0.000000e+00      9.330225e-02   
     2.954553        8.806475e-02      0.000000e+00      0.000000e+00      8.806475e-02   
     2.971601        8.400416e-02      0.000000e+00      0.000000e+00      8.400416e-02   
     2.984682        8.100525e-02      0.000000e+00      0.000000e+00      8.100525e-02   
     2.993761        7.898115e-02      0.000000e+00      0.000000e+00      7.898115e-02   
     2.998815        7.787414e-02      0.000000e+00      0.000000e+00      7.787414e-02   
     3.004739        7.659458e-02      0.000000e+00      0.000000e+00      7.659458e-02   
     3.024957        7.236735e-02      0.000000e+00      0.000000e+00      7.236735e-02   
     3.061273        6.529755e-02      0.000000e+00      0.000000e+00      6.529755e-02   
     3.113597        5.619437e-02      0.000000e+00      0.000000e+00      5.619437e-02   
     3.181789        4.603207e-02      0.000000e+00      0.000000e+00      4.603207e-02   
     3.265666        3.579166e-02      0.000000e+00      0.000000e+00      3.579166e-02   
     3.365002        2.631006e-02      0.000000e+00      0.000000e+00      2.631006e-02   
     3.479529        1.819701e-02      0.000000e+00      0.000000e+00      1.819701e-02   
     3.608938        1.179106e-02      0.000000e+00      0.000000e+00      1.179106e-02   
     3.752880        7.161179e-03      0.000000e+00      0.000000e+00      7.161179e-03   
     3.910968        4.140280e-03      0.000000e+00      0.000000e+00      4.140280e-03   
     4.082775        2.401603e-03      0.000000e+00      0.000000e+00      2.401603e-03   
     4.267838        1.549109e-03      0.000000e+00      0.000000e+00      1.549109e-03   
