#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        5.087780e+07      5.088111e+07     -3.343965e+03      2.985067e+01   
     0.001185          0.009274        2.957330e+07      2.957588e+07     -2.605405e+03      2.846300e+01   
     0.001185          0.022740        1.711242e+07      1.711440e+07     -2.012276e+03      2.614881e+01   
     0.001185          0.042083        1.013899e+07      1.014052e+07     -1.557654e+03      2.353868e+01   
     0.001185          0.067187        6.068699e+06      6.069891e+06     -1.213295e+03      2.102894e+01   
     0.001185          0.097901        3.624045e+06      3.624970e+06     -9.431176e+02      1.886884e+01   
     0.001185          0.134040        2.299625e+06      2.300359e+06     -7.512967e+02      1.708392e+01   
     0.001185          0.175388        1.556251e+06      1.556853e+06     -6.180697e+02      1.557362e+01   
     0.001185          0.221694        1.024916e+06      1.025403e+06     -5.016040e+02      1.425297e+01   
     0.001185          0.272682        7.342448e+05      7.346564e+05     -4.245763e+02      1.302271e+01   
     0.001185          0.328043        5.157749e+05      5.161189e+05     -3.558677e+02      1.186871e+01   
     0.001185          0.387446        4.026663e+05      4.029699e+05     -3.144488e+02      1.079893e+01   
     0.001185          0.450533        3.110274e+05      3.112940e+05     -2.763752e+02      9.779402e+00   
     0.001185          0.516924        2.374667e+05      2.376993e+05     -2.415058e+02      8.822096e+00   
     0.001185          0.586221        1.790113e+05      1.792131e+05     -2.097000e+02      7.929919e+00   
     0.001185          0.658006        1.330712e+05      1.332449e+05     -1.808169e+02      7.067875e+00   
     0.001185          0.731848        1.140806e+05      1.142418e+05     -1.674273e+02      6.249249e+00   
     0.001185          0.807302        8.280998e+04      8.294714e+04     -1.426640e+02      5.512181e+00   
     0.001185          0.883916        7.008456e+04      7.021098e+04     -1.312551e+02      4.843858e+00   
     0.001185          0.961228        5.903161e+04      5.914790e+04     -1.204712e+02      4.186401e+00   
     0.001185          1.038772        4.123636e+04      4.133346e+04     -1.007081e+02      3.602093e+00   
     0.001185          1.116084        3.417648e+04      3.426507e+04     -9.169370e+01      3.099515e+00   
     0.001185          1.192698        2.815344e+04      2.823402e+04     -8.323386e+01      2.647793e+00   
     0.001185          1.268152        2.304172e+04      2.311478e+04     -7.531102e+01      2.247274e+00   
     0.001185          1.341994        1.872755e+04      1.879356e+04     -6.790756e+01      1.899230e+00   
     0.001185          1.413779        1.609926e+04      1.615867e+04     -6.100589e+01      1.600850e+00   
     0.001185          1.483076        1.510795e+04      1.516758e+04     -6.100589e+01      1.374661e+00   
     0.001185          1.549467        1.209090e+04      1.214432e+04     -5.458838e+01      1.171894e+00   
     0.001185          1.612554        9.593174e+03      9.640827e+03     -4.863745e+01      9.844121e-01   
     0.001185          1.671957        7.540704e+03      7.583014e+03     -4.313548e+01      8.250687e-01   
     0.001185          1.727318        7.540607e+03      7.583014e+03     -4.313548e+01      7.277542e-01   
     0.001185          1.778306        5.867572e+03      5.905016e+03     -3.806486e+01      6.204243e-01   
     0.001185          1.824612        5.867485e+03      5.905016e+03     -3.806486e+01      5.341313e-01   
     0.001185          1.865960        4.515627e+03      4.548553e+03     -3.340799e+01      4.815542e-01   
     0.001185          1.902099        4.515572e+03      4.548553e+03     -3.340799e+01      4.271078e-01   
     0.001185          1.932813        3.433565e+03      3.462327e+03     -2.914726e+01      3.850296e-01   
     0.001185          1.957917        3.433545e+03      3.462327e+03     -2.914726e+01      3.654723e-01   
