#        q              total               1              \delta U         \delta U^2    

     0.001185        4.071308e+04      4.152293e+04     -8.707985e+02      6.094826e+01   
     0.006239        2.948941e+04      3.029976e+04     -8.712978e+02      6.094835e+01   
     0.015318        2.042321e+04      2.123365e+04     -8.713830e+02      6.094773e+01   
     0.028399        1.209811e+04      1.290792e+04     -8.707636e+02      6.094424e+01   
     0.045447        1.049315e+04      1.130307e+04     -8.708546e+02      6.093390e+01   
     0.066417        8.751013e+03      9.559992e+03     -8.698967e+02      6.091731e+01   
     0.091251        7.444834e+03      8.252336e+03     -8.683908e+02      6.088904e+01   
     0.119882        6.490685e+03      7.296537e+03     -8.666993e+02      6.084683e+01   
     0.152235        5.827241e+03      6.630268e+03     -8.638170e+02      6.078916e+01   
     0.188220        5.410002e+03      6.209421e+03     -8.601351e+02      6.071665e+01   
     0.227742        5.011824e+03      5.806769e+03     -8.555727e+02      6.062807e+01   
     0.270694        4.632955e+03      5.421911e+03     -8.494883e+02      6.053219e+01   
     0.316959        4.273879e+03      5.054446e+03     -8.410017e+02      6.043555e+01   
     0.366414        3.934357e+03      4.703970e+03     -8.299739e+02      6.036100e+01   
     0.418925        3.614399e+03      4.370081e+03     -8.160093e+02      6.032760e+01   
     0.474351        3.466097e+03      4.209232e+03     -8.035029e+02      6.036878e+01   
     0.532541        3.176775e+03      3.899470e+03     -7.832111e+02      6.051527e+01   
     0.593339        2.907741e+03      3.605292e+03     -7.583606e+02      6.081010e+01   
     0.656582        2.787246e+03      3.463920e+03     -7.379604e+02      6.128594e+01   
     0.722098        2.549016e+03      3.192361e+03     -7.053264e+02      6.198159e+01   
     0.789711        2.330248e+03      2.935379e+03     -6.680250e+02      6.289492e+01   
     0.859239        2.130187e+03      2.692571e+03     -6.264326e+02      6.404884e+01   
     0.930495        1.947686e+03      2.463536e+03     -5.812498e+02      6.539951e+01   
     1.003286        1.781311e+03      2.247872e+03     -5.334520e+02      6.689035e+01   
     1.077416        1.629369e+03      2.045177e+03     -4.842033e+02      6.839569e+01   
     1.152685        1.347221e+03      1.677083e+03     -3.996866e+02      6.982533e+01   
     1.228890        8.477519e+02      1.018932e+03     -2.421982e+02      7.101851e+01   
     1.305826        7.178737e+01      0.000000e+00      0.000000e+00      7.178737e+01   
     1.383286        7.199226e+01      0.000000e+00      0.000000e+00      7.199226e+01   
     1.461060        7.153146e+01      0.000000e+00      0.000000e+00      7.153146e+01   
     1.538940        7.031934e+01      0.000000e+00      0.000000e+00      7.031934e+01   
     1.616714        6.833647e+01      0.000000e+00      0.000000e+00      6.833647e+01   
     1.694174        6.561300e+01      0.000000e+00      0.000000e+00      6.561300e+01   
     1.771110        6.222296e+01      0.000000e+00      0.000000e+00      6.222296e+01   
     1.847315        5.828788e+01      0.000000e+00      0.000000e+00      5.828788e+01   
     1.922584        5.398291e+01      0.000000e+00      0.000000e+00      5.398291e+01   
     1.996714        4.948489e+01      0.000000e+00      0.000000e+00      4.948489e+01   
     2.069505        4.495326e+01      0.000000e+00      0.000000e+00      4.495326e+01   
     2.140761        4.052841e+01      0.000000e+00      0.000000e+00      4.052841e+01   
     2.210289        3.632412e+01      0.000000e+00      0.000000e+00      3.632412e+01   
     2.277902        3.242351e+01      0.000000e+00      0.000000e+00      3.242351e+01   
     2.343418        2.887662e+01      0.000000e+00      0.000000e+00      2.887662e+01   
     2.406661        2.570952e+01      0.000000e+00      0.000000e+00      2.570952e+01   
     2.467459        2.291789e+01      0.000000e+00      0.000000e+00      2.291789e+01   
     2.525649        2.047876e+01      0.000000e+00      0.000000e+00      2.047876e+01   
     2.581075        1.836525e+01      0.000000e+00      0.000000e+00      1.836525e+01   
     2.633586        1.654400e+01      0.000000e+00      0.000000e+00      1.654400e+01   
     2.683041        1.498386e+01      0.000000e+00      0.000000e+00      1.498386e+01   
     2.729306        1.365094e+01      0.000000e+00      0.000000e+00      1.365094e+01   
     2.772258        1.251468e+01      0.000000e+00      0.000000e+00      1.251468e+01   
     2.811780        1.154987e+01      0.000000e+00      0.000000e+00      1.154987e+01   
     2.847765        1.073454e+01      0.000000e+00      0.000000e+00      1.073454e+01   
     2.880118        1.004858e+01      0.000000e+00      0.000000e+00      1.004858e+01   
     2.908749        9.477102e+00      0.000000e+00      0.000000e+00      9.477102e+00   
     2.933583        9.006481e+00      0.000000e+00      0.000000e+00      9.006481e+00   
     2.954553        8.626884e+00      0.000000e+00      0.000000e+00      8.626884e+00   
     2.971601        8.329476e+00      0.000000e+00      0.000000e+00      8.329476e+00   
     2.984682        8.107849e+00      0.000000e+00      0.000000e+00      8.107849e+00   
     2.993761        7.957496e+00      0.000000e+00      0.000000e+00      7.957496e+00   
     2.998815        7.874892e+00      0.000000e+00      0.000000e+00      7.874892e+00   
     3.004739        7.779066e+00      0.000000e+00      0.000000e+00      7.779066e+00   
     3.024957        7.460246e+00      0.000000e+00      0.000000e+00      7.460246e+00   
