#       k             kp                 V11                    V12                    V21                    V22          
   0.001185       0.001185         -9.025905e-01          -5.373747e-06          -5.373747e-06          5.611601e-12      
   0.001185       0.006239         -9.025246e-01          -1.490169e-04          -5.372775e-06          1.559953e-10      
   0.001185       0.015318         -9.021453e-01          -8.982290e-04          -5.367809e-06          9.406699e-10      
   0.001185       0.028399         -9.010775e-01          -3.085189e-03          -5.353343e-06          3.230685e-09      
   0.001185       0.045447         -8.987291e-01          -7.880208e-03          -5.321676e-06          8.246329e-09      
   0.001185       0.066417         -8.943755e-01          -1.674577e-02          -5.263321e-06          1.751961e-08      
   0.001185       0.091251         -8.871794e-01          -3.135599e-02          -5.167765e-06          3.279377e-08      
   0.001185       0.119882         -8.762420e-01          -5.346511e-02          -5.024656e-06          5.586045e-08      
   0.001185       0.152235         -8.606759e-01          -8.472410e-02          -4.825445e-06          8.830568e-08      
   0.001185       0.188220         -8.396960e-01          -1.264593e-01          -4.565304e-06          1.311368e-07      
   0.001185       0.227742         -8.127141e-01          -1.794274e-01          -4.244975e-06          1.842888e-07      
   0.001185       0.270694         -7.794240e-01          -2.436081e-01          -3.871987e-06          2.460815e-07      
   0.001185       0.316959         -7.398536e-01          -3.180785e-01          -3.460636e-06          3.128115e-07      
   0.001185       0.366414         -6.943695e-01          -4.010231e-01          -3.030350e-06          3.787833e-07      
   0.001185       0.418925         -6.436278e-01          -4.899061e-01          -2.602564e-06          4.370934e-07      
   0.001185       0.474351         -5.884850e-01          -5.817686e-01          -2.196891e-06          4.812395e-07      
   0.001185       0.532541         -5.298928e-01          -6.735850e-01          -1.827846e-06          5.071135e-07      
   0.001185       0.593339         -4.688055e-01          -7.625834e-01          -1.503292e-06          5.144119e-07      
   0.001185       0.656582         -4.061150e-01          -8.464593e-01          -1.225004e-06          5.064674e-07      
   0.001185       0.722098         -3.426160e-01          -9.234641e-01          -9.907104e-07          4.883258e-07      
   0.001185       0.789711         -2.789908e-01          -9.924012e-01          -7.963006e-07          4.641942e-07      
   0.001185       0.859239         -2.158082e-01          -1.052581e+00          -6.371505e-07          4.360620e-07      
   0.001185       0.930495         -1.535353e-01          -1.103758e+00          -5.084318e-07          4.044192e-07      
   0.001185       1.003286         -9.256132e-02          -1.146059e+00          -4.050897e-07          3.700948e-07      
