#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           7.392714e-26           6.085146e-26           1.000000e+00      
   0.001185       0.006239         -2.666558e-16          5.879599e-23           1.567355e-24           1.610379e-29      
   0.001185       0.015318         -2.009632e-15          -3.943497e-21          -2.768641e-23          2.431703e-26      
   0.001185       0.028399         -8.017868e-15          -3.200329e-19          -5.707865e-22          1.274819e-24      
   0.001185       0.045447         -2.282838e-14          -6.627694e-18          -4.512278e-21          2.435740e-23      
   0.001185       0.066417         -5.245460e-14          -7.234110e-17          -2.275507e-20          2.566673e-22      
   0.001185       0.091251         -1.033147e-13          -5.231497e-16          -8.581336e-20          1.801049e-21      
   0.001185       0.119882         -1.797917e-13          -2.814145e-15          -2.616006e-19          9.333732e-21      
   0.001185       0.152235         -2.797400e-13          -1.206238e-14          -6.741156e-19          3.800329e-20      
   0.001185       0.188220         -3.868378e-13          -4.307188e-14          -1.510088e-18          1.263320e-19      
   0.001185       0.227742         -4.591009e-13          -1.321037e-13          -2.996973e-18          3.511870e-19      
   0.001185       0.270694         -4.135749e-13          -3.558617e-13          -5.345750e-18          8.282335e-19      
   0.001185       0.316959         -1.087963e-13          -8.565862e-13          -8.679484e-18          1.670384e-18      
   0.001185       0.366414         6.716041e-13           -1.868742e-12          -1.299573e-17          2.893301e-18      
   0.001185       0.418925         2.230357e-12           -3.741325e-12          -1.819729e-17          4.325277e-18      
   0.001185       0.474351         4.961209e-12           -6.952053e-12          -2.414918e-17          5.665130e-18      
   0.001185       0.532541         9.347249e-12           -1.211203e-11          -3.064397e-17          6.801771e-18      
   0.001185       0.593339         1.595166e-11           -1.995387e-11          -3.722394e-17          8.230979e-18      
   0.001185       0.656582         2.539228e-11           -3.128339e-11          -4.305843e-17          1.103352e-17      
   0.001185       0.722098         3.828786e-11           -4.687663e-11          -4.723126e-17          1.598144e-17      
   0.001185       0.789711         5.517755e-11           -6.734516e-11          -4.944313e-17          2.231284e-17      
   0.001185       0.859239         7.644255e-11           -9.304752e-11          -5.041252e-17          2.775020e-17      
   0.001185       0.930495         1.022650e-10           -1.241089e-10          -5.116908e-17          3.061539e-17      
   0.001185       1.003286         1.326199e-10           -1.604888e-10          -5.168324e-17          3.213972e-17      
   0.001185       1.077416         1.672473e-10           -2.019405e-10          -5.060767e-17          3.557490e-17      
   0.001185       1.152685         2.055802e-10           -2.478224e-10          -4.698589e-17          4.201139e-17      
   0.001185       1.228890         2.466908e-10           -2.969721e-10          -4.194708e-17          4.804974e-17      
   0.001185       1.305826         2.893498e-10           -3.478680e-10          -3.768977e-17          4.955421e-17      
   0.001185       1.383286         3.321769e-10           -3.989501e-10          -3.461418e-17          4.741949e-17      
   0.001185       1.461060         3.737481e-10           -4.487181e-10          -3.068927e-17          4.693651e-17      
   0.001185       1.538940         4.126026e-10           -4.955353e-10          -2.443498e-17          5.053801e-17      
   0.001185       1.616714         4.472661e-10           -5.375471e-10          -1.740199e-17          5.398858e-17      
   0.001185       1.694174         4.764085e-10           -5.730183e-10          -1.233226e-17          5.203256e-17      
   0.001185       1.771110         4.990502e-10           -6.007803e-10          -9.522101e-18          4.568970e-17      
   0.001185       1.847315         5.146377e-10           -6.202931e-10          -6.661618e-18          4.072878e-17      
   0.001185       1.922584         5.229708e-10           -6.313576e-10          -2.251796e-18          3.974572e-17      
   0.001185       1.996714         5.241343e-10           -6.339579e-10          2.381093e-18           3.911236e-17      
   0.001185       2.069505         5.185197e-10           -6.284315e-10          5.018715e-18           3.431436e-17      
   0.001185       2.140761         5.068525e-10           -6.156532e-10          5.373394e-18           2.566960e-17      
   0.001185       2.210289         4.901150e-10           -5.969122e-10          5.142531e-18           1.733961e-17      
   0.001185       2.277902         4.693889e-10           -5.735820e-10          5.805095e-18           1.219425e-17      
   0.001185       2.343418         4.457237e-10           -5.468884e-10          7.186297e-18           9.271226e-18      
   0.001185       2.406661         4.200835e-10           -5.178955e-10          8.110223e-18           5.810754e-18      
   0.001185       2.467459         3.933382e-10           -4.875780e-10          7.838478e-18           4.211054e-19      
   0.001185       2.525649         3.662499e-10           -4.568306e-10          6.652628e-18           -6.013614e-18     
   0.001185       2.581075         3.394440e-10           -4.263995e-10          5.359488e-18           -1.168960e-17     
   0.001185       2.633586         3.133870e-10           -3.968169e-10          4.548089e-18           -1.549804e-17     
   0.001185       2.683041         2.883891e-10           -3.683937e-10          4.286100e-18           -1.752305e-17     
   0.001185       2.729306         2.646271e-10           -3.412634e-10          4.291320e-18           -1.853409e-17     
   0.001185       2.772258         2.421741e-10           -3.154389e-10          4.246962e-18           -1.927033e-17     
   0.001185       2.811780         2.210239e-10           -2.908533e-10          3.991985e-18           -2.006817e-17     
   0.001185       2.847765         2.011067e-10           -2.673783e-10          3.534977e-18           -2.088281e-17     
   0.001185       2.880118         1.822959e-10           -2.448267e-10          2.974045e-18           -2.149006e-17     
   0.001185       2.908749         1.644082e-10           -2.229462e-10          2.413832e-18           -2.166833e-17     
   0.001185       2.933583         1.471954e-10           -2.014044e-10          1.921578e-18           -2.128166e-17     
   0.001185       2.954553         1.303211e-10           -1.797555e-10          1.520613e-18           -2.027779e-17     
   0.001185       2.971601         1.133083e-10           -1.573663e-10          1.202836e-18           -1.864362e-17     
   0.001185       2.984682         9.540870e-11           -1.332347e-10          9.437215e-19           -1.634501e-17     
   0.001185       2.993761         7.521910e-11           -1.054522e-10          7.103930e-19           -1.323505e-17     
   0.001185       2.998815         4.897532e-11           -6.881234e-11          4.514540e-19           -8.742428e-18     
   0.001185       3.004739         9.712456e-11           -1.368273e-10          8.716192e-19           -1.762594e-17     
   0.001185       3.024957         1.438400e-10           -2.045419e-10          1.199218e-18           -2.752633e-17     
   0.001185       3.061273         1.707152e-10           -2.471688e-10          1.364880e-18           -3.554412e-17     
   0.001185       3.113597         1.837294e-10           -2.738275e-10          1.658074e-18           -4.253997e-17     
   0.001185       3.181789         1.848686e-10           -2.878386e-10          2.011978e-18           -4.921688e-17     
   0.001185       3.265666         1.753998e-10           -2.913311e-10          1.603005e-18           -5.748182e-17     
   0.001185       3.365002         1.565819e-10           -2.862997e-10          2.126100e-19           -6.735620e-17     
   0.001185       3.479529         1.298720e-10           -2.749177e-10          -1.439424e-19          -7.405681e-17     
   0.001185       3.608938         9.680476e-11           -2.590596e-10          4.538951e-19           -7.802961e-17     
   0.001185       3.752880         5.896055e-11           -2.401888e-10          -6.736916e-19          -8.443802e-17     
   0.001185       3.910968         1.822429e-11           -2.200659e-10          -2.965781e-19          -8.539943e-17     
   0.001185       4.082775         -2.357247e-11          -1.996321e-10          -2.732143e-20          -8.487171e-17     
   0.001185       4.267838         -6.451498e-11          -1.796516e-10          -8.118577e-20          -8.236094e-17     
   0.001185       4.465657         -1.026826e-10          -1.606627e-10          6.412711e-19           -7.609720e-17     
   0.001185       4.675701         -1.363828e-10          -1.427421e-10          7.525096e-19           -6.879538e-17     
   0.001185       4.897402         -1.641211e-10          -1.259872e-10          1.045117e-18           -5.963400e-17     
   0.001185       5.130163         -1.848199e-10          -1.103566e-10          1.510662e-18           -4.878293e-17     
   0.001185       5.373356         -1.979131e-10          -9.567116e-11          1.112119e-18           -3.949796e-17     
   0.001185       5.626327         -2.032813e-10          -8.204397e-11          1.446082e-18           -2.876471e-17     
   0.001185       5.888392         -2.014092e-10          -6.935614e-11          1.245360e-18           -1.990171e-17     
   0.001185       6.158845         -1.931782e-10          -5.766324e-11          7.593482e-19           -1.292244e-17     
   0.001185       6.436958         -1.797822e-10          -4.709968e-11          7.178333e-19           -6.379536e-18     
   0.001185       6.721980         -1.626394e-10          -3.768203e-11          5.849375e-19           -1.535069e-18     
   0.001185       7.013143         -1.431955e-10          -2.942907e-11          1.770088e-19           1.218709e-18      
   0.001185       7.309662         -1.227864e-10          -2.239300e-11          -7.412830e-20          2.988594e-18      
   0.001185       7.610739         -1.025705e-10          -1.655578e-11          -6.572294e-20          4.246556e-18      
   0.001185       7.915560         -8.347053e-11          -1.181532e-11          -7.837396e-20          4.673181e-18      
   0.001185       8.223305         -6.613394e-11          -8.069431e-12          -1.968546e-19          4.269272e-18      
   0.001185       8.533144         -5.094227e-11          -5.202649e-12          -2.950135e-19          3.535048e-18      
   0.001185       8.844241         -3.805141e-11          -3.087897e-12          -2.687812e-19          2.907332e-18      
   0.001185       9.155759         -2.744122e-11          -1.591829e-12          -1.496270e-19          2.415623e-18      
   0.001185       9.466856         -1.896608e-11          -5.628494e-13          -9.705997e-20          1.848204e-18      
   0.001185       9.776695         -1.239354e-11          1.039504e-13           -1.202329e-19          1.183612e-18      
   0.001185       10.084440        -7.447351e-12          4.997983e-13           -1.348263e-19          6.331576e-19      
   0.001185       10.389261        -3.843076e-12          7.031809e-13           -8.596235e-20          3.609389e-19      
   0.001185       10.690338        -1.312094e-12          7.708552e-13           3.709968e-21           2.564564e-19      
   0.001185       10.986857        3.827128e-13           7.728990e-13           1.392349e-22           6.436884e-20      
   0.001185       11.278020        1.449657e-12           7.303139e-13           -4.761894e-20          -1.612050e-19     
   0.001185       11.563042        2.063021e-12           6.505614e-13           -1.047263e-20          -1.753032e-19     
   0.001185       11.841155        2.355604e-12           5.665286e-13           3.232608e-20           -9.880193e-20     
   0.001185       12.111608        2.429282e-12           4.874880e-13           -1.664696e-21          -1.854191e-19     
   0.001185       12.373673        2.365159e-12           4.121673e-13           -6.335918e-21          -2.078912e-19     
   0.001185       12.626644        2.219675e-12           3.474772e-13           2.992770e-20           -9.055322e-20     
   0.001185       12.869837        2.028498e-12           2.949341e-13           -1.207809e-20          -1.607984e-19     
   0.001185       13.102598        1.822683e-12           2.411797e-13           1.366618e-20           -1.044357e-19     
   0.001185       13.324299        1.616281e-12           2.020059e-13           1.468523e-20           -7.039149e-20     
   0.001185       13.534343        1.419553e-12           1.727511e-13           -1.267643e-20          -1.023664e-19     
   0.001185       13.732162        1.240784e-12           1.402949e-13           1.694731e-20           -3.252149e-20     
   0.001185       13.917225        1.079133e-12           1.186069e-13           3.637506e-21           -6.171466e-20     
   0.001185       14.089032        9.366904e-13           1.031008e-13           6.011200e-21           -3.316607e-20     
   0.001185       14.247120        8.119552e-13           9.133506e-14           4.544911e-21           -1.434062e-20     
   0.001185       14.391062        7.027653e-13           8.128622e-14           -1.867936e-20          -5.709357e-20     
   0.001185       14.520471        6.094323e-13           6.638911e-14           9.681290e-21           1.775547e-21      
   0.001185       14.634998        5.273798e-13           5.582316e-14           1.281691e-20           3.791554e-21      
   0.001185       14.734334        4.545749e-13           4.935573e-14           -3.183387e-21          -2.931595e-20     
