#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -2.787121e-10     
   0.001185       0.015318         -8.562344e-10     
   0.001185       0.028399         -1.846956e-09     
   0.001185       0.045447         -3.304333e-09     
   0.001185       0.066417         -5.253619e-09     
   0.001185       0.091251         -7.683847e-09     
   0.001185       0.119882         -1.053671e-08     
   0.001185       0.152235         -1.369436e-08     
   0.001185       0.188220         -1.696831e-08     
   0.001185       0.227742         -2.009211e-08     
   0.001185       0.270694         -2.272017e-08     
   0.001185       0.316959         -2.443498e-08     
   0.001185       0.366414         -2.476366e-08     
   0.001185       0.418925         -2.320431e-08     
   0.001185       0.474351         -1.926107e-08     
   0.001185       0.532541         -1.248699e-08     
   0.001185       0.593339         -2.533041e-09     
   0.001185       0.656582         1.079882e-08      
   0.001185       0.722098         2.750129e-08      
   0.001185       0.789711         4.731006e-08      
   0.001185       0.859239         6.965991e-08      
   0.001185       0.930495         9.365497e-08      
   0.001185       1.003286         1.180612e-07      
   0.001185       1.077416         1.413279e-07      
   0.001185       1.152685         1.616425e-07      
   0.001185       1.228890         1.770180e-07      
   0.001185       1.305826         1.854087e-07      
   0.001185       1.383286         1.848506e-07      
   0.001185       1.461060         1.736155e-07      
   0.001185       1.538940         1.503641e-07      
   0.001185       1.616714         1.142788e-07      
   0.001185       1.694174         6.516101e-08      
   0.001185       1.771110         3.485582e-09      
   0.001185       1.847315         -6.959621e-08     
   0.001185       1.922584         -1.523089e-07     
   0.001185       1.996714         -2.423592e-07     
   0.001185       2.069505         -3.370838e-07     
   0.001185       2.140761         -4.336202e-07     
   0.001185       2.210289         -5.290826e-07     
   0.001185       2.277902         -6.207269e-07     
   0.001185       2.343418         -7.060921e-07     
   0.001185       2.406661         -7.831050e-07     
   0.001185       2.467459         -8.501426e-07     
   0.001185       2.525649         -9.060494e-07     
   0.001185       2.581075         -9.501169e-07     
   0.001185       2.633586         -9.820331e-07     
   0.001185       2.683041         -1.001812e-06     
