#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -3.252041e-16     
   0.001185       0.015318         -2.439417e-15     
   0.001185       0.028399         -9.598689e-15     
   0.001185       0.045447         -2.649213e-14     
   0.001185       0.066417         -5.726115e-14     
   0.001185       0.091251         -1.006840e-13     
   0.001185       0.119882         -1.413218e-13     
   0.001185       0.152235         -1.367383e-13     
   0.001185       0.188220         -2.395466e-15     
   0.001185       0.227742         4.018835e-13      
   0.001185       0.270694         1.278665e-12      
   0.001185       0.316959         2.888718e-12      
   0.001185       0.366414         5.534440e-12      
   0.001185       0.418925         9.530880e-12      
   0.001185       0.474351         1.516174e-11      
   0.001185       0.532541         2.261575e-11      
   0.001185       0.593339         3.190847e-11      
   0.001185       0.656582         4.281823e-11      
   0.001185       0.722098         5.487792e-11      
   0.001185       0.789711         6.743072e-11      
   0.001185       0.859239         7.968594e-11      
   0.001185       0.930495         9.069333e-11      
   0.001185       1.003286         9.926332e-11      
   0.001185       1.077416         1.039909e-10      
   0.001185       1.152685         1.034776e-10      
   0.001185       1.228890         9.658752e-11      
   0.001185       1.305826         8.247579e-11      
   0.001185       1.383286         6.042331e-11      
   0.001185       1.461060         2.983594e-11      
   0.001185       1.538940         -9.429076e-12     
   0.001185       1.616714         -5.676639e-11     
   0.001185       1.694174         -1.109607e-10     
   0.001185       1.771110         -1.705886e-10     
   0.001185       1.847315         -2.341594e-10     
   0.001185       1.922584         -2.998951e-10     
   0.001185       1.996714         -3.656100e-10     
   0.001185       2.069505         -4.290089e-10     
   0.001185       2.140761         -4.881381e-10     
   0.001185       2.210289         -5.415479e-10     
   0.001185       2.277902         -5.881333e-10     
   0.001185       2.343418         -6.269745e-10     
   0.001185       2.406661         -6.573903e-10     
   0.001185       2.467459         -6.790974e-10     
   0.001185       2.525649         -6.922649e-10     
   0.001185       2.581075         -6.974019e-10     
   0.001185       2.633586         -6.951807e-10     
   0.001185       2.683041         -6.863058e-10     
   0.001185       2.729306         -6.714615e-10     
   0.001185       2.772258         -6.512979e-10     
   0.001185       2.811780         -6.264145e-10     
   0.001185       2.847765         -5.973227e-10     
   0.001185       2.880118         -5.643966e-10     
   0.001185       2.908749         -5.278163e-10     
   0.001185       2.933583         -4.875032e-10     
   0.001185       2.954553         -4.430211e-10     
   0.001185       2.971601         -3.933843e-10     
   0.001185       2.984682         -3.366008e-10     
   0.001185       2.993761         -2.683209e-10     
   0.001185       2.998815         -1.757639e-10     
   0.001185       3.004739         -3.513103e-10     
   0.001185       3.024957         -5.339176e-10     
   0.001185       3.061273         -6.631956e-10     
   0.001185       3.113597         -7.617424e-10     
   0.001185       3.181789         -8.345735e-10     
   0.001185       3.265666         -8.816703e-10     
   0.001185       3.365002         -9.018083e-10     
   0.001185       3.479529         -8.948200e-10     
   0.001185       3.608938         -8.618630e-10     
   0.001185       3.752880         -8.056230e-10     
   0.001185       3.910968         -7.317558e-10     
   0.001185       4.082775         -6.458684e-10     
   0.001185       4.267838         -5.539456e-10     
   0.001185       4.465657         -4.617654e-10     
   0.001185       4.675701         -3.736168e-10     
   0.001185       4.897402         -2.930604e-10     
   0.001185       5.130163         -2.221892e-10     
   0.001185       5.373356         -1.617350e-10     
   0.001185       5.626327         -1.120654e-10     
   0.001185       5.888392         -7.230287e-11     
   0.001185       6.158845         -4.148682e-11     
   0.001185       6.436958         -1.855384e-11     
   0.001185       6.721980         -2.125236e-12     
   0.001185       7.013143         9.063516e-12      
   0.001185       7.309662         1.603694e-11      
   0.001185       7.610739         1.975332e-11      
   0.001185       7.915560         2.111413e-11      
   0.001185       8.223305         2.082580e-11      
   0.001185       8.533144         1.942980e-11      
   0.001185       8.844241         1.735458e-11      
   0.001185       9.155759         1.494466e-11      
   0.001185       9.466856         1.249117e-11      
   0.001185       9.776695         1.015822e-11      
   0.001185       10.084440        8.036596e-12      
   0.001185       10.389261        6.177088e-12      
   0.001185       10.690338        4.598222e-12      
   0.001185       10.986857        3.330942e-12      
   0.001185       11.278020        2.333962e-12      
   0.001185       11.563042        1.543554e-12      
   0.001185       11.841155        9.497278e-13      
   0.001185       12.111608        5.274061e-13      
   0.001185       12.373673        2.243874e-13      
   0.001185       12.626644        1.489028e-14      
   0.001185       12.869837        -1.100797e-13     
   0.001185       13.102598        -2.006617e-13     
   0.001185       13.324299        -2.452049e-13     
   0.001185       13.534343        -2.580025e-13     
   0.001185       13.732162        -2.686704e-13     
   0.001185       13.917225        -2.579620e-13     
   0.001185       14.089032        -2.405900e-13     
   0.001185       14.247120        -2.189462e-13     
   0.001185       14.391062        -1.939273e-13     
   0.001185       14.520471        -1.814963e-13     
   0.001185       14.634998        -1.641522e-13     
   0.001185       14.734334        -1.425731e-13     
   0.001185       14.818211        -1.243650e-13     
   0.001185       14.886403        -1.082207e-13     
   0.001185       14.938727        -9.129339e-14     
   0.001185       14.975043        -7.152992e-14     
   0.001185       14.995261        -4.614216e-14     
   0.006239       0.001185         -3.259800e-16     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -1.032749e-13     
   0.006239       0.028399         -4.063771e-13     
   0.006239       0.045447         -1.121641e-12     
   0.006239       0.066417         -2.424591e-12     
   0.006239       0.091251         -4.264066e-12     
   0.006239       0.119882         -5.987771e-12     
   0.006239       0.152235         -5.801805e-12     
   0.006239       0.188220         -1.318483e-13     
   0.006239       0.227742         1.694934e-11      
   0.006239       0.270694         5.400746e-11      
   0.006239       0.316959         1.220696e-10      
   0.006239       0.366414         2.339234e-10      
   0.006239       0.418925         4.028915e-10      
   0.006239       0.474351         6.409715e-10      
   0.006239       0.532541         9.561447e-10      
   0.006239       0.593339         1.349071e-09      
   0.006239       0.656582         1.810377e-09      
   0.006239       0.722098         2.320314e-09      
   0.006239       0.789711         2.851107e-09      
   0.006239       0.859239         3.369321e-09      
   0.006239       0.930495         3.834777e-09      
   0.006239       1.003286         4.197171e-09      
   0.006239       1.077416         4.397095e-09      
   0.006239       1.152685         4.375409e-09      
   0.006239       1.228890         4.084084e-09      
   0.006239       1.305826         3.487393e-09      
   0.006239       1.383286         2.554928e-09      
   0.006239       1.461060         1.261563e-09      
   0.006239       1.538940         -3.987370e-10     
   0.006239       1.616714         -2.400377e-09     
   0.006239       1.694174         -4.691971e-09     
   0.006239       1.771110         -7.213327e-09     
   0.006239       1.847315         -9.901411e-09     
   0.006239       1.922584         -1.268105e-08     
   0.006239       1.996714         -1.545981e-08     
   0.006239       2.069505         -1.814064e-08     
   0.006239       2.140761         -2.064092e-08     
   0.006239       2.210289         -2.289937e-08     
   0.006239       2.277902         -2.486925e-08     
   0.006239       2.343418         -2.651166e-08     
   0.006239       2.406661         -2.779781e-08     
   0.006239       2.467459         -2.871571e-08     
   0.006239       2.525649         -2.927251e-08     
   0.006239       2.581075         -2.948974e-08     
   0.006239       2.633586         -2.939582e-08     
   0.006239       2.683041         -2.902055e-08     
   0.006239       2.729306         -2.839286e-08     
   0.006239       2.772258         -2.754025e-08     
   0.006239       2.811780         -2.648805e-08     
   0.006239       2.847765         -2.525791e-08     
   0.006239       2.880118         -2.386562e-08     
   0.006239       2.908749         -2.231882e-08     
   0.006239       2.933583         -2.061417e-08     
   0.006239       2.954553         -1.873324e-08     
   0.006239       2.971601         -1.663434e-08     
   0.006239       2.984682         -1.423324e-08     
   0.006239       2.993761         -1.134601e-08     
   0.006239       2.998815         -7.432213e-09     
   0.006239       3.004739         -1.485523e-08     
   0.006239       3.024957         -2.257682e-08     
   0.006239       3.061273         -2.804337e-08     
   0.006239       3.113597         -3.221045e-08     
   0.006239       3.181789         -3.529014e-08     
   0.006239       3.265666         -3.728164e-08     
   0.006239       3.365002         -3.813319e-08     
   0.006239       3.479529         -3.783769e-08     
   0.006239       3.608938         -3.644409e-08     
   0.006239       3.752880         -3.406597e-08     
   0.006239       3.910968         -3.094247e-08     
   0.006239       4.082775         -2.731069e-08     
   0.006239       4.267838         -2.342370e-08     
   0.006239       4.465657         -1.952584e-08     
   0.006239       4.675701         -1.579845e-08     
   0.006239       4.897402         -1.239210e-08     
   0.006239       5.130163         -9.395299e-09     
   0.006239       5.373356         -6.838981e-09     
   0.006239       5.626327         -4.738691e-09     
   0.006239       5.888392         -3.057327e-09     
   0.006239       6.158845         -1.754265e-09     
   0.006239       6.436958         -7.845420e-10     
   0.006239       6.721980         -8.985740e-11     
   0.006239       7.013143         3.832593e-10      
   0.006239       7.309662         6.781300e-10      
   0.006239       7.610739         8.352768e-10      
   0.006239       7.915560         8.928178e-10      
   0.006239       8.223305         8.806248e-10      
   0.006239       8.533144         8.215938e-10      
   0.006239       8.844241         7.338422e-10      
   0.006239       9.155759         6.319378e-10      
   0.006239       9.466856         5.281915e-10      
   0.006239       9.776695         4.295419e-10      
   0.006239       10.084440        3.398287e-10      
   0.006239       10.389261        2.611990e-10      
   0.006239       10.690338        1.944364e-10      
   0.006239       10.986857        1.408492e-10      
   0.006239       11.278020        9.869180e-11      
   0.006239       11.563042        6.526927e-11      
   0.006239       11.841155        4.015927e-11      
   0.006239       12.111608        2.230135e-11      
   0.006239       12.373673        9.488174e-12      
   0.006239       12.626644        6.295754e-13      
   0.006239       12.869837        -4.654780e-12     
   0.006239       13.102598        -8.485041e-12     
   0.006239       13.324299        -1.036854e-11     
   0.006239       13.534343        -1.090968e-11     
   0.006239       13.732162        -1.136076e-11     
   0.006239       13.917225        -1.090794e-11     
   0.006239       14.089032        -1.017335e-11     
   0.006239       14.247120        -9.258136e-12     
   0.006239       14.391062        -8.200198e-12     
   0.006239       14.520471        -7.674543e-12     
   0.006239       14.634998        -6.941137e-12     
   0.006239       14.734334        -6.028656e-12     
   0.006239       14.818211        -5.258723e-12     
   0.006239       14.886403        -4.576044e-12     
   0.006239       14.938727        -3.860244e-12     
   0.006239       14.975043        -3.024550e-12     
   0.006239       14.995261        -1.951064e-12     
   0.015318       0.001185         -2.475797e-15     
   0.015318       0.006239         -1.045657e-13     
   0.015318       0.015318         1.000000e+00      
   0.015318       0.028399         -3.086897e-12     
   0.015318       0.045447         -8.522353e-12     
   0.015318       0.066417         -1.843226e-11     
   0.015318       0.091251         -3.245207e-11     
   0.015318       0.119882         -4.568377e-11     
   0.015318       0.152235         -4.461349e-11     
   0.015318       0.188220         -2.284169e-12     
   0.015318       0.227742         1.260345e-10      
   0.015318       0.270694         4.050109e-10      
   0.015318       0.316959         9.179205e-10      
   0.015318       0.366414         1.761348e-09      
   0.015318       0.418925         3.035918e-09      
