#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -5.705666e-16     
   0.001185       0.015318         -4.331198e-15     
   0.001185       0.028399         -1.764491e-14     
   0.001185       0.045447         -5.256544e-14     
   0.001185       0.066417         -1.310153e-13     
   0.001185       0.091251         -2.931885e-13     
   0.001185       0.119882         -6.122029e-13     
   0.001185       0.152235         -1.215911e-12     
   0.001185       0.188220         -2.313605e-12     
   0.001185       0.227742         -4.221698e-12     
   0.001185       0.270694         -7.379036e-12     
   0.001185       0.316959         -1.234201e-11     
   0.001185       0.366414         -1.975403e-11     
   0.001185       0.418925         -3.029196e-11     
   0.001185       0.474351         -4.459987e-11     
   0.001185       0.532541         -6.322360e-11     
   0.001185       0.593339         -8.655856e-11     
   0.001185       0.656582         -1.148226e-10     
   0.001185       0.722098         -1.480647e-10     
   0.001185       0.789711         -1.862076e-10     
   0.001185       0.859239         -2.290982e-10     
   0.001185       0.930495         -2.765277e-10     
   0.001185       1.003286         -3.282097e-10     
   0.001185       1.077416         -3.837595e-10     
   0.001185       1.152685         -4.427139e-10     
   0.001185       1.228890         -5.045528e-10     
   0.001185       1.305826         -5.686481e-10     
   0.001185       1.383286         -6.341435e-10     
   0.001185       1.461060         -6.998904e-10     
   0.001185       1.538940         -7.645150e-10     
   0.001185       1.616714         -8.265291e-10     
   0.001185       1.694174         -8.843647e-10     
   0.001185       1.771110         -9.363721e-10     
   0.001185       1.847315         -9.809244e-10     
   0.001185       1.922584         -1.016639e-09     
   0.001185       1.996714         -1.042564e-09     
   0.001185       2.069505         -1.058221e-09     
   0.001185       2.140761         -1.063564e-09     
   0.001185       2.210289         -1.058946e-09     
   0.001185       2.277902         -1.045115e-09     
   0.001185       2.343418         -1.023160e-09     
   0.001185       2.406661         -9.943809e-10     
   0.001185       2.467459         -9.601318e-10     
   0.001185       2.525649         -9.217023e-10     
   0.001185       2.581075         -8.802488e-10     
   0.001185       2.633586         -8.367642e-10     
   0.001185       2.683041         -7.920606e-10     
   0.001185       2.729306         -7.467580e-10     
   0.001185       2.772258         -7.012812e-10     
   0.001185       2.811780         -6.558648e-10     
   0.001185       2.847765         -6.105626e-10     
   0.001185       2.880118         -5.652536e-10     
   0.001185       2.908749         -5.196348e-10     
   0.001185       2.933583         -4.731883e-10     
   0.001185       2.954553         -4.251018e-10     
   0.001185       2.971601         -3.740894e-10     
   0.001185       2.984682         -3.179566e-10     
   0.001185       2.993761         -2.523199e-10     
   0.001185       2.998815         -1.648856e-10     
   0.001185       3.004739         -3.284648e-10     
   0.001185       3.024957         -4.939476e-10     
   0.001185       3.061273         -6.028823e-10     
   0.001185       3.113597         -6.767665e-10     
   0.001185       3.181789         -7.223413e-10     
   0.001185       3.265666         -7.430107e-10     
   0.001185       3.365002         -7.413915e-10     
   0.001185       3.479529         -7.200916e-10     
   0.001185       3.608938         -6.820661e-10     
   0.001185       3.752880         -6.306465e-10     
   0.001185       3.910968         -5.691935e-10     
   0.001185       4.082775         -5.012354e-10     
   0.001185       4.267838         -4.301714e-10     
   0.001185       4.465657         -3.591083e-10     
   0.001185       4.675701         -2.908548e-10     
   0.001185       4.897402         -2.276454e-10     
   0.001185       5.130163         -1.711478e-10     
   0.001185       5.373356         -1.224185e-10     
   0.001185       5.626327         -8.182889e-11     
   0.001185       5.888392         -4.929006e-11     
   0.001185       6.158845         -2.425561e-11     
   0.001185       6.436958         -5.876946e-12     
   0.001185       6.721980         6.826552e-12      
   0.001185       7.013143         1.488799e-11      
   0.001185       7.309662         1.933009e-11      
   0.001185       7.610739         2.107773e-11      
   0.001185       7.915560         2.091257e-11      
   0.001185       8.223305         1.949849e-11      
   0.001185       8.533144         1.735670e-11      
   0.001185       8.844241         1.487911e-11      
   0.001185       9.155759         1.235072e-11      
   0.001185       9.466856         9.944085e-12      
   0.001185       9.776695         7.780259e-12      
   0.001185       10.084440        5.915509e-12      
   0.001185       10.389261        4.360427e-12      
   0.001185       10.690338        3.110265e-12      
   0.001185       10.986857        2.121717e-12      
   0.001185       11.278020        1.366452e-12      
   0.001185       11.563042        8.131115e-13      
   0.001185       11.841155        4.109446e-13      
   0.001185       12.111608        1.323038e-13      
   0.001185       12.373673        -5.190105e-14     
   0.001185       12.626644        -1.726673e-13     
   0.001185       12.869837        -2.417961e-13     
   0.001185       13.102598        -2.703951e-13     
   0.001185       13.324299        -2.808116e-13     
   0.001185       13.534343        -2.771633e-13     
   0.001185       13.732162        -2.589293e-13     
   0.001185       13.917225        -2.381150e-13     
   0.001185       14.089032        -2.187286e-13     
   0.001185       14.247120        -1.994294e-13     
   0.001185       14.391062        -1.786513e-13     
   0.001185       14.520471        -1.557212e-13     
   0.001185       14.634998        -1.351895e-13     
   0.001185       14.734334        -1.177947e-13     
   0.001185       14.818211        -1.020097e-13     
   0.001185       14.886403        -8.709593e-14     
   0.001185       14.938727        -7.180102e-14     
   0.001185       14.975043        -5.574154e-14     
   0.001185       14.995261        -3.626941e-14     
   0.006239       0.001185         -5.693208e-16     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -1.829466e-13     
   0.006239       0.028399         -7.453226e-13     
   0.006239       0.045447         -2.220459e-12     
   0.006239       0.066417         -5.534695e-12     
   0.006239       0.091251         -1.238682e-11     
   0.006239       0.119882         -2.586773e-11     
   0.006239       0.152235         -5.138278e-11     
   0.006239       0.188220         -9.778114e-11     
   0.006239       0.227742         -1.784420e-10     
   0.006239       0.270694         -3.119222e-10     
   0.006239       0.316959         -5.217493e-10     
   0.006239       0.366414         -8.351313e-10     
   0.006239       0.418925         -1.280691e-09     
   0.006239       0.474351         -1.885665e-09     
   0.006239       0.532541         -2.673135e-09     
   0.006239       0.593339         -3.659824e-09     
   0.006239       0.656582         -4.854945e-09     
   0.006239       0.722098         -6.260568e-09     
   0.006239       0.789711         -7.873425e-09     
   0.006239       0.859239         -9.687050e-09     
   0.006239       0.930495         -1.169261e-08     
   0.006239       1.003286         -1.387798e-08     
   0.006239       1.077416         -1.622692e-08     
   0.006239       1.152685         -1.871982e-08     
   0.006239       1.228890         -2.133471e-08     
   0.006239       1.305826         -2.404500e-08     
   0.006239       1.383286         -2.681451e-08     
   0.006239       1.461060         -2.959466e-08     
   0.006239       1.538940         -3.232735e-08     
   0.006239       1.616714         -3.494967e-08     
   0.006239       1.694174         -3.739530e-08     
   0.006239       1.771110         -3.959448e-08     
   0.006239       1.847315         -4.147842e-08     
   0.006239       1.922584         -4.298866e-08     
   0.006239       1.996714         -4.408493e-08     
   0.006239       2.069505         -4.474706e-08     
   0.006239       2.140761         -4.497302e-08     
   0.006239       2.210289         -4.477777e-08     
   0.006239       2.277902         -4.419296e-08     
   0.006239       2.343418         -4.326461e-08     
   0.006239       2.406661         -4.204769e-08     
   0.006239       2.467459         -4.059947e-08     
   0.006239       2.525649         -3.897447e-08     
   0.006239       2.581075         -3.722161e-08     
   0.006239       2.633586         -3.538285e-08     
   0.006239       2.683041         -3.349255e-08     
   0.006239       2.729306         -3.157691e-08     
   0.006239       2.772258         -2.965391e-08     
   0.006239       2.811780         -2.773346e-08     
   0.006239       2.847765         -2.581784e-08     
   0.006239       2.880118         -2.390194e-08     
   0.006239       2.908749         -2.197293e-08     
   0.006239       2.933583         -2.000892e-08     
   0.006239       2.954553         -1.797557e-08     
   0.006239       2.971601         -1.581849e-08     
   0.006239       2.984682         -1.344490e-08     
   0.006239       2.993761         -1.066943e-08     
   0.006239       2.998815         -6.972243e-09     
   0.006239       3.004739         -1.388924e-08     
   0.006239       3.024957         -2.088673e-08     
   0.006239       3.061273         -2.549307e-08     
   0.006239       3.113597         -2.861728e-08     
   0.006239       3.181789         -3.054442e-08     
   0.006239       3.265666         -3.141843e-08     
   0.006239       3.365002         -3.134995e-08     
   0.006239       3.479529         -3.044927e-08     
   0.006239       3.608938         -2.884134e-08     
   0.006239       3.752880         -2.666704e-08     
   0.006239       3.910968         -2.406847e-08     
   0.006239       4.082775         -2.119484e-08     
   0.006239       4.267838         -1.818987e-08     
   0.006239       4.465657         -1.518495e-08     
   0.006239       4.675701         -1.229884e-08     
   0.006239       4.897402         -9.626010e-09     
   0.006239       5.130163         -7.236999e-09     
   0.006239       5.373356         -5.176472e-09     
   0.006239       5.626327         -3.460133e-09     
   0.006239       5.888392         -2.084224e-09     
   0.006239       6.158845         -1.025640e-09     
   0.006239       6.436958         -2.484972e-10     
   0.006239       6.721980         2.886705e-10      
   0.006239       7.013143         6.295478e-10      
   0.006239       7.309662         8.173813e-10      
   0.006239       7.610739         8.912794e-10      
   0.006239       7.915560         8.842944e-10      
   0.006239       8.223305         8.244989e-10      
   0.006239       8.533144         7.339321e-10      
   0.006239       8.844241         6.291664e-10      
   0.006239       9.155759         5.222524e-10      
   0.006239       9.466856         4.204873e-10      
   0.006239       9.776695         3.289894e-10      
   0.006239       10.084440        2.501381e-10      
   0.006239       10.389261        1.843811e-10      
   0.006239       10.690338        1.315178e-10      
   0.006239       10.986857        8.971691e-11      
   0.006239       11.278020        5.778040e-11      
   0.006239       11.563042        3.438234e-11      
   0.006239       11.841155        1.737667e-11      
   0.006239       12.111608        5.594324e-12      
   0.006239       12.373673        -2.194785e-12     
   0.006239       12.626644        -7.301388e-12     
   0.006239       12.869837        -1.022450e-11     
   0.006239       13.102598        -1.143380e-11     
   0.006239       13.324299        -1.187425e-11     
   0.006239       13.534343        -1.171997e-11     
   0.006239       13.732162        -1.094895e-11     
   0.006239       13.917225        -1.006881e-11     
   0.006239       14.089032        -9.249052e-12     
   0.006239       14.247120        -8.432983e-12     
   0.006239       14.391062        -7.554385e-12     
   0.006239       14.520471        -6.584789e-12     
   0.006239       14.634998        -5.716613e-12     
   0.006239       14.734334        -4.981078e-12     
   0.006239       14.818211        -4.313615e-12     
   0.006239       14.886403        -3.682984e-12     
   0.006239       14.938727        -3.036279e-12     
   0.006239       14.975043        -2.357206e-12     
   0.006239       14.995261        -1.533752e-12     
   0.015318       0.001185         -4.272772e-15     
   0.015318       0.006239         -1.808735e-13     
   0.015318       0.015318         1.000000e+00      
   0.015318       0.028399         -5.594423e-12     
   0.015318       0.045447         -1.667018e-11     
   0.015318       0.066417         -4.156576e-11     
   0.015318       0.091251         -9.306905e-11     
   0.015318       0.119882         -1.944688e-10     
   0.015318       0.152235         -3.865205e-10     
   0.015318       0.188220         -7.359774e-10     
   0.015318       0.227742         -1.343801e-09     
   0.015318       0.270694         -2.350064e-09     
   0.015318       0.316959         -3.932404e-09     
   0.015318       0.366414         -6.296288e-09     
   0.015318       0.418925         -9.657898e-09     
   0.015318       0.474351         -1.422295e-08     
   0.015318       0.532541         -2.016579e-08     
   0.015318       0.593339         -2.761266e-08     
   0.015318       0.656582         -3.663306e-08     
   0.015318       0.722098         -4.724249e-08     
   0.015318       0.789711         -5.941609e-08     
   0.015318       0.859239         -7.310484e-08     
   0.015318       0.930495         -8.824191e-08     
   0.015318       1.003286         -1.047360e-07     
   0.015318       1.077416         -1.224647e-07     
   0.015318       1.152685         -1.412805e-07     
   0.015318       1.228890         -1.610179e-07     
   0.015318       1.305826         -1.814766e-07     
   0.015318       1.383286         -2.023831e-07     
   0.015318       1.461060         -2.233708e-07     
   0.015318       1.538940         -2.440007e-07     
   0.015318       1.616714         -2.637973e-07     
   0.015318       1.694174         -2.822594e-07     
   0.015318       1.771110         -2.988603e-07     
   0.015318       1.847315         -3.130810e-07     
   0.015318       1.922584         -3.244804e-07     
   0.015318       1.996714         -3.327553e-07     
   0.015318       2.069505         -3.377534e-07     
   0.015318       2.140761         -3.394597e-07     
   0.015318       2.210289         -3.379871e-07     
