#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           -1.003763e-25          -1.024148e-25          1.000000e+00      
   0.001185       0.006239         -5.003623e-17          -1.232052e-22          -4.529139e-24          -2.242585e-29     
   0.001185       0.015318         -3.771084e-16          -6.911934e-21          -4.198616e-23          3.636247e-27      
   0.001185       0.028399         -1.504697e-15          -1.476606e-19          -2.590316e-22          2.356563e-25      
   0.001185       0.045447         -4.286112e-15          -1.930640e-18          -1.311617e-21          4.690975e-24      
   0.001185       0.066417         -9.856817e-15          -1.739481e-17          -5.477929e-21          5.008536e-23      
   0.001185       0.091251         -1.943790e-14          -1.152552e-16          -1.894757e-20          3.533270e-22      
   0.001185       0.119882         -3.389286e-14          -5.936389e-16          -5.533279e-20          1.835632e-21      
   0.001185       0.152235         -5.290430e-14          -2.485854e-15          -1.393540e-19          7.483570e-21      
   0.001185       0.188220         -7.355339e-14          -8.758968e-15          -3.081448e-19          2.489481e-20      
   0.001185       0.227742         -8.818290e-14          -2.665060e-14          -6.069037e-19          6.923281e-20      
   0.001185       0.270694         -8.154198e-14          -7.143486e-14          -1.077605e-18          1.633178e-19      
   0.001185       0.316959         -2.750822e-14          -1.714048e-13          -1.744910e-18          3.294291e-19      
   0.001185       0.366414         1.139675e-13           -3.731914e-13          -2.608790e-18          5.706567e-19      
   0.001185       0.418925         3.989930e-13           -7.462624e-13          -3.650655e-18          8.531030e-19      
   0.001185       0.474351         9.006457e-13           -1.385910e-12          -4.844714e-18          1.117277e-18      
   0.001185       0.532541         1.708851e-12           -2.414526e-12          -6.151229e-18          1.341200e-18      
   0.001185       0.593339         2.929113e-12           -3.979899e-12          -7.481390e-18          1.623006e-18      
   0.001185       0.656582         4.678518e-12           -6.246711e-12          -8.672718e-18          2.177440e-18      
   0.001185       0.722098         7.076726e-12           -9.377728e-12          -9.545227e-18          3.160004e-18      
   0.001185       0.789711         1.023228e-11           -1.350917e-11          -1.004023e-17          4.423600e-18      
   0.001185       0.859239         1.422984e-11           -1.873551e-11          -1.030122e-17          5.518353e-18      
   0.001185       0.930495         1.912511e-11           -2.511607e-11          -1.053557e-17          6.108684e-18      
   0.001185       1.003286         2.494649e-11           -3.269149e-11          -1.074033e-17          6.439207e-18      
   0.001185       1.077416         3.169245e-11           -4.147854e-11          -1.064352e-17          7.171312e-18      
   0.001185       1.152685         3.931854e-11           -5.143353e-11          -1.004258e-17          8.545585e-18      
   0.001185       1.228890         4.772585e-11           -6.242488e-11          -9.156542e-18          9.882686e-18      
   0.001185       1.305826         5.676927e-11           -7.426082e-11          -8.436653e-18          1.031570e-17      
   0.001185       1.383286         6.628216e-11           -8.674887e-11          -7.972919e-18          1.000105e-17      
   0.001185       1.461060         7.609034e-11           -9.970917e-11          -7.328229e-18          1.006341e-17      
   0.001185       1.538940         8.600184e-11           -1.129204e-10          -6.149773e-18          1.107981e-17      
   0.001185       1.616714         9.579687e-11           -1.260819e-10          -4.744646e-18          1.214823e-17      
   0.001185       1.694174         1.052464e-10           -1.388662e-10          -3.735384e-18          1.201971e-17      
   0.001185       1.771110         1.141468e-10           -1.510085e-10          -3.222960e-18          1.082410e-17      
   0.001185       1.847315         1.223322e-10           -1.623207e-10          -2.657820e-18          9.921467e-18      
   0.001185       1.922584         1.296560e-10           -1.726223e-10          -1.621190e-18          1.003913e-17      
   0.001185       1.996714         1.359758e-10           -1.816988e-10          -4.148860e-19          1.028476e-17      
   0.001185       2.069505         1.411681e-10           -1.893521e-10          3.343910e-19           9.330398e-18      
   0.001185       2.140761         1.451551e-10           -1.954773e-10          4.670260e-19           7.079765e-18      
   0.001185       2.210289         1.479111e-10           -2.000708e-10          4.388331e-19           4.688320e-18      
   0.001185       2.277902         1.494435e-10           -2.031679e-10          7.332661e-19           3.135255e-18      
   0.001185       2.343418         1.497743e-10           -2.047912e-10          1.337216e-18           2.221263e-18      
   0.001185       2.406661         1.489399e-10           -2.049590e-10          1.841592e-18           9.975406e-19      
   0.001185       2.467459         1.470022e-10           -2.037248e-10          1.918836e-18           -1.143756e-18     
   0.001185       2.525649         1.440529e-10           -2.011949e-10          1.611292e-18           -3.951672e-18     
   0.001185       2.581075         1.402057e-10           -1.975077e-10          1.218263e-18           -6.683437e-18     
   0.001185       2.633586         1.355810e-10           -1.927978e-10          1.005786e-18           -8.763437e-18     
   0.001185       2.683041         1.302945e-10           -1.871748e-10          1.034444e-18           -1.010576e-17     
