#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -5.634780e-11     
   0.001185       0.015318         -1.732206e-10     
   0.001185       0.028399         -3.743649e-10     
   0.001185       0.045447         -6.725790e-10     
   0.001185       0.066417         -1.077717e-09     
   0.001185       0.091251         -1.596933e-09     
   0.001185       0.119882         -2.234650e-09     
   0.001185       0.152235         -2.992407e-09     
   0.001185       0.188220         -3.868712e-09     
   0.001185       0.227742         -4.858980e-09     
   0.001185       0.270694         -5.955652e-09     
   0.001185       0.316959         -7.148550e-09     
   0.001185       0.366414         -8.425513e-09     
   0.001185       0.418925         -9.773299e-09     
   0.001185       0.474351         -1.117873e-08     
   0.001185       0.532541         -1.263001e-08     
   0.001185       0.593339         -1.411823e-08     
   0.001185       0.656582         -1.563883e-08     
   0.001185       0.722098         -1.719319e-08     
   0.001185       0.789711         -1.878988e-08     
   0.001185       0.859239         -2.044584e-08     
   0.001185       0.930495         -2.218700e-08     
   0.001185       1.003286         -2.404836e-08     
   0.001185       1.077416         -2.607327e-08     
   0.001185       1.152685         -2.831195e-08     
   0.001185       1.228890         -3.081922e-08     
   0.001185       1.305826         -3.365162e-08     
   0.001185       1.383286         -3.686394e-08     
   0.001185       1.461060         -4.050549e-08     
   0.001185       1.538940         -4.461622e-08     
   0.001185       1.616714         -4.922320e-08     
   0.001185       1.694174         -5.433765e-08     
   0.001185       1.771110         -5.995260e-08     
   0.001185       1.847315         -6.604128e-08     
   0.001185       1.922584         -7.255645e-08     
   0.001185       1.996714         -7.943071e-08     
   0.001185       2.069505         -8.657779e-08     
   0.001185       2.140761         -9.389447e-08     
   0.001185       2.210289         -1.012632e-07     
   0.001185       2.277902         -1.085548e-07     
   0.001185       2.343418         -1.156321e-07     
   0.001185       2.406661         -1.223534e-07     
   0.001185       2.467459         -1.285752e-07     
   0.001185       2.525649         -1.341561e-07     
   0.001185       2.581075         -1.389587e-07     
   0.001185       2.633586         -1.428521e-07     
   0.001185       2.683041         -1.457133e-07     
   0.001185       2.729306         -1.474278e-07     
   0.001185       2.772258         -1.478895e-07     
   0.001185       2.811780         -1.469995e-07     
   0.001185       2.847765         -1.446628e-07     
   0.001185       2.880118         -1.407836e-07     
   0.001185       2.908749         -1.352565e-07     
   0.001185       2.933583         -1.279517e-07     
   0.001185       2.954553         -1.186875e-07     
   0.001185       2.971601         -1.071755e-07     
   0.001185       2.984682         -9.289103e-08     
   0.001185       2.993761         -7.469660e-08     
   0.001185       2.998815         -4.914985e-08     
   0.001185       3.004739         -9.906539e-08     
   0.001185       3.024957         -1.544466e-07     
   0.001185       3.061273         -2.004372e-07     
   0.001185       3.113597         -2.452888e-07     
   0.001185       3.181789         -2.924439e-07     
   0.001185       3.265666         -3.439391e-07     
   0.001185       3.365002         -4.011077e-07     
   0.001185       3.479529         -4.647326e-07     
   0.001185       3.608938         -5.350117e-07     
   0.001185       3.752880         -6.114423e-07     
   0.001185       3.910968         -6.926741e-07     
   0.001185       4.082775         -7.763757e-07     
   0.001185       4.267838         -8.591708e-07     
   0.001185       4.465657         -9.366820e-07     
   0.001185       4.675701         -1.003750e-06     
   0.001185       4.897402         -1.054840e-06     
   0.001185       5.130163         -1.084652e-06     
   0.001185       5.373356         -1.088854e-06     
   0.001185       5.626327         -1.064847e-06     
   0.001185       5.888392         -1.012370e-06     
   0.001185       6.158845         -9.337920e-07     
   0.001185       6.436958         -8.339677e-07     
   0.001185       6.721980         -7.196299e-07     
   0.001185       7.013143         -5.984454e-07     
   0.001185       7.309662         -4.779503e-07     
   0.001185       7.610739         -3.646064e-07     
   0.001185       7.915560         -2.631853e-07     
   0.001185       8.223305         -1.765497e-07     
   0.001185       8.533144         -1.057841e-07     
   0.001185       8.844241         -5.055805e-08     
   0.001185       9.155759         -9.553097e-09     
   0.001185       9.466856         1.912665e-08      
   0.001185       9.776695         3.762687e-08      
   0.001185       10.084440        4.810792e-08      
   0.001185       10.389261        5.257178e-08      
   0.001185       10.690338        5.276997e-08      
   0.001185       10.986857        5.015143e-08      
   0.001185       11.278020        4.585215e-08      
   0.001185       11.563042        4.072412e-08      
   0.001185       11.841155        3.536440e-08      
   0.001185       12.111608        3.016560e-08      
   0.001185       12.373673        2.536624e-08      
   0.001185       12.626644        2.108530e-08      
   0.001185       12.869837        1.736428e-08      
   0.001185       13.102598        1.419696e-08      
   0.001185       13.324299        1.154311e-08      
   0.001185       13.534343        9.346499e-09      
   0.001185       13.732162        7.547383e-09      
   0.001185       13.917225        6.086567e-09      
   0.001185       14.089032        4.906833e-09      
   0.001185       14.247120        3.957869e-09      
   0.001185       14.391062        3.196945e-09      
   0.001185       14.520471        2.588187e-09      
   0.001185       14.634998        2.100874e-09      
   0.001185       14.734334        1.708764e-09      
   0.001185       14.818211        1.389699e-09      
   0.001185       14.886403        1.124336e-09      
   0.001185       14.938727        8.940411e-10      
   0.001185       14.975043        6.766382e-10      
   0.001185       14.995261        4.304736e-10      
   0.006239       0.001185         -5.634961e-11     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -1.390961e-09     
   0.006239       0.028399         -3.006150e-09     
   0.006239       0.045447         -5.400809e-09     
   0.006239       0.066417         -8.654066e-09     
   0.006239       0.091251         -1.282337e-08     
   0.006239       0.119882         -1.794424e-08     
   0.006239       0.152235         -2.402903e-08     
   0.006239       0.188220         -3.106576e-08     
   0.006239       0.227742         -3.901761e-08     
   0.006239       0.270694         -4.782388e-08     
   0.006239       0.316959         -5.740284e-08     
   0.006239       0.366414         -6.765684e-08     
   0.006239       0.418925         -7.847954e-08     
   0.006239       0.474351         -8.976508e-08     
   0.006239       0.532541         -1.014188e-07     
   0.006239       0.593339         -1.133691e-07     
   0.006239       0.656582         -1.255795e-07     
   0.006239       0.722098         -1.380608e-07     
   0.006239       0.789711         -1.508820e-07     
   0.006239       0.859239         -1.641791e-07     
   0.006239       0.930495         -1.781604e-07     
   0.006239       1.003286         -1.931067e-07     
   0.006239       1.077416         -2.093663e-07     
   0.006239       1.152685         -2.273424e-07     
   0.006239       1.228890         -2.474752e-07     
   0.006239       1.305826         -2.702186e-07     
   0.006239       1.383286         -2.960128e-07     
   0.006239       1.461060         -3.252536e-07     
   0.006239       1.538940         -3.582618e-07     
   0.006239       1.616714         -3.952549e-07     
   0.006239       1.694174         -4.363228e-07     
   0.006239       1.771110         -4.814096e-07     
   0.006239       1.847315         -5.303005e-07     
   0.006239       1.922584         -5.826161e-07     
   0.006239       1.996714         -6.378151e-07     
   0.006239       2.069505         -6.952049e-07     
   0.006239       2.140761         -7.539567e-07     
   0.006239       2.210289         -8.131260e-07     
   0.006239       2.277902         -8.716766e-07     
   0.006239       2.343418         -9.285068e-07     
   0.006239       2.406661         -9.824773e-07     
   0.006239       2.467459         -1.032438e-06     
   0.006239       2.525649         -1.077251e-06     
   0.006239       2.581075         -1.115816e-06     
   0.006239       2.633586         -1.147080e-06     
   0.006239       2.683041         -1.170055e-06     
   0.006239       2.729306         -1.183822e-06     
   0.006239       2.772258         -1.187530e-06     
   0.006239       2.811780         -1.180383e-06     
   0.006239       2.847765         -1.161620e-06     
   0.006239       2.880118         -1.130471e-06     
   0.006239       2.908749         -1.086089e-06     
   0.006239       2.933583         -1.027433e-06     
   0.006239       2.954553         -9.530429e-07     
   0.006239       2.971601         -8.606028e-07     
   0.006239       2.984682         -7.459010e-07     
   0.006239       2.993761         -5.998025e-07     
   0.006239       2.998815         -3.946659e-07     
   0.006239       3.004739         -7.954802e-07     
   0.006239       3.024957         -1.240183e-06     
   0.006239       3.061273         -1.609481e-06     
   0.006239       3.113597         -1.969633e-06     
   0.006239       3.181789         -2.348282e-06     
   0.006239       3.265666         -2.761782e-06     
   0.006239       3.365002         -3.220838e-06     
   0.006239       3.479529         -3.731738e-06     
   0.006239       3.608938         -4.296071e-06     
   0.006239       3.752880         -4.909800e-06     
   0.006239       3.910968         -5.562081e-06     
   0.006239       4.082775         -6.234195e-06     
   0.006239       4.267838         -6.899029e-06     
   0.006239       4.465657         -7.521435e-06     
   0.006239       4.675701         -8.059982e-06     
   0.006239       4.897402         -8.470228e-06     
   0.006239       5.130163         -8.709611e-06     
   0.006239       5.373356         -8.743353e-06     
   0.006239       5.626327         -8.550580e-06     
   0.006239       5.888392         -8.129198e-06     
   0.006239       6.158845         -7.498230e-06     
   0.006239       6.436958         -6.696656e-06     
   0.006239       6.721980         -5.778541e-06     
   0.006239       7.013143         -4.805446e-06     
   0.006239       7.309662         -3.837888e-06     
   0.006239       7.610739         -2.927751e-06     
   0.006239       7.915560         -2.113352e-06     
   0.006239       8.223305         -1.417677e-06     
   0.006239       8.533144         -8.494368e-07     
   0.006239       8.844241         -4.059768e-07     
   0.006239       9.155759         -7.671055e-08     
   0.006239       9.466856         1.535854e-07      
   0.006239       9.776695         3.021404e-07      
   0.006239       10.084440        3.863019e-07      
   0.006239       10.389261        4.221458e-07      
   0.006239       10.690338        4.237366e-07      
   0.006239       10.986857        4.027095e-07      
   0.006239       11.278020        3.681864e-07      
   0.006239       11.563042        3.270087e-07      
   0.006239       11.841155        2.839709e-07      
   0.006239       12.111608        2.422253e-07      
   0.006239       12.373673        2.036874e-07      
   0.006239       12.626644        1.693122e-07      
   0.006239       12.869837        1.394332e-07      
   0.006239       13.102598        1.140003e-07      
   0.006239       13.324299        9.269029e-08      
   0.006239       13.534343        7.505186e-08      
   0.006239       13.732162        6.060517e-08      
   0.006239       13.917225        4.887493e-08      
   0.006239       14.089032        3.940173e-08      
   0.006239       14.247120        3.178157e-08      
   0.006239       14.391062        2.567134e-08      
   0.006239       14.520471        2.078299e-08      
   0.006239       14.634998        1.686986e-08      
   0.006239       14.734334        1.372120e-08      
   0.006239       14.818211        1.115911e-08      
   0.006239       14.886403        9.028250e-09      
   0.006239       14.938727        7.178995e-09      
   0.006239       14.975043        5.433276e-09      
   0.006239       14.995261        3.456617e-09      
   0.015318       0.001185         -1.732552e-10     
   0.015318       0.006239         -1.391194e-09     
   0.015318       0.015318         1.000000e+00      
   0.015318       0.028399         -9.242853e-09     
   0.015318       0.045447         -1.660559e-08     
   0.015318       0.066417         -2.660821e-08     
   0.015318       0.091251         -3.942737e-08     
   0.015318       0.119882         -5.517223e-08     
   0.015318       0.152235         -7.388085e-08     
   0.015318       0.188220         -9.551635e-08     
   0.015318       0.227742         -1.199656e-07     
   0.015318       0.270694         -1.470418e-07     
   0.015318       0.316959         -1.764938e-07     
   0.015318       0.366414         -2.080212e-07     
   0.015318       0.418925         -2.412970e-07     
   0.015318       0.474351         -2.759959e-07     
   0.015318       0.532541         -3.118266e-07     
   0.015318       0.593339         -3.485688e-07     
   0.015318       0.656582         -3.861104e-07     
   0.015318       0.722098         -4.244847e-07     
   0.015318       0.789711         -4.639038e-07     
   0.015318       0.859239         -5.047856e-07     
   0.015318       0.930495         -5.477702e-07     
   0.015318       1.003286         -5.937214e-07     
   0.015318       1.077416         -6.437095e-07     
   0.015318       1.152685         -6.989743e-07     
   0.015318       1.228890         -7.608691e-07     
   0.015318       1.305826         -8.307894e-07     
   0.015318       1.383286         -9.100882e-07     
   0.015318       1.461060         -9.999826e-07     
   0.015318       1.538940         -1.101459e-06     
   0.015318       1.616714         -1.215185e-06     
   0.015318       1.694174         -1.341439e-06     
