#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           1.851214e-24           1.833894e-24           1.000000e+00      
   0.001185       0.006239         -1.000002e-15          2.036213e-21           7.269569e-23           -5.960580e-29     
   0.001185       0.015318         -7.531787e-15          6.072444e-20           3.581414e-22           1.109187e-25      
   0.001185       0.028399         -2.999334e-14          -4.449041e-19          -7.825420e-22          6.056170e-24      
   0.001185       0.045447         -8.502119e-14          -2.387017e-17          -1.609613e-20          1.167220e-22      
   0.001185       0.066417         -1.937294e-13          -3.083520e-16          -9.647358e-20          1.233462e-21      
   0.001185       0.091251         -3.758571e-13          -2.366772e-15          -3.868509e-19          8.665367e-21      
   0.001185       0.119882         -6.370018e-13          -1.307563e-14          -1.212028e-18          4.493151e-20      
   0.001185       0.152235         -9.452376e-13          -5.681063e-14          -3.166864e-18          1.829899e-19      
   0.001185       0.188220         -1.191988e-12          -2.043734e-13          -7.148371e-18          6.083540e-19      
   0.001185       0.227742         -1.133625e-12          -6.295412e-13          -1.424927e-17          1.691046e-18      
   0.001185       0.270694         -3.141662e-13          -1.700157e-12          -2.548077e-17          3.987194e-18      
   0.001185       0.316959         2.022219e-12           -4.097871e-12          -4.142477e-17          8.037489e-18      
   0.001185       0.366414         7.010632e-12           -8.943428e-12          -6.204672e-17          1.391003e-17      
   0.001185       0.418925         1.621485e-11           -1.789572e-11          -8.683474e-17          2.076581e-17      
   0.001185       0.474351         3.163192e-11           -3.320116e-11          -1.150619e-16          2.714090e-17      
   0.001185       0.532541         5.564598e-11           -5.767784e-11          -1.456066e-16          3.248438e-17      
   0.001185       0.593339         9.091489e-11           -9.458907e-11          -1.760994e-16          3.912984e-17      
   0.001185       0.656582         1.401381e-10           -1.472990e-10          -2.023781e-16          5.209741e-17      
   0.001185       0.722098         2.056438e-10           -2.186217e-10          -2.199463e-16          7.472466e-17      
   0.001185       0.789711         2.888144e-10           -3.099940e-10          -2.273507e-16          1.029429e-16      
   0.001185       0.859239         3.895205e-10           -4.208788e-10          -2.279352e-16          1.257995e-16      
   0.001185       0.930495         5.057773e-10           -5.487285e-10          -2.263199e-16          1.356937e-16      
   0.001185       1.003286         6.336625e-10           -6.892572e-10          -2.222266e-16          1.384310e-16      
   0.001185       1.077416         7.673371e-10           -8.363895e-10          -2.100161e-16          1.477788e-16      
   0.001185       1.152685         8.991608e-10           -9.818977e-10          -1.866755e-16          1.668486e-16      
   0.001185       1.228890         1.020255e-09           -1.115786e-09          -1.581302e-16          1.808324e-16      
   0.001185       1.305826         1.121804e-09           -1.228161e-09          -1.334763e-16          1.751789e-16      
   0.001185       1.383286         1.196706e-09           -1.311557e-09          -1.139677e-16          1.560801e-16      
   0.001185       1.461060         1.240754e-09           -1.361970e-09          -9.303202e-17          1.425637e-16      
   0.001185       1.538940         1.252986e-09           -1.378489e-09          -6.760194e-17          1.405127e-16      
   0.001185       1.616714         1.235527e-09           -1.362947e-09          -4.358248e-17          1.366727e-16      
   0.001185       1.694174         1.193169e-09           -1.320069e-09          -2.780219e-17          1.197072e-16      
   0.001185       1.771110         1.132505e-09           -1.257005e-09          -1.936951e-17          9.568306e-17      
