#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           2.677656e-17           3.146808e-17           1.000000e+00      
   0.001185       0.006239         -3.435659e-09          5.986225e-15           2.535275e-16           -2.093891e-21     
   0.001185       0.015318         -1.055497e-08          1.132366e-13           7.928276e-16           -4.121938e-20     
   0.001185       0.028399         -2.276999e-08          8.913113e-13           1.797464e-15           -3.586674e-19     
   0.001185       0.045447         -4.074605e-08          4.608378e-12           3.556286e-15           -2.179587e-18     
   0.001185       0.066417         -6.480976e-08          1.898005e-11           6.651974e-15           -1.081536e-17     
   0.001185       0.091251         -9.485641e-08          6.780607e-11           1.213451e-14           -4.573634e-17     
   0.001185       0.119882         -1.302182e-07          2.178278e-10           2.165944e-14           -1.671748e-16     
   0.001185       0.152235         -1.695151e-07          6.366849e-10           3.750339e-14           -5.343642e-16     
   0.001185       0.188220         -2.105113e-07          1.701167e-09           6.235943e-14           -1.512502e-15     
   0.001185       0.227742         -2.500029e-07          4.173584e-09           9.885432e-14           -3.835450e-15     
   0.001185       0.270694         -2.837631e-07          9.452534e-09           1.488353e-13           -8.798015e-15     
   0.001185       0.316959         -3.065706e-07          1.988087e-08           2.126244e-13           -1.839087e-14     
   0.001185       0.366414         -3.123428e-07          3.906289e-08           2.885493e-13           -3.522719e-14     
   0.001185       0.418925         -2.943896e-07          7.211665e-08           3.730141e-13           -6.211531e-14     
   0.001185       0.474351         -2.458052e-07          1.257794e-07           4.611212e-13           -1.012985e-13     
   0.001185       0.532541         -1.600102e-07          2.082969e-07           5.475250e-13           -1.537020e-13     
   0.001185       0.593339         -3.145335e-08          3.290538e-07           6.270677e-13           -2.187416e-13     
   0.001185       0.656582         1.435393e-07           4.979198e-07           6.950216e-13           -2.949403e-13     
   0.001185       0.722098         3.658078e-07           7.243095e-07           7.472198e-13           -3.807331e-13     
   0.001185       0.789711         6.323840e-07           1.015973e-06           7.804608e-13           -4.742730e-13     
   0.001185       0.859239         9.356407e-07           1.377604e-06           7.930582e-13           -5.719940e-13     
   0.001185       0.930495         1.262778e-06           1.809412e-06           7.848896e-13           -6.677088e-13     
   0.001185       1.003286         1.595900e-06           2.305868e-06           7.566669e-13           -7.544002e-13     
   0.001185       1.077416         1.912925e-06           2.854827e-06           7.092339e-13           -8.277615e-13     
   0.001185       1.152685         2.189440e-06           3.437291e-06           6.439506e-13           -8.872793e-13     
   0.001185       1.228890         2.401413e-06           4.028092e-06           5.638535e-13           -9.328669e-13     
   0.001185       1.305826         2.528421e-06           4.597757e-06           4.739694e-13           -9.614289e-13     
   0.001185       1.383286         2.556832e-06           5.115522e-06           3.800513e-13           -9.688292e-13     
   0.001185       1.461060         2.482209e-06           5.553103e-06           2.871148e-13           -9.550805e-13     
   0.001185       1.538940         2.310252e-06           5.888480e-06           1.993094e-13           -9.251053e-13     
   0.001185       1.616714         2.055894e-06           6.108901e-06           1.205466e-13           -8.835956e-13     
   0.001185       1.694174         1.740708e-06           6.212365e-06           5.423459e-14           -8.313617e-13     
   0.001185       1.771110         1.389301e-06           6.207198e-06           2.076584e-15           -7.680532e-13     
   0.001185       1.847315         1.025597e-06           6.109770e-06           -3.650082e-14          -6.965153e-13     
   0.001185       1.922584         6.698773e-07           5.940982e-06           -6.353743e-14          -6.224118e-13     
   0.001185       1.996714         3.371043e-07           5.722548e-06           -8.131532e-14          -5.502923e-13     
   0.001185       2.069505         3.661582e-08           5.473985e-06           -9.183446e-14          -4.816309e-13     
   0.001185       2.140761         -2.271184e-07          5.210847e-06           -9.693719e-14          -4.164882e-13     
   0.001185       2.210289         -4.532132e-07          4.944221e-06           -9.839901e-14          -3.557008e-13     
   0.001185       2.277902         -6.430456e-07          4.681163e-06           -9.771813e-14          -3.009790e-13     
   0.001185       2.343418         -7.991920e-07          4.425615e-06           -9.587673e-14          -2.535419e-13     
   0.001185       2.406661         -9.247121e-07          4.179410e-06           -9.334882e-14          -2.132509e-13     
   0.001185       2.467459         -1.022733e-06          3.943118e-06           -9.031730e-14          -1.789833e-13     
   0.001185       2.525649         -1.096238e-06          3.716624e-06           -8.689248e-14          -1.495350e-13     
   0.001185       2.581075         -1.147978e-06          3.499470e-06           -8.320307e-14          -1.241586e-13     
   0.001185       2.633586         -1.180431e-06          3.291024e-06           -7.937924e-14          -1.025165e-13     
   0.001185       2.683041         -1.195800e-06          3.090540e-06           -7.551016e-14          -8.437361e-14     
   0.001185       2.729306         -1.196001e-06          2.897171e-06           -7.162925e-14          -6.938334e-14     
   0.001185       2.772258         -1.182664e-06          2.709953e-06           -6.772954e-14          -5.707147e-14     
   0.001185       2.811780         -1.157124e-06          2.527771e-06           -6.378758e-14          -4.693394e-14     
   0.001185       2.847765         -1.120409e-06          2.349310e-06           -5.977854e-14          -3.853224e-14     
   0.001185       2.880118         -1.073213e-06          2.172983e-06           -5.567857e-14          -3.153200e-14     
   0.001185       2.908749         -1.015853e-06          1.996810e-06           -5.145860e-14          -2.569120e-14     
   0.001185       2.933583         -9.481741e-07          1.818222e-06           -4.707435e-14          -2.082665e-14     
   0.001185       2.954553         -8.693756e-07          1.633693e-06           -4.245371e-14          -1.678127e-14     
   0.001185       2.971601         -7.776275e-07          1.438012e-06           -3.747645e-14          -1.339931e-14     
   0.001185       2.984682         -6.691593e-07          1.222574e-06           -3.193018e-14          -1.050343e-14     
   0.001185       2.993761         -5.355595e-07          9.704305e-07           -2.538186e-14          -7.850883e-15     
   0.001185       2.998815         -3.516366e-07          6.342649e-07           -1.660267e-14          -4.955124e-15     
   0.001185       3.004739         -7.042242e-07          1.263522e-06           -3.310510e-14          -9.461554e-15     
   0.001185       3.024957         -1.078455e-06          1.900799e-06           -4.995821e-14          -1.215298e-14     
   0.001185       3.061273         -1.359265e-06          2.322799e-06           -6.138501e-14          -1.041453e-14     
   0.001185       3.113597         -1.595756e-06          2.614051e-06           -6.962025e-14          -4.950118e-15     
   0.001185       3.181789         -1.801062e-06          2.802264e-06           -7.537321e-14          3.277063e-15      
   0.001185       3.265666         -1.977254e-06          2.901598e-06           -7.889036e-14          1.333780e-14      
   0.001185       3.365002         -2.121611e-06          2.922168e-06           -8.019226e-14          2.493397e-14      
   0.001185       3.479529         -2.229455e-06          2.873148e-06           -7.943628e-14          3.702972e-14      
   0.001185       3.608938         -2.295933e-06          2.763923e-06           -7.697081e-14          4.703070e-14      
   0.001185       3.752880         -2.317296e-06          2.604427e-06           -7.277940e-14          5.501983e-14      
   0.001185       3.910968         -2.291745e-06          2.405160e-06           -6.711976e-14          6.106651e-14      
   0.001185       4.082775         -2.219893e-06          2.176948e-06           -6.055490e-14          6.286925e-14      
   0.001185       4.267838         -2.104913e-06          1.930550e-06           -5.314731e-14          6.258096e-14      
   0.001185       4.465657         -1.952316e-06          1.676286e-06           -4.558857e-14          5.838506e-14      
   0.001185       4.675701         -1.769555e-06          1.423571e-06           -3.797083e-14          5.257934e-14      
   0.001185       4.897402         -1.565390e-06          1.180587e-06           -3.086380e-14          4.412735e-14      
   0.001185       5.130163         -1.349223e-06          9.539615e-07           -2.428475e-14          3.527942e-14      
   0.001185       5.373356         -1.130373e-06          7.486391e-07           -1.849773e-14          2.572147e-14      
   0.001185       5.626327         -9.174419e-07          5.678315e-07           -1.356726e-14          1.650776e-14      
   0.001185       5.888392         -7.177766e-07          4.130939e-07           -9.418321e-15          8.546827e-15      
   0.001185       6.158845         -5.370908e-07          2.845212e-07           -6.074162e-15          1.567585e-15      
   0.001185       6.436958         -3.792794e-07          1.809994e-07           -3.463204e-15          -3.944299e-15     
   0.001185       6.721980         -2.463936e-07          1.004854e-07           -1.444370e-15          -7.716278e-15     
   0.001185       7.013143         -1.387833e-07          4.032202e-08           6.263523e-17           -1.013826e-14     
   0.001185       7.309662         -5.536858e-08          -2.469274e-09          1.086538e-15           -1.149656e-14     
   0.001185       7.610739         6.023078e-09           -3.096677e-08          1.772272e-15           -1.182157e-14     
   0.001185       7.915560         4.828321e-08           -4.812531e-08          2.187033e-15           -1.132074e-14     
   0.001185       8.223305         7.466812e-08           -5.664762e-08          2.348524e-15           -1.035920e-14     
   0.001185       8.533144         8.849290e-08           -5.891060e-08          2.367600e-15           -9.181310e-15     
   0.001185       8.844241         9.288192e-08           -5.688507e-08          2.239136e-15           -7.924764e-15     
   0.001185       9.155759         9.061210e-08           -5.216654e-08          2.051687e-15           -6.614698e-15     
   0.001185       9.466856         8.401548e-08           -4.597219e-08          1.840158e-15           -5.335338e-15     
   0.001185       9.776695         7.494915e-08           -3.918869e-08          1.566723e-15           -4.221568e-15     
   0.001185       10.084440        6.481858e-08           -3.245232e-08          1.331981e-15           -3.288817e-15     
   0.001185       10.389261        5.461485e-08           -2.615072e-08          1.085675e-15           -2.531532e-15     
   0.001185       10.690338        4.499006e-08           -2.051587e-08          8.727951e-16           -1.872597e-15     
   0.001185       10.986857        3.632498e-08           -1.564835e-08          7.200457e-16           -1.310552e-15     
   0.001185       11.278020        2.879493e-08           -1.154860e-08          5.360206e-16           -9.288982e-16     
   0.001185       11.563042        2.244001e-08           -8.193739e-09          4.107378e-16           -6.482813e-16     
