#       k             kp                 U11                    U12                    U21                    U22          
   0.001185       0.001185         1.000000e+00           4.454836e-25           4.270414e-25           1.000000e+00      
   0.001185       0.006239         -4.842093e-16          4.689204e-22           1.613005e-23           3.197799e-29      
   0.001185       0.015318         -3.648675e-15          8.650890e-21           4.602032e-23           4.663877e-26      
   0.001185       0.028399         -1.455084e-14          -3.900397e-19          -6.968141e-22          2.443057e-24      
   0.001185       0.045447         -4.138400e-14          -1.105650e-17          -7.505656e-21          4.667012e-23      
   0.001185       0.066417         -9.490089e-14          -1.304028e-16          -4.093416e-20          4.917592e-22      
   0.001185       0.091251         -1.862557e-13          -9.708401e-16          -1.590110e-19          3.450624e-21      
   0.001185       0.119882         -3.221611e-13          -5.292200e-15          -4.913344e-19          1.788226e-20      
   0.001185       0.152235         -4.959838e-13          -2.283962e-14          -1.274897e-18          7.280871e-20      
   0.001185       0.188220         -6.726930e-13          -8.186449e-14          -2.866844e-18          2.420291e-19      
   0.001185       0.227742         -7.663044e-13          -2.516433e-13          -5.702299e-18          6.727865e-19      
   0.001185       0.270694         -6.098791e-13          -6.787971e-13          -1.018465e-17          1.586584e-18      
   0.001185       0.316959         7.875647e-14           -1.635235e-12          -1.654837e-17          3.199454e-18      
   0.001185       0.366414         1.728889e-12           -3.568951e-12          -2.478647e-17          5.540746e-18      
   0.001185       0.418925         4.938727e-12           -7.145945e-12          -3.470853e-17          8.280454e-18      
   0.001185       0.474351         1.048295e-11           -1.327559e-11          -4.604878e-17          1.084044e-17      
   0.001185       0.532541         1.930609e-11           -2.311586e-11          -5.839826e-17          1.300650e-17      
   0.001185       0.593339         3.249807e-11           -3.804387e-11          -7.086450e-17          1.572335e-17      
   0.001185       0.656582         5.123449e-11           -5.955223e-11          -8.184057e-17          2.104366e-17      
   0.001185       0.722098         7.665737e-11           -8.903573e-11          -8.956258e-17          3.040930e-17      
   0.001185       0.789711         1.096999e-10           -1.275136e-10          -9.345424e-17          4.232061e-17      
   0.001185       0.859239         1.509123e-10           -1.754380e-10          -9.487709e-17          5.241298e-17      
   0.001185       0.930495         2.003587e-10           -2.327089e-10          -9.576392e-17          5.751452e-17      
   0.001185       1.003286         2.575805e-10           -2.987819e-10          -9.603413e-17          5.996546e-17      
   0.001185       1.077416         3.215351e-10           -3.725794e-10          -9.317906e-17          6.579049e-17      
   0.001185       1.152685         3.904715e-10           -4.521511e-10          -8.551951e-17          7.682612e-17      
   0.001185       1.228890         4.618786e-10           -5.344999e-10          -7.526576e-17          8.667400e-17      
   0.001185       1.305826         5.326804e-10           -6.159824e-10          -6.646318e-17          8.795318e-17      
   0.001185       1.383286         5.996221e-10           -6.930097e-10          -5.978726e-17          8.258823e-17      
   0.001185       1.461060         6.595893e-10           -7.623415e-10          -5.171382e-17          7.995784e-17      
   0.001185       1.538940         7.097511e-10           -8.208795e-10          -3.995396e-17          8.391437e-17      
   0.001185       1.616714         7.477253e-10           -8.656893e-10          -2.739481e-17          8.710961e-17      
   0.001185       1.694174         7.719186e-10           -8.946762e-10          -1.851882e-17          8.137993e-17      
   0.001185       1.771110         7.818466e-10           -9.072813e-10          -1.355047e-17          6.912620e-17      
   0.001185       1.847315         7.781343e-10           -9.044019e-10          -8.816959e-18          5.949899e-17      
   0.001185       1.922584         7.622204e-10           -8.877300e-10          -2.243573e-18          5.598411e-17      
   0.001185       1.996714         7.360484e-10           -8.593115e-10          4.132408e-18           5.310684e-17      
   0.001185       2.069505         7.018854e-10           -8.215685e-10          7.407340e-18           4.497228e-17      
   0.001185       2.140761         6.621595e-10           -7.773092e-10          7.538585e-18           3.257476e-17      
   0.001185       2.210289         6.192122e-10           -7.293738e-10          6.919379e-18           2.141898e-17      
   0.001185       2.277902         5.750394e-10           -6.801453e-10          7.379510e-18           1.475024e-17      
   0.001185       2.343418         5.311572e-10           -6.313210e-10          8.640564e-18           1.104061e-17      
   0.001185       2.406661         4.886224e-10           -5.840119e-10          9.343809e-18           6.940430e-18      
   0.001185       2.467459         4.481268e-10           -5.389507e-10          8.735903e-18           9.176305e-19      
   0.001185       2.525649         4.100857e-10           -4.966144e-10          7.203478e-18           -6.010839e-18     
   0.001185       2.581075         3.746961e-10           -4.572479e-10          5.642329e-18           -1.194205e-17     
   0.001185       2.633586         3.419833e-10           -4.208718e-10          4.659640e-18           -1.580059e-17     
   0.001185       2.683041         3.118482e-10           -3.873267e-10          4.296135e-18           -1.776918e-17     
   0.001185       2.729306         2.841157e-10           -3.563459e-10          4.237586e-18           -1.869984e-17     
   0.001185       2.772258         2.585718e-10           -3.276192e-10          4.148358e-18           -1.937057e-17     
   0.001185       2.811780         2.349849e-10           -3.008294e-10          3.860715e-18           -2.012457e-17     
   0.001185       2.847765         2.131129e-10           -2.756588e-10          3.381936e-18           -2.091121e-17     
   0.001185       2.880118         1.926995e-10           -2.517796e-10          2.809548e-18           -2.149964e-17     
   0.001185       2.908749         1.734635e-10           -2.288360e-10          2.246889e-18           -2.166440e-17     
   0.001185       2.933583         1.550817e-10           -2.064183e-10          1.759407e-18           -2.126796e-17     
   0.001185       2.954553         1.371573e-10           -1.840218e-10          1.368745e-18           -2.025766e-17     
   0.001185       2.971601         1.191589e-10           -1.609648e-10          1.065652e-18           -1.862024e-17     
   0.001185       2.984682         1.002797e-10           -1.361983e-10          8.252392e-19           -1.632146e-17     
   0.001185       2.993761         7.903070e-11           -1.077545e-10          6.154913e-19           -1.321438e-17     
   0.001185       2.998815         5.144704e-11           -7.029959e-11          3.891492e-19           -8.728226e-18     
   0.001185       3.004739         1.020047e-10           -1.397476e-10          7.469748e-19           -1.759567e-17     
   0.001185       3.024957         1.509638e-10           -2.087329e-10          1.009607e-18           -2.747163e-17     
   0.001185       3.061273         1.789787e-10           -2.518976e-10          1.131298e-18           -3.546011e-17     
   0.001185       3.113597         1.923872e-10           -2.786098e-10          1.397157e-18           -4.242635e-17     
   0.001185       3.181789         1.933499e-10           -2.923395e-10          1.740558e-18           -4.908638e-17     
   0.001185       3.265666         1.832491e-10           -2.953201e-10          1.338259e-18           -5.735762e-17     
   0.001185       3.365002         1.634212e-10           -2.896114e-10          -2.776457e-20          -6.726044e-17     
