#       k             kp                  U           
   0.001185       0.001185         1.000000e+00      
   0.001185       0.006239         -9.695047e-16     
   0.001185       0.015318         -7.394560e-15     
   0.001185       0.028399         -3.053204e-14     
   0.001185       0.045447         -9.347421e-14     
   0.001185       0.066417         -2.434641e-13     
   0.001185       0.091251         -5.778007e-13     
   0.001185       0.119882         -1.289556e-12     
   0.001185       0.152235         -2.735577e-12     
   0.001185       0.188220         -5.519742e-12     
   0.001185       0.227742         -1.057247e-11     
   0.001185       0.270694         -1.919635e-11     
   0.001185       0.316959         -3.304595e-11     
   0.001185       0.366414         -5.402331e-11     
   0.001185       0.418925         -8.409557e-11     
   0.001185       0.474351         -1.250657e-10     
   0.001185       0.532541         -1.783369e-10     
   0.001185       0.593339         -2.447100e-10     
   0.001185       0.656582         -3.242527e-10     
   0.001185       0.722098         -4.162764e-10     
   0.001185       0.789711         -5.194210e-10     
   0.001185       0.859239         -6.317721e-10     
   0.001185       0.930495         -7.508974e-10     
   0.001185       1.003286         -8.737956e-10     
   0.001185       1.077416         -9.969055e-10     
   0.001185       1.152685         -1.116307e-09     
   0.001185       1.228890         -1.228003e-09     
   0.001185       1.305826         -1.328059e-09     
   0.001185       1.383286         -1.412662e-09     
   0.001185       1.461060         -1.478388e-09     
   0.001185       1.538940         -1.522793e-09     
   0.001185       1.616714         -1.544904e-09     
   0.001185       1.694174         -1.545292e-09     
   0.001185       1.771110         -1.525808e-09     
   0.001185       1.847315         -1.489329e-09     
   0.001185       1.922584         -1.439501e-09     
   0.001185       1.996714         -1.380309e-09     
   0.001185       2.069505         -1.315505e-09     
   0.001185       2.140761         -1.248154e-09     
   0.001185       2.210289         -1.180492e-09     
   0.001185       2.277902         -1.114028e-09     
   0.001185       2.343418         -1.049707e-09     
   0.001185       2.406661         -9.880450e-10     
   0.001185       2.467459         -9.292325e-10     
   0.001185       2.525649         -8.732401e-10     
   0.001185       2.581075         -8.199138e-10     
   0.001185       2.633586         -7.690477e-10     
   0.001185       2.683041         -7.204178e-10     
   0.001185       2.729306         -6.737883e-10     
   0.001185       2.772258         -6.289025e-10     
   0.001185       2.811780         -5.854715e-10     
   0.001185       2.847765         -5.431619e-10     
   0.001185       2.880118         -5.015803e-10     
   0.001185       2.908749         -4.602469e-10     
   0.001185       2.933583         -4.185500e-10     
   0.001185       2.954553         -3.756617e-10     
   0.001185       2.971601         -3.303680e-10     
   0.001185       2.984682         -2.806770e-10     
   0.001185       2.993761         -2.226810e-10     
   0.001185       2.998815         -1.455024e-10     
   0.001185       3.004739         -2.897627e-10     
   0.001185       3.024957         -4.354232e-10     
   0.001185       3.061273         -5.309954e-10     
   0.001185       3.113597         -5.957163e-10     
   0.001185       3.181789         -6.358512e-10     
   0.001185       3.265666         -6.546183e-10     
   0.001185       3.365002         -6.543349e-10     
   0.001185       3.479529         -6.370951e-10     
   0.001185       3.608938         -6.051797e-10     
   0.001185       3.752880         -5.611998e-10     
   0.001185       3.910968         -5.078639e-10     
   0.001185       4.082775         -4.481900e-10     
   0.001185       4.267838         -3.852234e-10     
   0.001185       4.465657         -3.218403e-10     
   0.001185       4.675701         -2.606937e-10     
   0.001185       4.897402         -2.039067e-10     
   0.001185       5.130163         -1.530696e-10     
   0.001185       5.373356         -1.091955e-10     
   0.001185       5.626327         -7.264913e-11     
   0.001185       5.888392         -4.337036e-11     
   0.001185       6.158845         -2.087179e-11     
   0.001185       6.436958         -4.385951e-12     
   0.001185       6.721980         6.973669e-12      
   0.001185       7.013143         1.414193e-11      
   0.001185       7.309662         1.804639e-11      
   0.001185       7.610739         1.952506e-11      
   0.001185       7.915560         1.928417e-11      
   0.001185       8.223305         1.792507e-11      
   0.001185       8.533144         1.591924e-11      
   0.001185       8.844241         1.362081e-11      
   0.001185       9.155759         1.128739e-11      
   0.001185       9.466856         9.072877e-12      
   0.001185       9.776695         7.086583e-12      
   0.001185       10.084440        5.378336e-12      
   0.001185       10.389261        3.956120e-12      
   0.001185       10.690338        2.815203e-12      
   0.001185       10.986857        1.913946e-12      
   0.001185       11.278020        1.226598e-12      
   0.001185       11.563042        7.247551e-13      
   0.001185       11.841155        3.606251e-13      
   0.001185       12.111608        1.093087e-13      
   0.001185       12.373673        -5.586864e-14     
   0.001185       12.626644        -1.638668e-13     
   0.001185       12.869837        -2.248265e-13     
   0.001185       13.102598        -2.485428e-13     
   0.001185       13.324299        -2.563518e-13     
   0.001185       13.534343        -2.516101e-13     
   0.001185       13.732162        -2.332355e-13     
   0.001185       13.917225        -2.128267e-13     
   0.001185       14.089032        -1.941028e-13     
   0.001185       14.247120        -1.755209e-13     
   0.001185       14.391062        -1.553767e-13     
   0.001185       14.520471        -1.329070e-13     
   0.001185       14.634998        -1.126151e-13     
   0.001185       14.734334        -9.524660e-14     
   0.001185       14.818211        -7.935260e-14     
   0.001185       14.886403        -6.429462e-14     
   0.001185       14.938727        -5.306976e-14     
   0.001185       14.975043        -2.869591e-14     
   0.001185       14.995261        -2.328581e-14     
   0.006239       0.001185         -9.656073e-16     
   0.006239       0.006239         1.000000e+00      
   0.006239       0.015318         -3.120581e-13     
   0.006239       0.028399         -1.288564e-12     
   0.006239       0.045447         -3.945441e-12     
   0.006239       0.066417         -1.027832e-11     
   0.006239       0.091251         -2.439894e-11     
   0.006239       0.119882         -5.446849e-11     
   0.006239       0.152235         -1.155735e-10     
   0.006239       0.188220         -2.332468e-10     
   0.006239       0.227742         -4.468302e-10     
   0.006239       0.270694         -8.114040e-10     
   0.006239       0.316959         -1.396934e-09     
   0.006239       0.366414         -2.283853e-09     
   0.006239       0.418925         -3.555348e-09     
   0.006239       0.474351         -5.287660e-09     
   0.006239       0.532541         -7.540134e-09     
   0.006239       0.593339         -1.034664e-08     
   0.006239       0.656582         -1.371005e-08     
   0.006239       0.722098         -1.760123e-08     
   0.006239       0.789711         -2.196270e-08     
   0.006239       0.859239         -2.671348e-08     
   0.006239       0.930495         -3.175075e-08     
   0.006239       1.003286         -3.694758e-08     
   0.006239       1.077416         -4.215340e-08     
   0.006239       1.152685         -4.720243e-08     
   0.006239       1.228890         -5.192563e-08     
   0.006239       1.305826         -5.615670e-08     
   0.006239       1.383286         -5.973429e-08     
   0.006239       1.461060         -6.251371e-08     
   0.006239       1.538940         -6.439150e-08     
   0.006239       1.616714         -6.532663e-08     
   0.006239       1.694174         -6.534313e-08     
   0.006239       1.771110         -6.451935e-08     
   0.006239       1.847315         -6.297689e-08     
   0.006239       1.922584         -6.086991e-08     
   0.006239       1.996714         -5.836699e-08     
   0.006239       2.069505         -5.562673e-08     
   0.006239       2.140761         -5.277875e-08     
   0.006239       2.210289         -4.991764e-08     
   0.006239       2.277902         -4.710717e-08     
   0.006239       2.343418         -4.438732e-08     
   0.006239       2.406661         -4.177988e-08     
   0.006239       2.467459         -3.929296e-08     
   0.006239       2.525649         -3.692529e-08     
   0.006239       2.581075         -3.467035e-08     
   0.006239       2.633586         -3.251945e-08     
   0.006239       2.683041         -3.046311e-08     
   0.006239       2.729306         -2.849136e-08     
   0.006239       2.772258         -2.659334e-08     
   0.006239       2.811780         -2.475684e-08     
   0.006239       2.847765         -2.296777e-08     
   0.006239       2.880118         -2.120947e-08     
   0.006239       2.908749         -1.946168e-08     
   0.006239       2.933583         -1.769851e-08     
   0.006239       2.954553         -1.588496e-08     
   0.006239       2.971601         -1.396970e-08     
   0.006239       2.984682         -1.186851e-08     
   0.006239       2.993761         -9.416129e-09     
   0.006239       2.998815         -6.152608e-09     
   0.006239       3.004739         -1.225269e-08     
   0.006239       3.024957         -1.841199e-08     
   0.006239       3.061273         -2.245328e-08     
   0.006239       3.113597         -2.519002e-08     
   0.006239       3.181789         -2.688712e-08     
   0.006239       3.265666         -2.768069e-08     
   0.006239       3.365002         -2.766870e-08     
   0.006239       3.479529         -2.693970e-08     
   0.006239       3.608938         -2.559014e-08     
   0.006239       3.752880         -2.373043e-08     
   0.006239       3.910968         -2.147510e-08     
   0.006239       4.082775         -1.895178e-08     
   0.006239       4.267838         -1.628922e-08     
   0.006239       4.465657         -1.360905e-08     
   0.006239       4.675701         -1.102345e-08     
   0.006239       4.897402         -8.622203e-09     
   0.006239       5.130163         -6.472549e-09     
   0.006239       5.373356         -4.617327e-09     
   0.006239       5.626327         -3.071961e-09     
   0.006239       5.888392         -1.833906e-09     
   0.006239       6.158845         -8.825527e-10     
   0.006239       6.436958         -1.854492e-10     
   0.006239       6.721980         2.948917e-10      
   0.006239       7.013143         5.980007e-10      
   0.006239       7.309662         7.630996e-10      
   0.006239       7.610739         8.256237e-10      
   0.006239       7.915560         8.154365e-10      
   0.006239       8.223305         7.579657e-10      
   0.006239       8.533144         6.731483e-10      
   0.006239       8.844241         5.759582e-10      
   0.006239       9.155759         4.772888e-10      
   0.006239       9.466856         3.836475e-10      
   0.006239       9.776695         2.996566e-10      
   0.006239       10.084440        2.274230e-10      
   0.006239       10.389261        1.672844e-10      
   0.006239       10.690338        1.190405e-10      
   0.006239       10.986857        8.093064e-11      
   0.006239       11.278020        5.186601e-11      
   0.006239       11.563042        3.064544e-11      
   0.006239       11.841155        1.524810e-11      
   0.006239       12.111608        4.621085e-12      
   0.006239       12.373673        -2.363538e-12     
   0.006239       12.626644        -6.930346e-12     
   0.006239       12.869837        -9.508138e-12     
   0.006239       13.102598        -1.051110e-11     
   0.006239       13.324299        -1.084143e-11     
   0.006239       13.534343        -1.064108e-11     
   0.006239       13.732162        -9.864269e-12     
   0.006239       13.917225        -9.001467e-12     
   0.006239       14.089032        -8.209937e-12     
   0.006239       14.247120        -7.424446e-12     
   0.006239       14.391062        -6.572933e-12     
   0.006239       14.520471        -5.623127e-12     
   0.006239       14.634998        -4.765462e-12     
   0.006239       14.734334        -4.031454e-12     
   0.006239       14.818211        -3.359809e-12     
   0.006239       14.886403        -2.723483e-12     
   0.006239       14.938727        -2.248159e-12     
   0.006239       14.975043        -1.220324e-12     
   0.006239       14.995261        -9.877707e-13     
   0.015318       0.001185         -7.211782e-15     
   0.015318       0.006239         -3.055727e-13     
   0.015318       0.015318         1.000000e+00      
   0.015318       0.028399         -9.628123e-12     
   0.015318       0.045447         -2.949876e-11     
   0.015318       0.066417         -7.692261e-11     
   0.015318       0.091251         -1.828267e-10     
   0.015318       0.119882         -4.086828e-10     
