#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         3.382273e-23           -6.462431e-16          6.462431e-16           3.009877e-37      
   0.001947       0.010250         1.724242e-12           -1.435716e-13          5.196746e-15           -9.689819e-22     
   0.001947       0.025159         3.165285e-11           -2.633637e-12          1.610845e-14           -1.111700e-19     
   0.001947       0.046627         2.262105e-10           -1.901426e-11          3.565256e-14           -2.824030e-18     
   0.001947       0.074585         9.955537e-10           -8.210044e-11          6.726578e-14           -3.269519e-17     
   0.001947       0.108938         3.247467e-09           -2.477484e-10          1.168104e-13           -2.313453e-16     
   0.001947       0.149573         8.629232e-09           -5.444832e-10          1.933608e-13           -1.159664e-15     
   0.001947       0.196355         1.972816e-08           -7.937132e-10          3.085673e-13           -4.478177e-15     
   0.001947       0.249129         4.016172e-08           -2.037020e-10          4.738500e-13           -1.403222e-14     
   0.001947       0.307719         7.448974e-08           3.325361e-09           6.958537e-13           -3.694880e-14     
   0.001947       0.371930         1.278965e-07           1.413777e-08           9.722404e-13           -8.389246e-14     
   0.001947       0.441550         2.056086e-07           3.979990e-08           1.290457e-12           -1.676955e-13     
   0.001947       0.516347         3.120130e-07           9.181062e-08           1.630483e-12           -3.004528e-13     
   0.001947       0.596072         4.493980e-07           1.857480e-07           1.969879e-12           -4.902377e-13     
   0.001947       0.680461         6.161707e-07           3.406751e-07           2.288185e-12           -7.388563e-13     
   0.001947       0.769234         8.043326e-07           5.777687e-07           2.568809e-12           -1.041302e-12     
   0.001947       0.862094         9.959448e-07           9.182227e-07           2.798575e-12           -1.386587e-12     
   0.001947       0.958735         1.158225e-06           1.380518e-06           2.966378e-12           -1.759159e-12     
   0.001947       1.058835         1.236595e-06           1.977199e-06           3.062513e-12           -2.140290e-12     
   0.001947       1.162061         1.143788e-06           2.711404e-06           3.080011e-12           -2.509195e-12     
   0.001947       1.268071         7.387651e-07           3.573633e-06           3.019651e-12           -2.844019e-12     
   0.001947       1.376513         -2.276688e-07          4.539463e-06           2.903008e-12           -3.122924e-12     
   0.001947       1.487025         -2.305358e-06          5.569154e-06           2.812033e-12           -3.325554e-12     
   0.001947       1.599241         -7.436721e-06          6.610032e-06           3.086213e-12           -3.435024e-12     
   0.001947       1.712789         -6.450803e-05          7.601964e-06           9.749090e-12           -3.440349e-12     
   0.001947       1.827291         -1.626554e-06          8.485110e-06           6.078951e-13           -3.338862e-12     
   0.001947       1.942367         2.187603e-06           9.208013e-06           -1.123757e-12          -3.137810e-12     
   0.001947       2.057633         3.137304e-06           9.733875e-06           -2.334464e-12          -2.854285e-12     
   0.001947       2.172709         2.881819e-06           1.004389e-05           -3.218267e-12          -2.513110e-12     
   0.001947       2.287211         2.090351e-06           1.013763e-05           -3.835823e-12          -2.143071e-12     
   0.001947       2.400759         1.129570e-06           1.003115e-05           -4.222912e-12          -1.772455e-12     
