#       k             kp                 O11                    O12                    O21                    O22          
   0.001947       0.001947         -2.766661e-19          -2.528240e-13          2.528240e-13           -6.921178e-34     
   0.001947       0.010250         7.065469e-08           -5.630662e-11          2.024711e-12           -4.130557e-21     
   0.001947       0.025159         1.337513e-06           -1.046202e-09          6.143911e-12           -4.749377e-19     
   0.001947       0.046627         9.722930e-06           -7.841163e-09          1.279365e-11           -1.214155e-17     
   0.001947       0.074585         4.236584e-05           -3.676173e-08          2.119830e-11           -1.424582e-16     
   0.001947       0.108938         1.310727e-04           -1.295940e-07          2.926343e-11           -1.031238e-15     
   0.001947       0.149573         3.109158e-04           -3.757637e-07          3.395656e-11           -5.341196e-15     
   0.001947       0.196355         5.870225e-04           -9.369273e-07          3.299349e-11           -2.146387e-14     
   0.001947       0.249129         9.009831e-04           -2.054953e-06          2.702300e-11           -7.003560e-14     
   0.001947       0.307719         1.146002e-03           -4.029782e-06          1.986349e-11           -1.904659e-13     
   0.001947       0.371930         1.243598e-03           -7.198160e-06          1.551488e-11           -4.389917e-13     
   0.001947       0.441550         1.205763e-03           -1.196360e-05          1.482559e-11           -8.686903e-13     
   0.001947       0.516347         1.107129e-03           -1.884715e-05          1.564322e-11           -1.491860e-12     
   0.001947       0.596072         1.011654e-03           -2.846631e-05          1.548871e-11           -2.238014e-12     
   0.001947       0.680461         9.425032e-04           -4.143116e-05          1.310591e-11           -2.923116e-12     
   0.001947       0.769234         8.985056e-04           -5.821271e-05          8.183976e-12           -3.241702e-12     
   0.001947       0.862094         8.731290e-04           -7.898519e-05          7.807259e-13           -2.793232e-12     
   0.001947       0.958735         8.606352e-04           -1.034109e-04          -8.846067e-12          -1.155620e-12     
   0.001947       1.058835         8.561396e-04           -1.303839e-04          -2.017198e-11          1.986586e-12      
   0.001947       1.162061         8.548672e-04           -1.578261e-04          -3.231572e-11          6.674357e-12      
   0.001947       1.268071         8.519119e-04           -1.827105e-04          -4.403927e-11          1.252522e-11      
   0.001947       1.376513         8.426976e-04           -2.015166e-04          -5.391987e-11          1.870553e-11      
   0.001947       1.487025         8.240525e-04           -2.111862e-04          -6.071099e-11          2.411707e-11      
   0.001947       1.599241         7.953839e-04           -2.102949e-04          -6.377431e-11          2.778123e-11      
   0.001947       1.712789         7.590749e-04           -1.997736e-04          -6.333931e-11          2.923337e-11      
   0.001947       1.827291         7.194752e-04           -1.825568e-04          -6.038031e-11          2.866836e-11      
