#        q              total               1              \delta U         \delta U^2    

     0.001185        2.024020e+04      2.038353e+04     -1.539675e+02      1.063403e+01   
     0.006239        1.488235e+04      1.502589e+04     -1.541701e+02      1.063388e+01   
     0.015318        1.085542e+04      1.099897e+04     -1.541830e+02      1.063309e+01   
     0.028399        6.926161e+03      7.069714e+03     -1.541839e+02      1.063080e+01   
     0.045447        4.910883e+03      5.054446e+03     -1.541887e+02      1.062580e+01   
     0.066417        4.065785e+03      4.209232e+03     -1.540627e+02      1.061659e+01   
     0.091251        3.461949e+03      3.605292e+03     -1.539444e+02      1.060132e+01   
     0.119882        2.918951e+03      3.062073e+03     -1.536997e+02      1.057827e+01   
     0.152235        2.549799e+03      2.692571e+03     -1.533176e+02      1.054570e+01   
     0.188220        2.105655e+03      2.247872e+03     -1.527197e+02      1.050202e+01   
     0.227742        1.903603e+03      2.045177e+03     -1.520202e+02      1.044655e+01   
     0.270694        1.624119e+03      1.764570e+03     -1.508299e+02      1.037954e+01   
     0.316959        1.453376e+03      1.592536e+03     -1.494624e+02      1.030247e+01   
     0.366414        1.294640e+03      1.432064e+03     -1.476423e+02      1.021854e+01   
     0.418925        1.147665e+03      1.282750e+03     -1.452176e+02      1.013284e+01   
     0.474351        1.079174e+03      1.212152e+03     -1.430306e+02      1.005234e+01   
     0.532541        9.494935e+02      1.078823e+03     -1.393150e+02      9.985581e+00   
     0.593339        8.309876e+02      9.556474e+02     -1.346019e+02      9.942129e+00   
     0.656582        7.768289e+02      8.977415e+02     -1.308442e+02      9.931561e+00   
     0.722098        6.747036e+02      7.890424e+02     -1.243009e+02      9.962100e+00   
     0.789711        6.287472e+02      7.381486e+02     -1.194405e+02      1.003903e+01   
     0.859239        5.421374e+02      6.430212e+02     -1.110469e+02      1.016307e+01   
     0.930495        4.651799e+02      5.564389e+02     -1.015880e+02      1.032904e+01   
     1.003286        3.972364e+02      4.779996e+02     -9.128820e+01      1.052500e+01   
     1.077416        3.375681e+02      4.073012e+02     -8.046550e+01      1.073236e+01   
     1.152685        2.608184e+02      3.148881e+02     -6.499671e+01      1.092701e+01   
     1.228890        1.985763e+02      2.376301e+02     -5.013524e+01      1.108144e+01   
     1.305826        5.931720e+01      6.207787e+01     -1.392848e+01      1.116781e+01   
     1.383286        1.287281e+01      2.287079e+00     -5.756265e-01      1.116136e+01   
     1.461060        1.104375e+01      0.000000e+00      0.000000e+00      1.104375e+01   
     1.538940        1.080551e+01      0.000000e+00      0.000000e+00      1.080551e+01   
