   1      1s1/2   -51.99636537
   2      1p3/2   -37.15904561
   3      1p1/2   -33.09659440
   4      1d5/2   -23.00298725
   5      2s1/2   -17.67888108
   6      1d3/2   -16.01608338
   7      1f7/2    -8.97002897
   8      2p3/2    -3.19192313
   9      2p1/2    -0.12143644
  10      1f5/2     0.74029215
  11      1g9/2     4.45325224
  12      2d5/2     9.80901034
  13      3s1/2    11.64498064
  14      2d3/2    13.19117218
  15      4s1/2    14.98459741
  16      1g7/2    16.39174333
  17     1h11/2    18.25589893
  18      3p3/2    20.60977507
  19      2f7/2    21.62851053
  20      4p3/2    22.06607065
  21      3d5/2    23.13049534
  22      3p1/2    24.68796090
  23      4p1/2    25.25954255
  24      2f5/2    25.57685792
  25      3f7/2    26.11514865
  26      3f5/2    26.81345727
  27      2g7/2    26.93105802
  28      2g9/2    27.09948250
  29     2h11/2    28.37927549
  30      1h9/2    28.78191113
  31     1i13/2    30.14255946
  32     1i11/2    30.22064427
  33      3d3/2    30.54285497
  34      5s1/2    30.73280211
  35      4d5/2    30.81684888
  36     2i13/2    31.50289730
  37      2h9/2    31.53489018
  38      3g9/2    33.09487236
  39      4d3/2    33.31000963
  40      5p3/2    34.12014743
  41      4f7/2    35.54368971
  42      4g9/2    35.87595189
  43      6p3/2    36.29471037
  44      3g7/2    36.58327492
  45      5f7/2    36.73546412
  46      5d3/2    36.76889398
  47      5d5/2    36.83915730
  48      4f5/2    37.21250483
  49     1j15/2    37.28549241
  50     1k17/2    37.28931488
  51     1k15/2    37.45518019
  52     1j13/2    38.07084060
  53      5p1/2    38.72988069
  54      6p1/2    38.97886990
  55     3i13/2    39.37010046
  56      4g7/2    39.46859968
  57     3h11/2    39.54162227
