#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        1.001642e+09      1.001783e+09     -1.456567e+05      4.342408e+03   
     0.001185          0.009274        4.835969e+08      4.836920e+08     -9.928208e+04      4.201646e+03   
     0.001185          0.022740        2.616840e+08      2.617550e+08     -7.488545e+04      3.900349e+03   
     0.001185          0.042083        1.663092e+08      1.663666e+08     -6.109920e+04      3.618842e+03   
     0.001185          0.067187        1.154842e+08      1.155327e+08     -5.193844e+04      3.397648e+03   
     0.001185          0.097901        8.503771e+07      8.507977e+07     -4.528747e+04      3.230061e+03   
     0.001185          0.134040        6.572984e+07      6.576721e+07     -4.046104e+04      3.093663e+03   
     0.001185          0.175388        5.319009e+07      5.322418e+07     -3.707539e+04      2.983625e+03   
     0.001185          0.221694        4.314737e+07      4.317838e+07     -3.388407e+04      2.876689e+03   
     0.001185          0.272682        3.586019e+07      3.588831e+07     -3.088135e+04      2.762149e+03   
     0.001185          0.328043        3.086174e+07      3.088808e+07     -2.898148e+04      2.640434e+03   
     0.001185          0.387446        2.645522e+07      2.647987e+07     -2.716117e+04      2.513439e+03   
     0.001185          0.450533        2.258345e+07      2.260649e+07     -2.541872e+04      2.383587e+03   
     0.001185          0.516924        2.001924e+07      2.004098e+07     -2.399532e+04      2.250782e+03   
     0.001185          0.586221        1.795354e+07      1.797436e+07     -2.294732e+04      2.118921e+03   
     0.001185          0.658006        1.592257e+07      1.594232e+07     -2.173251e+04      1.983250e+03   
     0.001185          0.731848        1.462679e+07      1.464558e+07     -2.064153e+04      1.849043e+03   
     0.001185          0.807302        1.318148e+07      1.319967e+07     -1.990875e+04      1.721405e+03   
     0.001185          0.883916        1.227652e+07      1.229412e+07     -1.919352e+04      1.596832e+03   
     0.001185          0.961228        1.102715e+07      1.104417e+07     -1.849562e+04      1.473183e+03   
     0.001185          1.038772        9.900059e+06      9.915915e+06     -1.720996e+04      1.353928e+03   
     0.001185          1.116084        9.156232e+06      9.171495e+06     -1.650384e+04      1.240710e+03   
     0.001185          1.192698        8.489384e+06      8.504121e+06     -1.587318e+04      1.135957e+03   
     0.001185          1.268152        7.863488e+06      7.877709e+06     -1.525878e+04      1.038446e+03   
     0.001185          1.341994        7.428681e+06      7.442698e+06     -1.496708e+04      9.492786e+02   
     0.001185          1.413779        7.004764e+06      7.018557e+06     -1.466045e+04      8.677025e+02   
     0.001185          1.483076        6.472105e+06      6.485391e+06     -1.407797e+04      7.917934e+02   
     0.001185          1.549467        5.973618e+06      5.986408e+06     -1.351112e+04      7.207572e+02   
     0.001185          1.612554        5.507529e+06      5.519833e+06     -1.295970e+04      6.557658e+02   
     0.001185          1.671957        5.279621e+06      5.291448e+06     -1.242349e+04      5.962365e+02   
     0.001185          1.727318        4.859310e+06      4.870667e+06     -1.190228e+04      5.456350e+02   
     0.001185          1.778306        4.665752e+06      4.677148e+06     -1.190228e+04      5.070822e+02   
     0.001185          1.824612        4.467210e+06      4.478140e+06     -1.139585e+04      4.654721e+02   
     0.001185          1.865960        4.101858e+06      4.112331e+06     -1.090399e+04      4.305063e+02   
     0.001185          1.902099        4.101834e+06      4.112331e+06     -1.090399e+04      4.069507e+02   
     0.001185          1.932813        3.761717e+06      3.771764e+06     -1.042650e+04      3.799135e+02   
     0.001185          1.957917        3.761702e+06      3.771764e+06     -1.042650e+04      3.649043e+02   
     0.001185          1.977260        3.761690e+06      3.771764e+06     -1.042650e+04      3.522917e+02   
     0.001185          1.990726        3.445402e+06      3.455026e+06     -9.963150e+03      3.393402e+02   
     0.001185          1.998238        3.445397e+06      3.455026e+06     -9.963150e+03      3.341614e+02   
     0.006239          0.001762        3.983649e+08      3.984524e+08     -8.989107e+04      2.379935e+03   
     0.006239          0.009274        3.725762e+08      3.726616e+08     -8.779035e+04      2.370671e+03   
     0.006239          0.022740        2.519892e+08      2.520602e+08     -7.330243e+04      2.353778e+03   
     0.006239          0.042083        1.640994e+08      1.641573e+08     -6.028296e+04      2.330412e+03   
     0.006239          0.067187        1.149808e+08      1.150299e+08     -5.144280e+04      2.301066e+03   
     0.006239          0.097901        8.533233e+07      8.537516e+07     -4.510977e+04      2.275354e+03   
     0.006239          0.134040        6.585846e+07      6.589644e+07     -4.023016e+04      2.253594e+03   
     0.006239          0.175388        5.261634e+07      5.265056e+07     -3.645352e+04      2.230026e+03   
     0.006239          0.221694        4.300295e+07      4.303412e+07     -3.335995e+04      2.186888e+03   
     0.006239          0.272682        3.594494e+07      3.597372e+07     -3.090671e+04      2.123679e+03   
     0.006239          0.328043        3.050341e+07      3.053009e+07     -2.873071e+04      2.043965e+03   
     0.006239          0.387446        2.630986e+07      2.633483e+07     -2.692615e+04      1.952814e+03   
     0.006239          0.450533        2.281386e+07      2.283720e+07     -2.519878e+04      1.852742e+03   
     0.006239          0.516924        2.012968e+07      2.015185e+07     -2.391865e+04      1.744451e+03   
     0.006239          0.586221        1.795325e+07      1.797436e+07     -2.274877e+04      1.631906e+03   
     0.006239          0.658006        1.598012e+07      1.600018e+07     -2.157619e+04      1.516274e+03   
     0.006239          0.731848        1.442832e+07      1.444738e+07     -2.046293e+04      1.398602e+03   
     0.006239          0.807302        1.318122e+07      1.319967e+07     -1.973649e+04      1.281915e+03   
     0.006239          0.883916        1.213028e+07      1.214814e+07     -1.902745e+04      1.167036e+03   
     0.006239          0.961228        1.089159e+07      1.090865e+07     -1.811060e+04      1.054998e+03   
     0.006239          1.038772        1.002589e+07      1.004222e+07     -1.727836e+04      9.479277e+02   
     0.006239          1.116084        9.257406e+06      9.273102e+06     -1.654230e+04      8.463582e+02   
     0.006239          1.192698        8.574861e+06      8.590005e+06     -1.589475e+04      7.511788e+02   
     0.006239          1.268152        7.967397e+06      7.982060e+06     -1.532713e+04      6.633375e+02   
     0.006239          1.341994        7.424778e+06      7.439025e+06     -1.483026e+04      5.830068e+02   
     0.006239          1.413779        6.937722e+06      6.951606e+06     -1.439497e+04      5.105461e+02   
     0.006239          1.483076        6.471880e+06      6.485391e+06     -1.395616e+04      4.456618e+02   
     0.006239          1.549467        5.973402e+06      5.986408e+06     -1.339422e+04      3.880700e+02   
     0.006239          1.612554        5.507323e+06      5.519833e+06     -1.284757e+04      3.377377e+02   
     0.006239          1.671957        5.225391e+06      5.237413e+06     -1.231600e+04      2.942432e+02   
