#        q              total               1              \delta U         \delta U^2    

     0.001185        4.482716e+03      4.513595e+03     -3.233002e+01      1.450551e+00   
     0.006239        4.482642e+03      4.513595e+03     -3.240351e+01      1.450550e+00   
     0.015318        4.294509e+03      4.325546e+03     -3.248720e+01      1.450419e+00   
     0.028399        3.234970e+03      3.266157e+03     -3.263683e+01      1.449921e+00   
     0.045447        2.488217e+03      2.519526e+03     -3.275730e+01      1.448848e+00   
     0.066417        1.965109e+03      1.996482e+03     -3.282033e+01      1.446913e+00   
     0.091251        1.603063e+03      1.634445e+03     -3.282531e+01      1.443743e+00   
     0.119882        1.287697e+03      1.319054e+03     -3.279589e+01      1.439047e+00   
     0.152235        1.146538e+03      1.177846e+03     -3.274086e+01      1.432489e+00   
     0.188220        9.543219e+02      9.855113e+02     -3.261340e+01      1.423981e+00   
     0.227742        7.843414e+02      8.153438e+02     -3.241598e+01      1.413602e+00   
     0.270694        6.827888e+02      7.135437e+02     -3.215661e+01      1.401758e+00   
     0.316959        5.901829e+02      6.205902e+02     -3.179661e+01      1.389284e+00   
     0.366414        5.061603e+02      5.360814e+02     -3.129864e+01      1.377616e+00   
     0.418925        4.303680e+02      4.596150e+02     -3.061559e+01      1.368539e+00   
     0.474351        3.956036e+02      4.242721e+02     -3.003299e+01      1.364453e+00   
     0.532541        3.315718e+02      3.591155e+02     -2.891153e+01      1.367887e+00   
     0.593339        2.748907e+02      3.009960e+02     -2.748700e+01      1.381660e+00   
     0.656582        2.494365e+02      2.744495e+02     -2.642102e+01      1.408028e+00   
     0.722098        2.031754e+02      2.261318e+02     -2.440496e+01      1.448552e+00   
     0.789711        1.827525e+02      2.042601e+02     -2.301086e+01      1.503284e+00   
     0.859239        1.459776e+02      1.648394e+02     -2.043331e+01      1.571577e+00   
     0.930495        1.149117e+02      1.308473e+02     -1.758596e+01      1.650285e+00   
     1.003286        8.898710e+01      1.018818e+02     -1.462876e+01      1.734015e+00   
     1.077416        6.759790e+01      7.748424e+01     -1.170224e+01      1.815898e+00   
     1.152685        4.203687e+01      4.778991e+01     -7.642088e+00      1.889054e+00   
     1.228890        1.413352e+01      1.460212e+01     -2.413938e+00      1.945337e+00   
     1.305826        1.977751e+00      0.000000e+00      0.000000e+00      1.977751e+00   
     1.383286        1.981673e+00      0.000000e+00      0.000000e+00      1.981673e+00   
     1.461060        1.954997e+00      0.000000e+00      0.000000e+00      1.954997e+00   
     1.538940        1.898117e+00      0.000000e+00      0.000000e+00      1.898117e+00   
     1.616714        1.813970e+00      0.000000e+00      0.000000e+00      1.813970e+00   
     1.694174        1.707472e+00      0.000000e+00      0.000000e+00      1.707472e+00   
     1.771110        1.584842e+00      0.000000e+00      0.000000e+00      1.584842e+00   
     1.847315        1.452978e+00      0.000000e+00      0.000000e+00      1.452978e+00   
     1.922584        1.318817e+00      0.000000e+00      0.000000e+00      1.318817e+00   
     1.996714        1.188000e+00      0.000000e+00      0.000000e+00      1.188000e+00   
     2.069505        1.064668e+00      0.000000e+00      0.000000e+00      1.064668e+00   
     2.140761        9.516200e-01      0.000000e+00      0.000000e+00      9.516200e-01   
     2.210289        8.503697e-01      0.000000e+00      0.000000e+00      8.503697e-01   
     2.277902        7.613117e-01      0.000000e+00      0.000000e+00      7.613117e-01   
     2.343418        6.840314e-01      0.000000e+00      0.000000e+00      6.840314e-01   
     2.406661        6.176703e-01      0.000000e+00      0.000000e+00      6.176703e-01   
     2.467459        5.609616e-01      0.000000e+00      0.000000e+00      5.609616e-01   
     2.525649        5.126015e-01      0.000000e+00      0.000000e+00      5.126015e-01   
     2.581075        4.713588e-01      0.000000e+00      0.000000e+00      4.713588e-01   
     2.633586        4.361385e-01      0.000000e+00      0.000000e+00      4.361385e-01   
     2.683041        4.060212e-01      0.000000e+00      0.000000e+00      4.060212e-01   
     2.729306        3.802224e-01      0.000000e+00      0.000000e+00      3.802224e-01   
     2.772258        3.580900e-01      0.000000e+00      0.000000e+00      3.580900e-01   
     2.811780        3.391119e-01      0.000000e+00      0.000000e+00      3.391119e-01   
     2.847765        3.228842e-01      0.000000e+00      0.000000e+00      3.228842e-01   
     2.880118        3.090698e-01      0.000000e+00      0.000000e+00      3.090698e-01   
     2.908749        2.974107e-01      0.000000e+00      0.000000e+00      2.974107e-01   
     2.933583        2.877020e-01      0.000000e+00      0.000000e+00      2.877020e-01   
     2.954553        2.797787e-01      0.000000e+00      0.000000e+00      2.797787e-01   
     2.971601        2.735129e-01      0.000000e+00      0.000000e+00      2.735129e-01   
     2.984682        2.688104e-01      0.000000e+00      0.000000e+00      2.688104e-01   
     2.993761        2.655969e-01      0.000000e+00      0.000000e+00      2.655969e-01   
     2.998815        2.638258e-01      0.000000e+00      0.000000e+00      2.638258e-01   
     3.004739        2.617650e-01      0.000000e+00      0.000000e+00      2.617650e-01   
     3.024957        2.548625e-01      0.000000e+00      0.000000e+00      2.548625e-01   
     3.061273        2.429317e-01      0.000000e+00      0.000000e+00      2.429317e-01   
     3.113597        2.267322e-01      0.000000e+00      0.000000e+00      2.267322e-01   
     3.181789        2.072092e-01      0.000000e+00      0.000000e+00      2.072092e-01   
     3.265666        1.853935e-01      0.000000e+00      0.000000e+00      1.853935e-01   
     3.365002        1.623057e-01      0.000000e+00      0.000000e+00      1.623057e-01   
     3.479529        1.389126e-01      0.000000e+00      0.000000e+00      1.389126e-01   
     3.608938        1.160937e-01      0.000000e+00      0.000000e+00      1.160937e-01   
     3.752880        9.461138e-02      0.000000e+00      0.000000e+00      9.461138e-02   
     3.910968        7.506834e-02      0.000000e+00      0.000000e+00      7.506834e-02   
     4.082775        5.788986e-02      0.000000e+00      0.000000e+00      5.788986e-02   
     4.267838        4.331029e-02      0.000000e+00      0.000000e+00      4.331029e-02   
     4.465657        3.137383e-02      0.000000e+00      0.000000e+00      3.137383e-02   
     4.675701        2.195632e-02      0.000000e+00      0.000000e+00      2.195632e-02   
     4.897402        1.480515e-02      0.000000e+00      0.000000e+00      1.480515e-02   
     5.130163        9.587198e-03      0.000000e+00      0.000000e+00      9.587198e-03   
     5.373356        5.936968e-03      0.000000e+00      0.000000e+00      5.936968e-03   
     5.626327        3.496211e-03      0.000000e+00      0.000000e+00      3.496211e-03   
     5.888392        1.942908e-03      0.000000e+00      0.000000e+00      1.942908e-03   
     6.158845        1.007724e-03      0.000000e+00      0.000000e+00      1.007724e-03   
     6.436958        4.798762e-04      0.000000e+00      0.000000e+00      4.798762e-04   
     6.721980        2.046359e-04      0.000000e+00      0.000000e+00      2.046359e-04   
     7.013143        7.536224e-05      0.000000e+00      0.000000e+00      7.536224e-05   
     7.309662        2.347183e-05      0.000000e+00      0.000000e+00      2.347183e-05   
     7.610739        8.068146e-06      0.000000e+00      0.000000e+00      8.068146e-06   
     7.915560        6.917150e-06      0.000000e+00      0.000000e+00      6.917150e-06   
     8.223305        9.332894e-06      0.000000e+00      0.000000e+00      9.332894e-06   
     8.533144        1.111724e-05      0.000000e+00      0.000000e+00      1.111724e-05   
     8.844241        1.128176e-05      0.000000e+00      0.000000e+00      1.128176e-05   
     9.155759        1.013802e-05      0.000000e+00      0.000000e+00      1.013802e-05   
     9.466856        8.317451e-06      0.000000e+00      0.000000e+00      8.317451e-06   
     9.776695        6.357405e-06      0.000000e+00      0.000000e+00      6.357405e-06   
    10.084440        4.588820e-06      0.000000e+00      0.000000e+00      4.588820e-06   
    10.389261        3.157319e-06      0.000000e+00      0.000000e+00      3.157319e-06   
    10.690338        2.084621e-06      0.000000e+00      0.000000e+00      2.084621e-06   
    10.986857        1.327149e-06      0.000000e+00      0.000000e+00      1.327149e-06   
    11.278020        8.175435e-07      0.000000e+00      0.000000e+00      8.175435e-07   
    11.563042        4.885037e-07      0.000000e+00      0.000000e+00      4.885037e-07   
    11.841155        2.835740e-07      0.000000e+00      0.000000e+00      2.835740e-07   
    12.111608        1.600615e-07      0.000000e+00      0.000000e+00      1.600615e-07   
    12.373673        8.788447e-08      0.000000e+00      0.000000e+00      8.788447e-08   
    12.626644        4.696524e-08      0.000000e+00      0.000000e+00      4.696524e-08   
    12.869837        2.448181e-08      0.000000e+00      0.000000e+00      2.448181e-08   
    13.102598        1.254666e-08      0.000000e+00      0.000000e+00      1.254666e-08   
    13.324299        6.462267e-09      0.000000e+00      0.000000e+00      6.462267e-09   
    13.534343        3.517868e-09      0.000000e+00      0.000000e+00      3.517868e-09   
    13.732162        2.194004e-09      0.000000e+00      0.000000e+00      2.194004e-09   
    13.917225        1.667008e-09      0.000000e+00      0.000000e+00      1.667008e-09   
    14.089032        1.505782e-09      0.000000e+00      0.000000e+00      1.505782e-09   
    14.247120        1.494340e-09      0.000000e+00      0.000000e+00      1.494340e-09   
    14.391062        1.531375e-09      0.000000e+00      0.000000e+00      1.531375e-09   
    14.520471        1.574270e-09      0.000000e+00      0.000000e+00      1.574270e-09   
    14.634998        1.608574e-09      0.000000e+00      0.000000e+00      1.608574e-09   
    14.734334        1.632428e-09      0.000000e+00      0.000000e+00      1.632428e-09   
    14.818211        1.647823e-09      0.000000e+00      0.000000e+00      1.647823e-09   
    14.886403        1.656880e-09      0.000000e+00      0.000000e+00      1.656880e-09   
    14.938727        1.661441e-09      0.000000e+00      0.000000e+00      1.661441e-09   
    14.975043        1.663351e-09      0.000000e+00      0.000000e+00      1.663351e-09   
    14.995261        1.664647e-09      0.000000e+00      0.000000e+00      1.664647e-09   
