#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        4.670031e+07      4.673508e+07     -3.897281e+04      4.201812e+03   
     0.001185          0.009274        2.556334e+07      2.558918e+07     -2.938921e+04      3.548757e+03   
     0.001185          0.022740        1.261250e+07      1.262845e+07     -1.867320e+04      2.725036e+03   
     0.001185          0.042083        8.147850e+06      8.160377e+06     -1.473474e+04      2.208247e+03   
     0.001185          0.067187        5.199967e+06      5.209705e+06     -1.149592e+04      1.757966e+03   
     0.001185          0.097901        3.274499e+06      3.282086e+06     -8.991652e+03      1.405132e+03   
     0.001185          0.134040        2.096056e+06      2.102119e+06     -7.225690e+03      1.162448e+03   
     0.001185          0.175388        1.459264e+06      1.464412e+06     -6.137431e+03      9.896903e+02   
     0.001185          0.221694        1.012100e+06      1.016440e+06     -5.194951e+03      8.552662e+02   
     0.001185          0.272682        7.468131e+05      7.505583e+05     -4.492380e+03      7.471488e+02   
     0.001185          0.328043        5.409049e+05      5.440996e+05     -3.847474e+03      6.527604e+02   
     0.001185          0.387446        4.228165e+05      4.256185e+05     -3.381619e+03      5.795885e+02   
     0.001185          0.450533        3.270148e+05      3.294554e+05     -2.954972e+03      5.143134e+02   
     0.001185          0.516924        2.581845e+05      2.603708e+05     -2.649838e+03      4.635467e+02   
     0.001185          0.586221        2.033996e+05      2.053673e+05     -2.384744e+03      4.170669e+02   
     0.001185          0.658006        1.526831e+05      1.543660e+05     -2.057693e+03      3.748416e+02   
     0.001185          0.731848        1.265643e+05      1.281201e+05     -1.893039e+03      3.372395e+02   
     0.001185          0.807302        1.036945e+05      1.051298e+05     -1.745581e+03      3.102768e+02   
     0.001185          0.883916        8.823894e+04      8.956020e+04     -1.605986e+03      2.847320e+02   
     0.001185          0.961228        7.474304e+04      7.596086e+04     -1.474039e+03      2.562214e+02   
     0.001185          1.038772        5.305745e+04      5.406559e+04     -1.236681e+03      2.285499e+02   
     0.001185          1.116084        4.410440e+04      4.501896e+04     -1.121928e+03      2.073635e+02   
     0.001185          1.192698        3.711517e+04      3.795795e+04     -1.033239e+03      1.904570e+02   
     0.001185          1.268152        3.331934e+04      3.416153e+04     -1.018417e+03      1.762261e+02   
     0.001185          1.341994        2.738202e+04      2.814302e+04     -9.214764e+02      1.604798e+02   
     0.001185          1.413779        2.469181e+04      2.537642e+04     -8.308906e+02      1.462826e+02   
     0.001185          1.483076        2.007880e+04      2.069400e+04     -7.464444e+02      1.312413e+02   
     0.001185          1.549467        1.620370e+04      1.675450e+04     -6.679223e+02      1.171234e+02   
     0.001185          1.612554        1.297122e+04      1.346051e+04     -5.951090e+02      1.058177e+02   
     0.001185          1.671957        1.296600e+04      1.346051e+04     -5.951090e+02      1.005967e+02   
     0.001185          1.727318        1.028640e+04      1.072455e+04     -5.277889e+02      8.963921e+01   
     0.001185          1.778306        8.082160e+03      8.468318e+03     -4.657468e+02      7.958870e+01   
     0.001185          1.824612        8.079295e+03      8.468318e+03     -4.657468e+02      7.672451e+01   
     0.001185          1.865960        6.280532e+03      6.622070e+03     -4.087671e+02      6.722844e+01   
     0.001185          1.902099        6.279218e+03      6.622070e+03     -4.087671e+02      6.591444e+01   
     0.001185          1.932813        5.479590e+03      5.777516e+03     -3.566345e+02      5.870810e+01   
     0.001185          1.957917        4.823953e+03      5.123951e+03     -3.566345e+02      5.663599e+01   
     0.001185          1.977260        4.823386e+03      5.123951e+03     -3.566345e+02      5.606906e+01   
     0.001185          1.990726        4.822495e+03      5.123951e+03     -3.566345e+02      5.517792e+01   
     0.001185          1.998238        4.820877e+03      5.123951e+03     -3.566345e+02      5.356050e+01   
     0.006239          0.001762        2.057394e+07      2.059868e+07     -2.503288e+04      2.981530e+02   
     0.006239          0.009274        1.856149e+07      1.858303e+07     -2.182834e+04      2.862548e+02   
     0.006239          0.022740        1.235849e+07      1.237591e+07     -1.768034e+04      2.673206e+02   
     0.006239          0.042083        8.003686e+06      8.017552e+06     -1.411015e+04      2.445100e+02   
     0.006239          0.067187        5.145789e+06      5.156618e+06     -1.104836e+04      2.190262e+02   
     0.006239          0.097901        3.254293e+06      3.262741e+06     -8.643525e+03      1.961117e+02   
     0.006239          0.134040        2.119643e+06      2.126491e+06     -7.026183e+03      1.780740e+02   
     0.006239          0.175388        1.444758e+06      1.450485e+06     -5.889730e+03      1.632109e+02   
     0.006239          0.221694        1.030359e+06      1.035240e+06     -5.030687e+03      1.497980e+02   
     0.006239          0.272682        7.520213e+05      7.562060e+05     -4.322265e+03      1.376110e+02   
     0.006239          0.328043        5.587426e+05      5.623667e+05     -3.750224e+03      1.261260e+02   
     0.006239          0.387446        4.212250e+05      4.243735e+05     -3.263930e+03      1.153799e+02   
     0.006239          0.450533        3.224755e+05      3.252364e+05     -2.866334e+03      1.055097e+02   
     0.006239          0.516924        2.526911e+05      2.551551e+05     -2.560284e+03      9.625820e+01   
     0.006239          0.586221        2.018359e+05      2.040459e+05     -2.297401e+03      8.738003e+01   
     0.006239          0.658006        1.567745e+05      1.587339e+05     -2.038420e+03      7.901100e+01   
     0.006239          0.731848        1.258732e+05      1.276256e+05     -1.823705e+03      7.124593e+01   
     0.006239          0.807302        1.035121e+05      1.051298e+05     -1.681648e+03      6.394440e+01   
     0.006239          0.883916        8.756660e+04      8.904776e+04     -1.538313e+03      5.714938e+01   
     0.006239          0.961228        6.973295e+04      7.105464e+04     -1.372528e+03      5.083525e+01   
     0.006239          1.038772        5.574256e+04      5.693106e+04     -1.233354e+03      4.484669e+01   
     0.006239          1.116084        4.549245e+04      4.657096e+04     -1.118098e+03      3.959515e+01   
     0.006239          1.192698        3.805842e+04      3.904753e+04     -1.023969e+03      3.485065e+01   
     0.006239          1.268152        3.220038e+04      3.311781e+04     -9.481145e+02      3.068827e+01   
     0.006239          1.341994        2.822960e+04      2.909045e+04     -8.876797e+02      2.682984e+01   
     0.006239          1.413779        2.422476e+04      2.500185e+04     -8.004585e+02      2.337314e+01   
     0.006239          1.483076        1.999537e+04      2.069400e+04     -7.191051e+02      2.047399e+01   
     0.006239          1.549467        1.612887e+04      1.675450e+04     -6.434590e+02      1.782648e+01   
     0.006239          1.612554        1.330986e+04      1.388577e+04     -5.914250e+02      1.552255e+01   
     0.006239          1.671957        1.290100e+04      1.346051e+04     -5.733125e+02      1.380070e+01   
     0.006239          1.727318        1.022817e+04      1.072455e+04     -5.084582e+02      1.208293e+01   
     0.006239          1.778306        8.612446e+03      9.064765e+03     -4.630153e+02      1.069576e+01   
     0.006239          1.824612        8.029268e+03      8.468318e+03     -4.486884e+02      9.639046e+00   
     0.006239          1.865960        6.529034e+03      6.914216e+03     -3.937957e+02      8.613931e+00   
     0.006239          1.902099        6.236189e+03      6.622070e+03     -3.937957e+02      7.914372e+00   
     0.006239          1.932813        5.722894e+03      6.076999e+03     -3.613818e+02      7.276830e+00   
     0.006239          1.957917        4.901092e+03      5.237886e+03     -3.435725e+02      6.777961e+00   
     0.006239          1.977260        4.786852e+03      5.123951e+03     -3.435725e+02      6.473364e+00   
     0.006239          1.990726        4.786652e+03      5.123951e+03     -3.435725e+02      6.273178e+00   
     0.006239          1.998238        4.605514e+03      4.929934e+03     -3.305632e+02      6.143499e+00   
     0.015318          0.001762        1.037739e+07      1.039335e+07     -1.611324e+04      1.539423e+02   
     0.015318          0.009274        1.021475e+07      1.023061e+07     -1.600770e+04      1.525717e+02   
     0.015318          0.022740        9.595247e+06      9.610224e+06     -1.512620e+04      1.490787e+02   
     0.015318          0.042083        7.306354e+06      7.319272e+06     -1.306079e+04      1.433058e+02   
