   1      1s1/2   -57.72585578
   2      1p3/2   -44.18321110
   3      1p1/2   -41.13237656
   4      1d5/2   -30.30157307
   5      2s1/2   -25.16680649
   6      1d3/2   -24.67020779
   7      1f7/2   -17.19818619
   8      2p3/2   -11.42438678
   9      2p1/2    -8.67750240
  10      1f5/2    -8.58256825
  11      1g9/2    -4.45840838
  12      2d5/2     1.24975242
  13      3s1/2     3.47694205
  14      2d3/2     5.35233263
  15      1g7/2     6.30657043
  16     1h11/2     7.61425248
  17      2f7/2    12.91300670
  18      3p3/2    13.41381898
  19      3p1/2    14.89414820
  20      2f5/2    17.67959605
  21     1i13/2    19.90196971
  22      1h9/2    20.40342328
  23      4s1/2    22.95840873
  24      2g9/2    23.08944747
  25      3d5/2    24.37472644
  26      3d3/2    27.48103297
  27      2g7/2    29.26792166
  28      5s1/2    29.76852559
  29      4p3/2    29.99823038
  30      4p1/2    31.42336995
  31     1j15/2    31.97427101
  32      3f7/2    32.32086191
  33      4f7/2    32.75267378
  34     2h11/2    32.79806618
  35     2j15/2    33.62169759
  36      4d5/2    33.69599862
  37     1i11/2    33.81414150
  38      3f5/2    33.88982049
  39     3h11/2    34.11649615
  40      4d3/2    34.19427594
  41      3g9/2    34.34392645
  42     2i13/2    34.94712091
  43     1j13/2    35.01999239
  44      3g7/2    35.13988270
  45      2h9/2    35.29726096
  46     2i11/2    35.96303047
  47      4f5/2    36.17085954
  48      6s1/2    36.21120663
  49      5p3/2    36.42262897
  50     1l19/2    36.65445176
  51      5p1/2    37.06112211
  52      5f7/2    37.39529741
  53      5d5/2    37.54844249
  54      6p3/2    37.77792232
  55     1l17/2    37.81367074
  56      7s1/2    38.06294235
  57     4h11/2    38.22109221
  58      4g9/2    38.67401829
  59      6p1/2    38.76640381
  60      5f5/2    39.29552240
  61      6d5/2    39.96050656
