#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        9.904943e+08      9.906605e+08     -1.912980e+05      2.511498e+04   
     0.001185          0.009274        6.438583e+08      6.439924e+08     -1.570488e+05      2.290339e+04   
     0.001185          0.022740        4.195040e+08      4.196114e+08     -1.268970e+05      1.941908e+04   
     0.001185          0.042083        1.809272e+08      1.809839e+08     -6.982210e+04      1.309491e+04   
     0.001185          0.067187        1.278414e+08      1.278922e+08     -6.257153e+04      1.172555e+04   
     0.001185          0.097901        1.006532e+08      1.006976e+08     -5.503212e+04      1.056957e+04   
     0.001185          0.134040        7.884692e+07      7.888503e+07     -4.751392e+04      9.401633e+03   
     0.001185          0.175388        6.308042e+07      6.311373e+07     -4.182505e+04      8.514309e+03   
     0.001185          0.221694        5.204998e+07      5.208034e+07     -3.829244e+04      7.934284e+03   
     0.001185          0.272682        4.400040e+07      4.402892e+07     -3.605148e+04      7.528756e+03   
     0.001185          0.328043        3.700081e+07      3.702756e+07     -3.389970e+04      7.150938e+03   
     0.001185          0.387446        3.186478e+07      3.188980e+07     -3.183529e+04      6.815893e+03   
     0.001185          0.450533        2.791892e+07      2.794229e+07     -2.985645e+04      6.479825e+03   
     0.001185          0.516924        2.489229e+07      2.491495e+07     -2.889854e+04      6.237737e+03   
     0.001185          0.586221        2.188981e+07      2.191094e+07     -2.704464e+04      5.912046e+03   
     0.001185          0.658006        2.043856e+07      2.045901e+07     -2.614819e+04      5.705203e+03   
     0.001185          0.731848        1.858520e+07      1.860500e+07     -2.527177e+04      5.473369e+03   
     0.001185          0.807302        1.635711e+07      1.637549e+07     -2.357812e+04      5.196484e+03   
     0.001185          0.883916        1.516034e+07      1.517811e+07     -2.276043e+04      4.994642e+03   
     0.001185          0.961228        1.414297e+07      1.416012e+07     -2.196188e+04      4.810062e+03   
     0.001185          1.038772        1.318312e+07      1.319967e+07     -2.118222e+04      4.630366e+03   
     0.001185          1.116084        1.192911e+07      1.194508e+07     -2.042124e+04      4.448143e+03   
     0.001185          1.192698        1.102876e+07      1.104417e+07     -1.967870e+04      4.267502e+03   
     0.001185          1.268152        1.024958e+07      1.026444e+07     -1.895439e+04      4.090388e+03   
     0.001185          1.341994        9.516794e+06      9.531131e+06     -1.824807e+04      3.911064e+03   
     0.001185          1.413779        8.828172e+06      8.842004e+06     -1.755952e+04      3.727508e+03   
     0.001185          1.483076        8.490777e+06      8.504121e+06     -1.688851e+04      3.544486e+03   
     0.001185          1.549467        7.864836e+06      7.877709e+06     -1.623482e+04      3.361947e+03   
     0.001185          1.612554        7.277799e+06      7.290221e+06     -1.559821e+04      3.176116e+03   
