#       k             kp                 U11                    U12                    U21                    U22          
   0.000790       0.000790         1.000000e+00           2.248679e-19           5.675552e-19           1.000000e+00      
   0.000790       0.004159         -4.654975e-10          3.500956e-16           4.582533e-18           -8.321201e-24     
   0.000790       0.010212         -1.430696e-09          6.964644e-15           1.448957e-17           -1.582157e-22     
   0.000790       0.018933         -3.090128e-09          5.318673e-14           3.384001e-17           -1.173902e-21     
   0.000790       0.030298         -5.544241e-09          2.595403e-13           7.070440e-17           -5.388780e-21     
   0.000790       0.044278         -8.861705e-09          9.825884e-13           1.425494e-16           -1.836269e-20     
   0.000790       0.060834         -1.307622e-08          3.187664e-12           2.824637e-16           -5.099517e-20     
   0.000790       0.079922         -1.817962e-08          9.328595e-12           5.458134e-16           -1.218021e-19     
   0.000790       0.101490         -2.411277e-08          2.522858e-11           1.015713e-15           -2.587372e-19     
   0.000790       0.125480         -3.075581e-08          6.368852e-11           1.805048e-15           -4.996228e-19     
   0.000790       0.151828         -3.791863e-08          1.507166e-10           3.052659e-15           -8.899936e-19     
   0.000790       0.180462         -4.533333e-08          3.352545e-10           4.911866e-15           -1.477103e-18     
   0.000790       0.211306         -5.264974e-08          7.029460e-10           7.531160e-15           -2.299174e-18     
   0.000790       0.244276         -5.943525e-08          1.393787e-09           1.102935e-14           -3.369917e-18     
   0.000790       0.279283         -6.518005e-08          2.622460e-09           1.547004e-14           -4.660027e-18     
   0.000790       0.316234         -6.930809e-08          4.699010e-09           2.084123e-14           -6.079901e-18     
   0.000790       0.355027         -7.119395e-08          8.046557e-09           2.704741e-14           -7.470911e-18     
   0.000790       0.395559         -7.018535e-08          1.321234e-08           3.391253e-14           -8.615872e-18     
   0.000790       0.437721         -6.563063e-08          2.086870e-08           4.120315e-14           -9.281964e-18     
   0.000790       0.481399         -5.691041e-08          3.180152e-08           4.864536e-14           -9.310167e-18     
   0.000790       0.526474         -4.347259e-08          4.688541e-08           5.597169e-14           -8.763215e-18     
   0.000790       0.572826         -2.486936e-08          6.704593e-08           6.291517e-14           -8.137870e-18     
   0.000790       0.620330         -7.947450e-10          9.321117e-08           6.927160e-14           -8.636738e-18     
   0.000790       0.668857         2.887944e-08           1.262554e-07           7.485299e-14           -1.248013e-17     
   0.000790       0.718277         6.407182e-08           1.669383e-07           7.955105e-14           -2.322151e-17     
   0.000790       0.768456         1.044670e-07           2.158441e-07           8.326500e-14           -4.601394e-17     
   0.000790       0.819260         1.495017e-07           2.733231e-07           8.597480e-14           -8.776373e-17     
   0.000790       0.870551         1.983640e-07           3.394418e-07           1.592682e-15           -1.571058e-16     
   0.000790       0.922191         2.500093e-07           4.139433e-07           1.368127e-15           -2.641467e-16     
   0.000790       0.974040         3.031928e-07           4.962227e-07           1.072404e-15           -4.199447e-16     
   0.000790       1.025960         3.565190e-07           5.853199e-07           7.058438e-16           -6.357348e-16     
   0.000790       1.077809         4.085058e-07           6.799333e-07           2.722851e-16           -9.219443e-16     
   0.000790       1.129449         4.576592e-07           7.784540e-07           -2.207175e-16          -1.287089e-15     
   0.000790       1.180740         5.025536e-07           8.790199e-07           -7.619861e-16          -1.736665e-15     
   0.000790       1.231544         5.419097e-07           9.795891e-07           -1.337133e-15          -2.272174e-15     
   0.000790       1.281723         5.746652e-07           1.078026e-06           -1.929286e-15          -2.890403e-15     
   0.000790       1.331143         6.000299e-07           1.172198e-06           -2.520068e-15          -3.583085e-15     
   0.000790       1.379670         6.175223e-07           1.260067e-06           -3.090754e-15          -4.336976e-15     
   0.000790       1.427174         6.269835e-07           1.339785e-06           -3.623469e-15          -5.134400e-15     
   0.000790       1.473526         6.285675e-07           1.409763e-06           -4.102327e-15          -5.954188e-15     
   0.000790       1.518601         6.227124e-07           1.468735e-06           -4.514363e-15          -6.772937e-15     
   0.000790       1.562279         6.100935e-07           1.515786e-06           -4.850193e-15          -7.566436e-15     
   0.000790       1.604441         5.915653e-07           1.550364e-06           -5.104337e-15          -8.311122e-15     
   0.000790       1.644973         5.680979e-07           1.572266e-06           -5.275196e-15          -8.985404e-15     
   0.000790       1.683766         5.407146e-07           1.581597e-06           -5.364724e-15          -9.570720e-15     
   0.000790       1.720717         5.104329e-07           1.578722e-06           -5.377850e-15          -1.005226e-14     
   0.000790       1.755724         4.782163e-07           1.564198e-06           -5.321751e-15          -1.041929e-14     
   0.000790       1.788694         4.449349e-07           1.538708e-06           -5.205043e-15          -1.066510e-14     
   0.000790       1.819538         4.113381e-07           1.502984e-06           -5.036989e-15          -1.078663e-14     
   0.000790       1.848172         3.780375e-07           1.457738e-06           -4.826772e-15          -1.078377e-14     
   0.000790       1.874520         3.454978e-07           1.403592e-06           -4.582869e-15          -1.065853e-14     
   0.000790       1.898510         3.140338e-07           1.341010e-06           -4.312545e-15          -1.041401e-14     
   0.000790       1.920078         2.838093e-07           1.270219e-06           -4.021434e-15          -1.005328e-14     
   0.000790       1.939166         2.548345e-07           1.191123e-06           -3.713168e-15          -9.578132e-15     
   0.000790       1.955722         2.269545e-07           1.103162e-06           -3.388958e-15          -8.987428e-15     
