#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        3.706454e+07      3.706604e+07     -1.682099e+03      1.744987e+02   
     0.001185          0.009274        1.268314e+07      1.268403e+07     -1.047529e+03      1.554854e+02   
     0.001185          0.022740        5.377374e+06      5.377948e+06     -7.022061e+02      1.283785e+02   
     0.001185          0.042083        2.745875e+06      2.746281e+06     -5.092629e+02      1.030512e+02   
     0.001185          0.067187        1.570747e+06      1.571053e+06     -3.885817e+02      8.289357e+01   
     0.001185          0.097901        9.765390e+05      9.767719e+05     -3.004031e+02      6.749890e+01   
     0.001185          0.134040        6.543927e+05      6.545890e+05     -2.519665e+02      5.560360e+01   
     0.001185          0.175388        4.307831e+05      4.309351e+05     -1.986039e+02      4.656893e+01   
     0.001185          0.221694        3.111596e+05      3.112940e+05     -1.737576e+02      3.934940e+01   
     0.001185          0.272682        2.066302e+05      2.067381e+05     -1.416018e+02      3.365816e+01   
     0.001185          0.328043        1.547188e+05      1.548121e+05     -1.225352e+02      2.923673e+01   
     0.001185          0.387446        1.141619e+05      1.142418e+05     -1.052619e+02      2.532570e+01   
     0.001185          0.450533        8.476568e+04      8.483363e+04     -8.969314e+01      2.174163e+01   
     0.001185          0.516924        7.014801e+04      7.021098e+04     -8.252034e+01      1.955129e+01   
     0.001185          0.586221        4.952480e+04      4.957726e+04     -6.934255e+01      1.688382e+01   
     0.001185          0.658006        4.128551e+04      4.133346e+04     -6.331541e+01      1.536068e+01   
     0.001185          0.731848        3.422124e+04      3.426507e+04     -5.764801e+01      1.381807e+01   
     0.001185          0.807302        2.819386e+04      2.823402e+04     -5.232930e+01      1.216590e+01   
     0.001185          0.883916        2.307821e+04      2.311478e+04     -4.734819e+01      1.077439e+01   
     0.001185          0.961228        1.873855e+04      1.877164e+04     -4.264382e+01      9.559852e+00   
     0.001185          1.038772        1.513773e+04      1.516758e+04     -3.835452e+01      8.509200e+00   
     0.001185          1.116084        1.211786e+04      1.214432e+04     -3.431983e+01      7.858321e+00   
     0.001185          1.192698        9.617557e+03      9.640827e+03     -3.057846e+01      7.308512e+00   
