#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        1.001621e+09      1.001783e+09     -2.041305e+05      4.184128e+04   
     0.001185          0.009274        4.835937e+08      4.836920e+08     -1.391388e+05      4.088625e+04   
     0.001185          0.022740        2.616871e+08      2.617550e+08     -1.049482e+05      3.708813e+04   
     0.001185          0.042083        1.663130e+08      1.663666e+08     -8.562743e+04      3.197637e+04   
     0.001185          0.067187        1.154876e+08      1.155327e+08     -7.278909e+04      2.769581e+04   
     0.001185          0.097901        8.504070e+07      8.507977e+07     -6.346810e+04      2.439840e+04   
     0.001185          0.134040        6.573224e+07      6.576721e+07     -5.670410e+04      2.173396e+04   
     0.001185          0.175388        5.319191e+07      5.322418e+07     -5.195928e+04      1.968032e+04   
     0.001185          0.221694        4.314897e+07      4.317838e+07     -4.748681e+04      1.807485e+04   
     0.001185          0.272682        3.586182e+07      3.588831e+07     -4.327865e+04      1.678487e+04   
     0.001185          0.328043        3.086313e+07      3.088808e+07     -4.061607e+04      1.566989e+04   
     0.001185          0.387446        2.645652e+07      2.647987e+07     -3.806500e+04      1.471416e+04   
     0.001185          0.450533        2.258475e+07      2.260649e+07     -3.562305e+04      1.388681e+04   
     0.001185          0.516924        2.002052e+07      2.004098e+07     -3.362823e+04      1.317064e+04   
     0.001185          0.586221        1.795478e+07      1.797436e+07     -3.215950e+04      1.257990e+04   
     0.001185          0.658006        1.592388e+07      1.594232e+07     -3.045702e+04      1.201305e+04   
     0.001185          0.731848        1.462818e+07      1.464558e+07     -2.892806e+04      1.152563e+04   
     0.001185          0.807302        1.318291e+07      1.319967e+07     -2.790110e+04      1.114404e+04   
     0.001185          0.883916        1.227800e+07      1.229412e+07     -2.689874e+04      1.077654e+04   
     0.001185          0.961228        1.102863e+07      1.104417e+07     -2.592068e+04      1.038339e+04   
     0.001185          1.038772        9.901813e+06      9.915915e+06     -2.411889e+04      1.001709e+04   
     0.001185          1.116084        9.158024e+06      9.171495e+06     -2.312930e+04      9.658363e+03   
     0.001185          1.192698        8.491222e+06      8.504121e+06     -2.224545e+04      9.346012e+03   
     0.001185          1.268152        7.865367e+06      7.877709e+06     -2.138441e+04      9.042440e+03   
     0.001185          1.341994        7.430451e+06      7.442698e+06     -2.097561e+04      8.728498e+03   
     0.001185          1.413779        7.006427e+06      7.018557e+06     -2.054588e+04      8.415756e+03   
     0.001185          1.483076        6.473780e+06      6.485391e+06     -1.972956e+04      8.118139e+03   
     0.001185          1.549467        5.975257e+06      5.986408e+06     -1.893516e+04      7.784393e+03   
     0.001185          1.612554        5.509079e+06      5.519833e+06     -1.816236e+04      7.409033e+03   
     0.001185          1.671957        5.281056e+06      5.291448e+06     -1.741089e+04      7.018625e+03   
     0.001185          1.727318        4.860702e+06      4.870667e+06     -1.668044e+04      6.715642e+03   
     0.001185          1.778306        4.666963e+06      4.677148e+06     -1.668044e+04      6.495806e+03   
     0.001185          1.824612        4.468327e+06      4.478140e+06     -1.597070e+04      6.157295e+03   
     0.001185          1.865960        4.102940e+06      4.112331e+06     -1.528139e+04      5.890343e+03   
     0.001185          1.902099        4.102768e+06      4.112331e+06     -1.528139e+04      5.718105e+03   
     0.001185          1.932813        3.762618e+06      3.771764e+06     -1.461221e+04      5.466573e+03   
     0.001185          1.957917        3.762494e+06      3.771764e+06     -1.461221e+04      5.342932e+03   
     0.001185          1.977260        3.762385e+06      3.771764e+06     -1.461221e+04      5.233908e+03   
     0.001185          1.990726        3.446175e+06      3.455026e+06     -1.396285e+04      5.111973e+03   
     0.001185          1.998238        3.446111e+06      3.455026e+06     -1.396285e+04      5.048221e+03   
     0.006239          0.001762        3.983554e+08      3.984524e+08     -1.071763e+05      1.018870e+04   
     0.006239          0.009274        3.725668e+08      3.726616e+08     -1.046716e+05      9.896886e+03   
     0.006239          0.022740        2.519821e+08      2.520602e+08     -8.739778e+04      9.333310e+03   
     0.006239          0.042083        1.640940e+08      1.641573e+08     -7.187480e+04      8.585192e+03   
     0.006239          0.067187        1.149764e+08      1.150299e+08     -6.133476e+04      7.756881e+03   
     0.006239          0.097901        8.532838e+07      8.537516e+07     -5.378395e+04      7.006552e+03   
     0.006239          0.134040        6.585484e+07      6.589644e+07     -4.796603e+04      6.368089e+03   
     0.006239          0.175388        5.261295e+07      5.265056e+07     -4.346318e+04      5.858945e+03   
     0.006239          0.221694        4.299979e+07      4.303412e+07     -3.977475e+04      5.445265e+03   
     0.006239          0.272682        3.594195e+07      3.597372e+07     -3.684978e+04      5.076189e+03   
     0.006239          0.328043        3.050060e+07      3.053009e+07     -3.425536e+04      4.759797e+03   
