#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.002312        3.594983e+07      3.597303e+07     -2.331171e+04      1.092295e+02   
     0.001185          0.012167        1.016654e+07      1.018006e+07     -1.360599e+04      9.100166e+01   
     0.001185          0.029835        4.114272e+06      4.123033e+06     -8.834554e+03      7.383869e+01   
     0.001185          0.055213        2.038107e+06      2.044354e+06     -6.307712e+03      6.062827e+01   
     0.001185          0.088149        1.135678e+06      1.140395e+06     -4.768721e+03      5.088292e+01   
     0.001185          0.128445        6.715976e+05      6.751686e+05     -3.614479e+03      4.341043e+01   
     0.001185          0.175859        4.381521e+05      4.410302e+05     -2.915728e+03      3.762675e+01   
     0.001185          0.230107        2.775980e+05      2.798970e+05     -2.331794e+03      3.287493e+01   
     0.001185          0.290860        2.006343e+05      2.025961e+05     -1.990592e+03      2.882984e+01   
     0.001185          0.357755        1.316395e+05      1.332449e+05     -1.630747e+03      2.534648e+01   
     0.001185          0.430389        9.618000e+04      9.755295e+04     -1.395345e+03      2.239508e+01   
     0.001185          0.508324        6.904680e+04      7.021098e+04     -1.183761e+03      1.958803e+01   
     0.001185          0.591094        4.859970e+04      4.957726e+04     -9.947241e+02      1.716573e+01   
     0.001185          0.678198        4.043998e+04      4.133346e+04     -9.082644e+02      1.478576e+01   
     0.001185          0.769114        2.749623e+04      2.823402e+04     -7.506678e+02      1.287454e+01   
     0.001185          0.863296        2.244654e+04      2.311478e+04     -6.792134e+02      1.097785e+01   
     0.001185          0.960175        1.819020e+04      1.879356e+04     -6.124433e+02      9.086314e+00   
     0.001185          1.059171        1.165954e+04      1.214432e+04     -4.923206e+02      7.543559e+00   
     0.001185          1.159687        9.208632e+03      9.640827e+03     -4.386504e+02      6.455923e+00   
     0.001185          1.261119        7.199438e+03      7.583014e+03     -3.890293e+02      5.453144e+00   
     0.001185          1.362857        5.566195e+03      5.905016e+03     -3.432985e+02      4.477249e+00   
     0.001185          1.464288        4.250873e+03      4.548553e+03     -3.012992e+02      3.618570e+00   
     0.001185          1.564804        3.202330e+03      3.462327e+03     -2.628727e+02      2.875795e+00   
     0.001185          1.663800        2.272143e+03      2.487894e+03     -2.179146e+02      2.164423e+00   
     0.001185          1.760680        1.238979e+03      1.404762e+03     -1.674414e+02      1.658269e+00   
     0.001185          1.854861        8.658920e+02      1.006297e+03     -1.417178e+02      1.312844e+00   
     0.001185          1.945777        5.891454e+02      7.068266e+02     -1.187730e+02      1.091809e+00   
     0.001185          2.032882        3.880463e+02      4.856161e+02     -9.844823e+01      8.783985e-01   
     0.001185          2.115651        2.454363e+02      3.253732e+02     -8.058464e+01      6.477471e-01   
     0.001185          2.193586        1.472864e+02      2.118447e+02     -6.502347e+01      4.651762e-01   
     0.001185          2.266220        8.217108e+01      1.334371e+02     -5.160593e+01      3.399554e-01   
     0.001185          2.333115        2.363254e+01      5.396027e+01     -3.056659e+01      2.388589e-01   
     0.001185          2.393869        3.189321e+00      2.565308e+01     -2.262722e+01      1.634601e-01   
     0.001185          2.448116       -2.944518e+00      1.314347e+01     -1.619632e+01      1.083337e-01   
     0.001185          2.495530       -4.854981e+00      6.190216e+00     -1.111512e+01      6.992607e-02   
     0.001185          2.535826       -2.922033e+00      1.676874e+00     -4.632289e+00      3.338116e-02   
     0.001185          2.568763       -1.870813e+00      4.956203e-01     -2.381812e+00      1.537897e-02   
     0.001185          2.594141       -1.028766e+00      7.754257e-02     -1.111512e+00      5.203400e-03   
     0.001185          2.611808       -1.782901e-01      4.023810e-03     -1.833048e-01      9.909188e-04   
     0.001185          2.621663        6.950646e-05      0.000000e+00      0.000000e+00      6.950646e-05   
     0.006239          0.002312        9.928698e+06      9.942051e+06     -1.339250e+04      3.928336e+01   
     0.006239          0.012167        8.406590e+06      8.417395e+06     -1.084146e+04      3.710134e+01   
     0.006239          0.029835        3.975095e+06      3.983025e+06     -7.964287e+03      3.435414e+01   
     0.006239          0.055213        2.016152e+06      2.022027e+06     -5.906581e+03      3.130132e+01   
     0.006239          0.088149        1.130262e+06      1.134762e+06     -4.528800e+03      2.844182e+01   
     0.006239          0.128445        6.781241e+05      6.816451e+05     -3.546841e+03      2.587275e+01   
     0.006239          0.175859        4.293985e+05      4.322101e+05     -2.835188e+03      2.357536e+01   
     0.006239          0.230107        2.850562e+05      2.873551e+05     -2.320314e+03      2.141957e+01   
     0.006239          0.290860        1.936202e+05      1.955124e+05     -1.911533e+03      1.936910e+01   
     0.006239          0.357755        1.341893e+05      1.357946e+05     -1.622719e+03      1.741522e+01   
     0.006239          0.430389        9.618006e+04      9.755295e+04     -1.388475e+03      1.558503e+01   
     0.006239          0.508324        6.904685e+04      7.021098e+04     -1.177933e+03      1.381015e+01   
     0.006239          0.591094        5.043551e+04      5.141316e+04     -9.898267e+02      1.217448e+01   
     0.006239          0.678198        4.044000e+04      4.133333e+04     -9.037897e+02      1.045638e+01   
     0.006239          0.769114        2.749613e+04      2.823402e+04     -7.469720e+02      9.081019e+00   
     0.006239          0.863296        2.244656e+04      2.311478e+04     -6.758694e+02      7.653242e+00   
     0.006239          0.960175        1.708590e+04      1.765200e+04     -5.724100e+02      6.316329e+00   
     0.006239          1.059171        1.165963e+04      1.214432e+04     -4.898967e+02      5.202291e+00   
     0.006239          1.159687        9.208622e+03      9.640827e+03     -4.364908e+02      4.286281e+00   
     0.006239          1.261119        7.199374e+03      7.583014e+03     -3.871140e+02      3.473920e+00   
     0.006239          1.362857        5.566147e+03      5.905016e+03     -3.416083e+02      2.739227e+00   
     0.006239          1.464288        4.250849e+03      4.548553e+03     -2.998158e+02      2.111991e+00   
     0.006239          1.564804        3.138148e+03      3.392880e+03     -2.563318e+02      1.598964e+00   
     0.006239          1.663800        2.086883e+03      2.284847e+03     -1.991445e+02      1.180211e+00   
     0.006239          1.760680        1.342794e+03      1.508548e+03     -1.666170e+02      8.623893e-01   
     0.006239          1.854861        8.659123e+02      1.006297e+03     -1.410201e+02      6.354347e-01   
     0.006239          1.945777        5.891241e+02      7.068266e+02     -1.181883e+02      4.857524e-01   
     0.006239          2.032882        3.880151e+02      4.856161e+02     -9.796354e+01      3.624719e-01   
     0.006239          2.115651        2.454335e+02      3.253732e+02     -8.018789e+01      2.481266e-01   
     0.006239          2.193586        1.473035e+02      2.118447e+02     -6.470334e+01      1.621259e-01   
     0.006239          2.266220        7.477629e+01      1.213739e+02     -4.670947e+01      1.118732e-01   
     0.006239          2.333115        2.764561e+01      5.798139e+01     -3.041610e+01      8.031924e-02   
     0.006239          2.393869        4.507004e+00      2.697136e+01     -2.251581e+01      5.145702e-02   
     0.006239          2.448116       -2.942134e+00      1.314347e+01     -1.611658e+01      3.097698e-02   
     0.006239          2.495530       -4.469440e+00      5.704435e+00     -1.019243e+01      1.855287e-02   
     0.006239          2.535826       -3.165998e+00      1.815318e+00     -4.990043e+00      8.727751e-03   
     0.006239          2.568763       -1.906843e+00      4.595219e-01     -2.370086e+00      3.720204e-03   
     0.006239          2.594141       -8.181636e-01      6.862539e-02     -8.877162e-01      9.272084e-04   
     0.006239          2.611808       -1.783461e-01      4.173696e-03     -1.826609e-01      1.411209e-04   
     0.006239          2.621663       -1.443191e-02      5.795493e-05     -1.449718e-02      7.310726e-06   
     0.015318          0.002312        4.001201e+06      4.009888e+06     -8.714677e+03      2.823565e+01   
     0.015318          0.012167        3.874804e+06      3.882671e+06     -7.894369e+03      2.741703e+01   
     0.015318          0.029835        3.287048e+06      3.293623e+06     -6.601292e+03      2.617865e+01   
     0.015318          0.055213        1.903507e+06      1.908757e+06     -5.274783e+03      2.477825e+01   
     0.015318          0.088149        1.101105e+06      1.105270e+06     -4.188281e+03      2.329954e+01   
     0.015318          0.128445        6.698547e+05      6.731923e+05     -3.359454e+03      2.178227e+01   
     0.015318          0.175859        4.279872e+05      4.306956e+05     -2.728641e+03      2.024038e+01   
     0.015318          0.230107        2.828285e+05      2.850563e+05     -2.246508e+03      1.868593e+01   
     0.015318          0.290860        1.942851e+05      1.961448e+05     -1.876817e+03      1.711262e+01   
     0.015318          0.357755        1.352266e+05      1.367946e+05     -1.583572e+03      1.554394e+01   
     0.015318          0.430389        9.676104e+04      9.809556e+04     -1.348497e+03      1.397134e+01   
     0.015318          0.508324        7.093181e+04      7.208445e+04     -1.165070e+03      1.242172e+01   
     0.015318          0.591094        5.195976e+04      5.293731e+04     -9.884525e+02      1.090490e+01   
     0.015318          0.678198        3.846444e+04      3.931339e+04     -8.584285e+02      9.479001e+00   
     0.015318          0.769114        2.889370e+04      2.963154e+04     -7.459349e+02      8.103473e+00   
     0.015318          0.863296        2.217122e+04      2.283102e+04     -6.666454e+02      6.847811e+00   
     0.015318          0.960175        1.662075e+04      1.717110e+04     -5.560427e+02      5.691564e+00   
     0.015318          1.059171        1.238989e+04      1.287445e+04     -4.892165e+02      4.661725e+00   
     0.015318          1.159687        9.209427e+03      9.641561e+03     -4.358847e+02      3.750276e+00   
     0.015318          1.261119        7.199400e+03      7.583014e+03     -3.865765e+02      2.961941e+00   
