#        q                Q               total               1              \delta U         \delta U^2    

     0.001185          0.001762        5.860001e+08      5.860055e+08     -7.668650e+03      2.260007e+03   
     0.001185          0.009274        2.745858e+08      2.745892e+08     -5.518988e+03      2.106978e+03   
     0.001185          0.022740        1.564796e+08      1.564819e+08     -4.259014e+03      1.880403e+03   
     0.001185          0.042083        1.041918e+08      1.041936e+08     -3.498125e+03      1.656953e+03   
     0.001185          0.067187        7.529715e+07      7.529867e+07     -2.997219e+03      1.471408e+03   
     0.001185          0.097901        5.724761e+07      5.724891e+07     -2.618299e+03      1.318110e+03   
     0.001185          0.134040        4.569558e+07      4.569672e+07     -2.339258e+03      1.195158e+03   
     0.001185          0.175388        3.836812e+07      3.836917e+07     -2.143517e+03      1.096299e+03   
     0.001185          0.221694        3.204715e+07      3.204809e+07     -1.959010e+03      1.011353e+03   
     0.001185          0.272682        2.661889e+07      2.661973e+07     -1.785408e+03      9.426978e+02   
     0.001185          0.328043        2.344430e+07      2.344510e+07     -1.675566e+03      8.817153e+02   
     0.001185          0.387446        2.059170e+07      2.059244e+07     -1.570325e+03      8.326981e+02   
     0.001185          0.450533        1.803441e+07      1.803509e+07     -1.469585e+03      7.883919e+02   
     0.001185          0.516924        1.606951e+07      1.607014e+07     -1.373249e+03      7.427015e+02   
     0.001185          0.586221        1.469795e+07      1.469856e+07     -1.326701e+03      7.166312e+02   
     0.001185          0.658006        1.317971e+07      1.318027e+07     -1.236785e+03      6.747536e+02   
     0.001185          0.731848        1.189256e+07      1.189310e+07     -1.193392e+03      6.527241e+02   
     0.001185          0.807302        1.106314e+07      1.106366e+07     -1.151026e+03      6.312692e+02   
     0.001185          0.883916        1.028250e+07      1.028301e+07     -1.109675e+03      6.046510e+02   
     0.001185          0.961228        9.548311e+06      9.548804e+06     -1.069326e+03      5.760355e+02   
     0.001185          1.038772        8.266896e+06      8.267336e+06     -9.915865e+02      5.514664e+02   
     0.001185          1.116084        7.602511e+06      7.602935e+06     -9.541712e+02      5.306268e+02   
     0.001185          1.192698        7.032559e+06      7.032969e+06     -9.177090e+02      5.070599e+02   
     0.001185          1.268152        6.498666e+06      6.499064e+06     -8.821878e+02      4.842222e+02   
     0.001185          1.341994        6.250192e+06      6.250578e+06     -8.484582e+02      4.620709e+02   
     0.001185          1.413779        5.998970e+06      5.999371e+06     -8.475952e+02      4.466033e+02   
     0.001185          1.483076        5.531730e+06      5.532113e+06     -8.139190e+02      4.308486e+02   
     0.001185          1.549467        5.095213e+06      5.095584e+06     -7.811467e+02      4.106777e+02   
     0.001185          1.612554        4.687783e+06      4.688144e+06     -7.492662e+02      3.873465e+02   
     0.001185          1.671957        4.307871e+06      4.308224e+06     -7.182651e+02      3.662183e+02   
     0.001185          1.727318        3.953970e+06      3.954313e+06     -6.881311e+02      3.447555e+02   
     0.001185          1.778306        3.953961e+06      3.954313e+06     -6.881311e+02      3.353978e+02   
     0.001185          1.824612        3.624631e+06      3.624970e+06     -6.588519e+02      3.203336e+02   
     0.001185          1.865960        3.318482e+06      3.318808e+06     -6.304153e+02      3.035442e+02   
     0.001185          1.902099        3.318479e+06      3.318808e+06     -6.304153e+02      3.007838e+02   
     0.001185          1.932813        3.034188e+06      3.034506e+06     -6.028089e+02      2.850947e+02   
     0.001185          1.957917        3.034189e+06      3.034506e+06     -6.028089e+02      2.861002e+02   
     0.001185          1.977260        3.034182e+06      3.034506e+06     -6.028089e+02      2.790203e+02   
     0.001185          1.990726        2.770499e+06      2.770795e+06     -5.760204e+02      2.798112e+02   
     0.001185          1.998238        2.770503e+06      2.770795e+06     -5.760204e+02      2.838955e+02   
     0.006239          0.001762        2.293665e+08      2.293699e+08     -3.987841e+03      5.785724e+02   
     0.006239          0.009274        2.162751e+08      2.162782e+08     -3.585660e+03      5.422039e+02   
     0.006239          0.022740        1.512430e+08      1.512455e+08     -3.049743e+03      4.959059e+02   
     0.006239          0.042083        1.028804e+08      1.028826e+08     -2.598060e+03      4.496529e+02   
     0.006239          0.067187        7.505545e+07      7.505730e+07     -2.256824e+03      4.072029e+02   
     0.006239          0.097901        5.775638e+07      5.775801e+07     -1.999596e+03      3.704020e+02   
     0.006239          0.134040        4.594925e+07      4.595070e+07     -1.793670e+03      3.389667e+02   
     0.006239          0.175388        3.773327e+07      3.773458e+07     -1.629598e+03      3.125427e+02   
     0.006239          0.221694        3.160407e+07      3.160528e+07     -1.498079e+03      2.900131e+02   
     0.006239          0.272682        2.712739e+07      2.712851e+07     -1.387480e+03      2.705912e+02   
     0.006239          0.328043        2.344405e+07      2.344510e+07     -1.302120e+03      2.545810e+02   
     0.006239          0.387446        2.059146e+07      2.059244e+07     -1.220335e+03      2.401036e+02   
     0.006239          0.450533        1.803418e+07      1.803509e+07     -1.142048e+03      2.271152e+02   
     0.006239          0.516924        1.624445e+07      1.624530e+07     -1.067182e+03      2.152037e+02   
     0.006239          0.586221        1.469774e+07      1.469856e+07     -1.031009e+03      2.058556e+02   
     0.006239          0.658006        1.321771e+07      1.321848e+07     -9.611331e+02      1.955882e+02   
     0.006239          0.731848        1.189236e+07      1.189310e+07     -9.274115e+02      1.885294e+02   
     0.006239          0.807302        1.106295e+07      1.106366e+07     -8.944880e+02      1.807044e+02   
     0.006239          0.883916        1.028232e+07      1.028301e+07     -8.623531e+02      1.733717e+02   
     0.006239          0.961228        9.313820e+06      9.314465e+06     -8.106035e+02      1.656378e+02   
     0.006239          1.038772        8.476614e+06      8.477226e+06     -7.705840e+02      1.584364e+02   
     0.006239          1.116084        7.770805e+06      7.771394e+06     -7.415077e+02      1.523489e+02   
     0.006239          1.192698        7.174455e+06      7.175022e+06     -7.131722e+02      1.461361e+02   
     0.006239          1.268152        6.670698e+06      6.671244e+06     -6.855678e+02      1.397632e+02   
     0.006239          1.341994        6.243761e+06      6.244286e+06     -6.586921e+02      1.334380e+02   
     0.006239          1.413779        5.884397e+06      5.884914e+06     -6.461187e+02      1.281715e+02   
     0.006239          1.483076        5.531604e+06      5.532113e+06     -6.325146e+02      1.230101e+02   
     0.006239          1.549467        5.095095e+06      5.095584e+06     -6.070466e+02      1.178939e+02   
     0.006239          1.612554        4.687675e+06      4.688144e+06     -5.822715e+02      1.126075e+02   
     0.006239          1.671957        4.307773e+06      4.308224e+06     -5.581798e+02      1.072149e+02   
     0.006239          1.727318        4.054423e+06      4.054855e+06     -5.347620e+02      1.023588e+02   
     0.006239          1.778306        3.953878e+06      3.954313e+06     -5.347620e+02      9.984886e+01   
     0.006239          1.824612        3.624557e+06      3.624970e+06     -5.120085e+02      9.938186e+01   
     0.006239          1.865960        3.384625e+06      3.385018e+06     -4.899098e+02      9.735752e+01   
     0.006239          1.902099        3.318415e+06      3.318808e+06     -4.899098e+02      9.644435e+01   
     0.006239          1.932813        3.059857e+06      3.060231e+06     -4.684562e+02      9.401231e+01   
     0.006239          1.957917        3.034130e+06      3.034506e+06     -4.684562e+02      9.273805e+01   
     0.006239          1.977260        2.958373e+06      2.958739e+06     -4.567596e+02      9.025953e+01   
     0.006239          1.990726        2.816783e+06      2.817142e+06     -4.476383e+02      8.872505e+01   
     0.006239          1.998238        2.770435e+06      2.770795e+06     -4.476383e+02      8.808359e+01   
     0.015318          0.001762        1.281777e+08      1.281803e+08     -2.787282e+03      2.037119e+02   
     0.015318          0.009274        1.272396e+08      1.272420e+08     -2.671231e+03      1.959979e+02   
     0.015318          0.022740        1.205971e+08      1.205993e+08     -2.460282e+03      1.840046e+02   
     0.015318          0.042083        9.758846e+07      9.759050e+07     -2.210913e+03      1.704786e+02   
     0.015318          0.067187        7.348704e+07      7.348886e+07     -1.978788e+03      1.573601e+02   
     0.015318          0.097901        5.711802e+07      5.711966e+07     -1.779405e+03      1.449912e+02   
     0.015318          0.134040        4.580465e+07      4.580614e+07     -1.616651e+03      1.341443e+02   
     0.015318          0.175388        3.767114e+07      3.767249e+07     -1.476279e+03      1.245975e+02   
     0.015318          0.221694        3.163745e+07      3.163869e+07     -1.362413e+03      1.161683e+02   
     0.015318          0.272682        2.702694e+07      2.702810e+07     -1.264663e+03      1.089515e+02   
     0.015318          0.328043        2.342700e+07      2.342808e+07     -1.181928e+03      1.023739e+02   
     0.015318          0.387446        2.055513e+07      2.055614e+07     -1.109533e+03      9.645554e+01   
     0.015318          0.450533        1.825516e+07      1.825611e+07     -1.048700e+03      9.156033e+01   
     0.015318          0.516924        1.625989e+07      1.626079e+07     -9.864561e+02      8.669269e+01   
     0.015318          0.586221        1.459240e+07      1.459325e+07     -9.420131e+02      8.295989e+01   
     0.015318          0.658006        1.321714e+07      1.321795e+07     -8.884289e+02      7.876763e+01   
     0.015318          0.731848        1.204126e+07      1.204205e+07     -8.572581e+02      7.560266e+01   
     0.015318          0.807302        1.098153e+07      1.098228e+07     -8.207427e+02      7.253295e+01   
     0.015318          0.883916        1.006319e+07      1.006390e+07     -7.801361e+02      6.924285e+01   
     0.015318          0.961228        9.239698e+06      9.240375e+06     -7.433259e+02      6.598490e+01   
