#        q                pp                pn                nn        

     0.001185        2.938160e+08      2.937153e+08      2.938161e+08   
     0.006239        1.507443e+08      1.542471e+08      1.579789e+08   
     0.015318        8.330366e+07      8.543282e+07      8.772605e+07   
     0.028399        1.927679e+07      2.637432e+07      3.615384e+07   
     0.045447        1.370662e+07      1.623365e+07      1.927681e+07   
     0.066417        1.028183e+07      1.185311e+07      1.370664e+07   
     0.091251        7.601938e+06      8.503874e+06      9.547690e+06   
     0.119882        5.531283e+06      6.223562e+06      7.032036e+06   
     0.152235        4.307510e+06      4.869793e+06      5.531306e+06   
     0.188220        3.318202e+06      3.612169e+06      3.953657e+06   
     0.227742        2.525956e+06      2.886729e+06      3.318226e+06   
     0.270694        2.090929e+06      2.290729e+06      2.525981e+06   
     0.316959        1.720216e+06      1.889988e+06      2.090955e+06   
     0.366414        1.556504e+06      1.630277e+06      1.720241e+06   
     0.418925        1.267790e+06      1.329875e+06      1.405999e+06   
     0.474351        1.025155e+06      1.077109e+06      1.141124e+06   
     0.532541        9.191999e+05      9.667228e+05      1.025179e+06   
     0.593339        7.344783e+05      7.738930e+05      8.225407e+05   
     0.656582        5.817865e+05      6.509140e+05      7.344987e+05   
     0.722098        5.159977e+05      5.454835e+05      5.818048e+05   
     0.789711        4.028764e+05      4.269069e+05      4.565348e+05   
     0.859239        3.545942e+05      3.763085e+05      4.028918e+05   
     0.930495        2.723774e+05      2.898660e+05      3.112380e+05   
     1.003286        2.067022e+05      2.206653e+05      2.376622e+05   
     1.077416        1.547915e+05      1.658396e+05      1.791917e+05   
     1.152685        9.754771e+04      1.135772e+05      1.332363e+05   
     1.228890        5.915384e+04      6.984136e+04      8.295082e+04   
     1.305826        3.374431e+03      1.192709e+04      4.134715e+04   
     1.383286        2.978667e+01      3.044684e+02      1.954496e+03   
     1.461060        2.513399e+01      3.039333e+02      2.720228e+01   
     1.538940        1.964669e+01      3.125642e+02      2.136274e+01   
     1.616714        1.399874e+01      3.078370e+02      1.531274e+01   
     1.694174        8.976027e+00      2.919966e+02      9.885895e+00   
     1.771110        5.061863e+00      2.684546e+02      5.615277e+00   
     1.847315        2.394973e+00      2.408414e+02      2.675782e+00   
     1.922584        8.459069e-01      2.122777e+02      9.515131e-01   
     1.996714        1.461368e-01      1.849980e+02      1.656172e-01   
