#        q              proton           neutron      

     0.001185        1.539299e+04      1.393303e+04   
     0.006239        7.757639e+03      7.062691e+03   
     0.015318        5.047471e+03      4.696991e+03   
     0.028399        3.598335e+03      3.319281e+03   
     0.045447        2.685622e+03      2.569402e+03   
     0.066417        2.137983e+03      2.038210e+03   
     0.091251        1.670098e+03      1.670098e+03   
     0.119882        1.425120e+03      1.349107e+03   
     0.152235        1.205204e+03      1.137238e+03   
     0.188220        1.009028e+03      9.486989e+02   
     0.227742        8.352710e+02      8.352916e+02   
     0.270694        7.313027e+02      7.312697e+02   
     0.316959        6.361776e+02      6.362188e+02   
     0.366414        5.497257e+02      5.497344e+02   
     0.418925        5.096057e+02      4.714767e+02   
     0.474351        4.352986e+02      4.353329e+02   
     0.532541        3.686279e+02      3.686889e+02   
     0.593339        3.381127e+02      3.381640e+02   
     0.656582        2.822339e+02      2.822695e+02   
     0.722098        2.569699e+02      2.570161e+02   
     0.789711        2.109793e+02      2.110301e+02   
     0.859239        1.905271e+02      1.905716e+02   
     0.930495        1.535330e+02      1.535778e+02   
     1.003286        1.219022e+02      1.219553e+02   
     1.077416        9.523074e+01      9.525958e+01   
     1.152685        7.304990e+01      7.309087e+01   
     1.228890        4.697637e+01      4.701063e+01   
     1.305826        2.381757e+01      2.857452e+01   
     1.383286        7.549132e+00      9.100753e+00   
     1.461060        4.181955e+00      4.185449e+00   
     1.538940        4.061058e+00      4.064362e+00   
     1.616714        3.834435e+00      3.837498e+00   
     1.694174        3.527831e+00      3.530615e+00   
     1.771110        3.171970e+00      3.174457e+00   
     1.847315        2.797008e+00      2.799195e+00   
     1.922584        2.428207e+00      2.430109e+00   
     1.996714        2.083640e+00      2.085282e+00   
     2.069505        1.773908e+00      1.775318e+00   
     2.140761        1.503290e+00      1.504500e+00   
     2.210289        1.271551e+00      1.272592e+00   
     2.277902        1.075752e+00      1.076651e+00   
     2.343418        9.116873e-01      9.124678e-01   
     2.406661        7.748472e-01      7.755290e-01   
     2.467459        6.609641e-01      6.615636e-01   
     2.525649        5.662568e-01      5.667872e-01   
     2.581075        4.874971e-01      4.879693e-01   
     2.633586        4.219843e-01      4.224072e-01   
     2.683041        3.674832e-01      3.678639e-01   
     2.729306        3.221525e-01      3.224973e-01   
     2.772258        2.844790e-01      2.847931e-01   
     2.811780        2.532205e-01      2.535083e-01   
     2.847765        2.273582e-01      2.276237e-01   
     2.880118        2.060587e-01      2.063053e-01   
     2.908749        1.886424e-01      1.888732e-01   
     2.933583        1.745587e-01      1.747765e-01   
     2.954553        1.633666e-01      1.635737e-01   
     2.971601        1.547178e-01      1.549167e-01   
     2.984682        1.483453e-01      1.485379e-01   
     2.993761        1.440530e-01      1.442415e-01   
     2.998815        1.417090e-01      1.418951e-01   
     3.004739        1.390023e-01      1.391857e-01   
     3.024957        1.300883e-01      1.302628e-01   
     3.061273        1.152757e-01      1.154351e-01   
     3.113597        9.642875e-02      9.656793e-02   
     3.181789        7.578830e-02      7.590424e-02   
     3.265666        5.559156e-02      5.568314e-02   
     3.365002        3.772381e-02      3.779194e-02   
     3.479529        2.346019e-02      2.350749e-02   
     3.608938        1.333692e-02      1.336728e-02   
     3.752880        7.168393e-03      7.186242e-03   
     3.910968        4.200789e-03      4.210415e-03   
     4.082775        3.364741e-03      3.369683e-03   
     4.267838        3.563498e-03      3.566219e-03   
     4.465657        3.921217e-03      3.923093e-03   
     4.675701        3.927226e-03      3.928789e-03   
     4.897402        3.447593e-03      3.448897e-03   
     5.130163        2.622731e-03      2.623685e-03   
     5.373356        1.708595e-03      1.709169e-03   
     5.626327        9.312749e-04      9.315451e-04   
     5.888392        4.054380e-04      4.055430e-04   
     6.158845        1.284907e-04      1.285546e-04   
     6.436958        2.629285e-05      2.638047e-05   
     6.721980        1.086268e-05      1.097964e-05   
     7.013143        1.904446e-05      1.916517e-05   
     7.309662        2.244386e-05      2.254181e-05   
     7.610739        1.731910e-05      1.738277e-05   
     7.915560        9.327080e-06      9.360066e-06   
     8.223305        3.365408e-06      3.378525e-06   
     8.533144        6.584120e-07      6.620542e-07   
     8.844241        9.941244e-08      1.000305e-07   
     9.155759        2.668439e-07      2.670977e-07   
     9.466856        3.934759e-07      3.938873e-07   
     9.776695        3.347119e-07      3.351209e-07   
    10.084440        1.985120e-07      1.987743e-07   
    10.389261        8.656877e-08      8.668596e-08   
    10.690338        2.744776e-08      2.748622e-08   
    10.986857        6.295609e-09      6.310165e-09   
    11.278020        1.973094e-09      1.986439e-09   
    11.563042        2.091072e-09      2.105322e-09   
    11.841155        2.393695e-09      2.405353e-09   
    12.111608        2.291127e-09      2.298341e-09   
    12.373673        2.008311e-09      2.011684e-09   
    12.626644        1.692924e-09      1.694053e-09   
    12.869837        1.380611e-09      1.380870e-09   
    13.102598        1.085950e-09      1.086089e-09   
    13.324299        8.274375e-10      8.277056e-10   
    13.534343        6.181262e-10      6.185152e-10   
    13.732162        4.592871e-10      4.597157e-10   
    13.917225        3.432893e-10      3.436886e-10   
    14.089032        2.597017e-10      2.600368e-10   
    14.247120        1.993472e-10      1.996108e-10   
    14.391062        1.554881e-10      1.556878e-10   
    14.520471        1.235130e-10      1.236618e-10   
    14.634998        1.002761e-10      1.003871e-10   
    14.734334        8.356112e-11      8.364513e-11   
    14.818211        7.171427e-11      7.177960e-11   
    14.886403        6.355039e-11      6.360307e-11   
    14.938727        5.805805e-11      5.810395e-11   
    14.975043        5.524445e-11      5.528590e-11   
    14.995261        5.472320e-11      5.476303e-11   
