   1      1s1/2   -31.00195758
   2      1p3/2   -11.68929309
   3      1p1/2    -3.87368287
   4      1d5/2     5.78257522
   5      2s1/2     8.06214712
   6      1d3/2    15.54393815
   7      2p3/2    18.68158834
   8      1f7/2    20.99475705
   9      2p1/2    24.73547287
  10      3s1/2    29.06548368
  11      2d5/2    29.82660990
  12      1f5/2    31.85590929
  13      3p3/2    33.15804757
  14      1g9/2    34.79147726
  15      2f7/2    35.33097859
  16      3d5/2    36.13732834
  17      4p3/2    37.13326503
  18      4s1/2    37.68509638
  19      3p1/2    37.86170991
  20      3f7/2    38.05546788
  21      2d3/2    38.06924001
  22      4p1/2    38.47111929
  23      4d5/2    38.66597810
  24      5s1/2    38.68456080
  25      3d3/2    39.30324020
  26      2f5/2    39.42001689
  27      4d3/2    39.50333892
