#        q              proton           neutron      

     0.001185        1.885105e+04      3.135665e+04   
     0.006239        1.050087e+04      1.602221e+04   
     0.015318        7.097262e+03      1.055616e+04   
     0.028399        5.412957e+03      7.861420e+03   
     0.045447        4.335818e+03      6.064434e+03   
     0.066417        3.551597e+03      4.909114e+03   
     0.091251        2.993843e+03      4.063608e+03   
     0.119882        2.614135e+03      3.459660e+03   
     0.152235        2.266299e+03      2.916640e+03   
     0.188220        1.948933e+03      2.547489e+03   
     0.227742        1.753962e+03      2.209633e+03   
     0.270694        1.571891e+03      2.001355e+03   
     0.316959        1.402532e+03      1.806132e+03   
     0.366414        1.245560e+03      1.623680e+03   
     0.418925        1.172554e+03      1.453700e+03   
     0.474351        1.034042e+03      1.295896e+03   
     0.532541        9.705428e+02      1.150025e+03   
     0.593339        8.502189e+02      1.082624e+03   
     0.656582        7.415812e+02      9.544155e+02   
     0.722098        6.931990e+02      8.960233e+02   
     0.789711        6.014413e+02      7.848979e+02   
     0.859239        5.613693e+02      7.350938e+02   
     0.930495        4.849487e+02      6.401356e+02   
     1.003286        4.176379e+02      5.552058e+02   
     1.077416        3.300338e+02      4.796055e+02   
     1.152685        2.582104e+02      4.125500e+02   
     1.228890        1.653564e+02      3.248600e+02   
     1.305826        3.223037e+01      2.524722e+02   
     1.383286        1.634299e+01      1.962979e+01   
     1.461060        1.623558e+01      1.668063e+01   
     1.538940        1.593908e+01      1.634842e+01   
     1.616714        1.545246e+01      1.582548e+01   
     1.694174        1.478897e+01      1.512491e+01   
     1.771110        1.397427e+01      1.427256e+01   
     1.847315        1.304317e+01      1.330398e+01   
     1.922584        1.203554e+01      1.225998e+01   
     1.996714        1.099208e+01      1.118235e+01   
     2.069505        9.950563e+00      1.010986e+01   
     2.140761        8.943061e+00      9.075341e+00   
     2.210289        7.994219e+00      8.103827e+00   
     2.277902        7.120716e+00      7.212020e+00   
     2.343418        6.331701e+00      6.408767e+00   
     2.406661        5.629979e+00      5.696358e+00   
     2.467459        5.013523e+00      5.072146e+00   
     2.525649        4.477098e+00      4.530263e+00   
     2.581075        4.013619e+00      4.063041e+00   
     2.633586        3.615218e+00      3.662123e+00   
     2.683041        3.274051e+00      3.319277e+00   
     2.729306        2.982749e+00      3.026839e+00   
     2.772258        2.734700e+00      2.777993e+00   
     2.811780        2.524112e+00      2.566810e+00   
     2.847765        2.346038e+00      2.388258e+00   
     2.880118        2.196328e+00      2.238139e+00   
     2.908749        2.071519e+00      2.112965e+00   
     2.933583        1.968788e+00      2.009905e+00   
     2.954553        1.885843e+00      1.926671e+00   
     2.971601        1.820862e+00      1.861441e+00   
     2.984682        1.772444e+00      1.812825e+00   
     2.993761        1.739556e+00      1.779795e+00   
     2.998815        1.721494e+00      1.761653e+00   
     3.004739        1.700551e+00      1.740615e+00   
     3.024957        1.630866e+00      1.670589e+00   
     3.061273        1.512338e+00      1.551399e+00   
     3.113597        1.355530e+00      1.393515e+00   
     3.181789        1.173486e+00      1.209856e+00   
     3.265666        9.799479e-01      1.014037e+00   
     3.365002        7.877962e-01      8.188685e-01   
     3.479529        6.079476e-01      6.353039e-01   
     3.608938        4.486747e-01      4.717846e-01   
     3.752880        3.152642e-01      3.338806e-01   
     3.910968        2.099516e-01      2.241664e-01   
     4.082775        1.321239e-01      1.423495e-01   
     4.267838        7.881395e-02      8.569783e-02   
     4.465657        4.544461e-02      4.974700e-02   
     4.675701        2.672053e-02      2.919176e-02   
     4.897402        1.750337e-02      1.879020e-02   
     5.130163        1.350361e-02      1.409973e-02   
     5.373356        1.166733e-02      1.190675e-02   
     5.626327        1.022865e-02      1.030976e-02   
     5.888392        8.488033e-03      8.511915e-03   
     6.158845        6.439551e-03      6.448236e-03   
     6.436958        4.384758e-03      4.390850e-03   
     6.721980        2.638874e-03      2.643948e-03   
     7.013143        1.376579e-03      1.380036e-03   
     7.309662        6.056093e-04      6.074748e-04   
     7.610739        2.194621e-04      2.204025e-04   
     7.915560        7.302704e-05      7.372414e-05   
     8.223305        4.097611e-05      4.176581e-05   
     8.533144        4.357257e-05      4.445712e-05   
     8.844241        4.486447e-05      4.569791e-05   
     9.155759        3.720821e-05      3.786162e-05   
     9.466856        2.489742e-05      2.532755e-05   
     9.776695        1.354302e-05      1.378119e-05   
    10.084440        5.949527e-06      6.059618e-06   
    10.389261        2.137886e-06      2.180351e-06   
    10.690338        8.130360e-07      8.284496e-07   
    10.986857        6.221354e-07      6.307308e-07   
    11.278020        7.069228e-07      7.153946e-07   
    11.563042        7.162910e-07      7.250128e-07   
    11.841155        6.040460e-07      6.117546e-07   
    12.111608        4.343686e-07      4.401930e-07   
    12.373673        2.727310e-07      2.765696e-07   
    12.626644        1.517002e-07      1.539413e-07   
    12.869837        7.535054e-08      7.652105e-08   
    13.102598        3.374105e-08      3.429375e-08   
    13.324299        1.415647e-08      1.439959e-08   
    13.534343        6.447252e-09      6.557261e-09   
    13.732162        4.191342e-09      4.254067e-09   
    13.917225        3.972020e-09      4.021826e-09   
    14.089032        4.254967e-09      4.301809e-09   
    14.247120        4.492152e-09      4.536775e-09   
    14.391062        4.569264e-09      4.610232e-09   
    14.520471        4.518520e-09      4.554750e-09   
    14.634998        4.402831e-09      4.434134e-09   
    14.734334        4.272979e-09      4.299808e-09   
    14.818211        4.153019e-09      4.176097e-09   
    14.886403        4.050902e-09      4.071026e-09   
    14.938727        3.969307e-09      3.987258e-09   
    14.975043        3.913824e-09      3.930372e-09   
    14.995261        3.889233e-09      3.905088e-09   
