#        q              total               1              \delta U         \delta U^2    

     0.001185        2.077386e+08      2.077442e+08     -5.701669e+03      1.197385e+02   
     0.006239        1.021840e+08      1.021879e+08     -3.972570e+03      8.336675e+01   
     0.015318        5.119913e+07      5.120186e+07     -2.805304e+03      7.627990e+01   
     0.028399        1.685775e+07      1.685928e+07     -1.606147e+03      7.403906e+01   
     0.045447        1.106244e+07      1.106366e+07     -1.297187e+03      7.291198e+01   
     0.066417        7.601937e+06      7.602935e+06     -1.070476e+03      7.206850e+01   
     0.091251        5.531277e+06      5.532113e+06     -9.068534e+02      7.108839e+01   
     0.119882        3.953624e+06      3.954313e+06     -7.588663e+02      6.975379e+01   
     0.152235        3.033919e+06      3.034506e+06     -6.550410e+02      6.791802e+01   
     0.188220        2.299866e+06      2.300359e+06     -5.587960e+02      6.546747e+01   
     0.227742        1.898024e+06      1.898456e+06     -4.939283e+02      6.232138e+01   
     0.270694        1.556480e+06      1.556853e+06     -4.315897e+02      5.843895e+01   
     0.316959        1.267767e+06      1.268086e+06     -3.721672e+02      5.383253e+01   
     0.366414        1.025136e+06      1.025403e+06     -3.161462e+02      4.858315e+01   
     0.418925        8.225025e+05      8.227238e+05     -2.640635e+02      4.284889e+01   
     0.474351        6.544094e+05      6.545890e+05     -2.164670e+02      3.687502e+01   
     0.532541        5.817758e+05      5.819294e+05     -1.846082e+02      3.098877e+01   
     0.593339        4.565111e+05      4.566309e+05     -1.454318e+02      2.557937e+01   
     0.656582        4.028715e+05      4.029699e+05     -1.194422e+02      2.106433e+01   
     0.722098        3.112215e+05      3.112940e+05     -9.034366e+01      1.783132e+01   
     0.789711        2.376484e+05      2.376993e+05     -6.712029e+01      1.616704e+01   
     0.859239        2.067014e+05      2.067381e+05     -5.294788e+01      1.617621e+01   
     0.930495        1.547909e+05      1.548121e+05     -3.897456e+01      1.771544e+01   
     1.003286        1.142332e+05      1.142418e+05     -2.902002e+01      2.036330e+01   
     1.077416        8.294850e+04      8.294714e+04     -2.209228e+01      2.345451e+01   
     1.152685        4.958766e+04      4.957726e+04     -1.579388e+01      2.619135e+01   
     1.228890        2.825050e+04      2.823402e+04     -1.133884e+01      2.781816e+01   
     1.305826        5.927823e+03      5.905016e+03     -5.007536e+00      2.781395e+01   
     1.383286        5.136838e+01      2.565308e+01     -3.188472e-01      2.603415e+01   
     1.461060        2.274148e+01      0.000000e+00      0.000000e+00      2.274148e+01   
     1.538940        1.850646e+01      0.000000e+00      0.000000e+00      1.850646e+01   
     1.616714        1.401693e+01      0.000000e+00      0.000000e+00      1.401693e+01   
     1.694174        9.876971e+00      0.000000e+00      0.000000e+00      9.876971e+00   
     1.771110        6.472922e+00      0.000000e+00      0.000000e+00      6.472922e+00   
     1.847315        3.941800e+00      0.000000e+00      0.000000e+00      3.941800e+00   
     1.922584        2.224747e+00      0.000000e+00      0.000000e+00      2.224747e+00   
     1.996714        1.157240e+00      0.000000e+00      0.000000e+00      1.157240e+00   
     2.069505        5.503531e-01      0.000000e+00      0.000000e+00      5.503531e-01   
     2.140761        2.402223e-01      0.000000e+00      0.000000e+00      2.402223e-01   
     2.210289        1.059436e-01      0.000000e+00      0.000000e+00      1.059436e-01   
     2.277902        6.761112e-02      0.000000e+00      0.000000e+00      6.761112e-02   
     2.343418        7.650581e-02      0.000000e+00      0.000000e+00      7.650581e-02   
     2.406661        1.047961e-01      0.000000e+00      0.000000e+00      1.047961e-01   
     2.467459        1.375851e-01      0.000000e+00      0.000000e+00      1.375851e-01   
     2.525649        1.675861e-01      0.000000e+00      0.000000e+00      1.675861e-01   
     2.581075        1.918100e-01      0.000000e+00      0.000000e+00      1.918100e-01   
     2.633586        2.095819e-01      0.000000e+00      0.000000e+00      2.095819e-01   
     2.683041        2.213804e-01      0.000000e+00      0.000000e+00      2.213804e-01   
     2.729306        2.281764e-01      0.000000e+00      0.000000e+00      2.281764e-01   
     2.772258        2.310704e-01      0.000000e+00      0.000000e+00      2.310704e-01   
     2.811780        2.311084e-01      0.000000e+00      0.000000e+00      2.311084e-01   
     2.847765        2.292000e-01      0.000000e+00      0.000000e+00      2.292000e-01   
     2.880118        2.260940e-01      0.000000e+00      0.000000e+00      2.260940e-01   
     2.908749        2.223831e-01      0.000000e+00      0.000000e+00      2.223831e-01   
     2.933583        2.185226e-01      0.000000e+00      0.000000e+00      2.185226e-01   
     2.954553        2.148532e-01      0.000000e+00      0.000000e+00      2.148532e-01   
     2.971601        2.116237e-01      0.000000e+00      0.000000e+00      2.116237e-01   
     2.984682        2.090102e-01      0.000000e+00      0.000000e+00      2.090102e-01   
     2.993761        2.071326e-01      0.000000e+00      0.000000e+00      2.071326e-01   
     2.998815        2.060660e-01      0.000000e+00      0.000000e+00      2.060660e-01   
     3.004739        2.047974e-01      0.000000e+00      0.000000e+00      2.047974e-01   
     3.024957        2.003278e-01      0.000000e+00      0.000000e+00      2.003278e-01   
     3.061273        1.918353e-01      0.000000e+00      0.000000e+00      1.918353e-01   
     3.113597        1.788385e-01      0.000000e+00      0.000000e+00      1.788385e-01   
     3.181789        1.611929e-01      0.000000e+00      0.000000e+00      1.611929e-01   
     3.265666        1.394320e-01      0.000000e+00      0.000000e+00      1.394320e-01   
     3.365002        1.148981e-01      0.000000e+00      0.000000e+00      1.148981e-01   
     3.479529        8.956639e-02      0.000000e+00      0.000000e+00      8.956639e-02   
     3.608938        6.560791e-02      0.000000e+00      0.000000e+00      6.560791e-02   
     3.752880        4.486359e-02      0.000000e+00      0.000000e+00      4.486359e-02   
     3.910968        2.844230e-02      0.000000e+00      0.000000e+00      2.844230e-02   
     4.082775        1.658532e-02      0.000000e+00      0.000000e+00      1.658532e-02   
     4.267838        8.805892e-03      0.000000e+00      0.000000e+00      8.805892e-03   
     4.465657        4.196249e-03      0.000000e+00      0.000000e+00      4.196249e-03   
     4.675701        1.754227e-03      0.000000e+00      0.000000e+00      1.754227e-03   
     4.897402        6.176661e-04      0.000000e+00      0.000000e+00      6.176661e-04   
     5.130163        1.681920e-04      0.000000e+00      0.000000e+00      1.681920e-04   
     5.373356        2.816478e-05      0.000000e+00      0.000000e+00      2.816478e-05   
     5.626327        1.509008e-06      0.000000e+00      0.000000e+00      1.509008e-06   
     5.888392        3.872246e-06      0.000000e+00      0.000000e+00      3.872246e-06   
     6.158845        7.531103e-06      0.000000e+00      0.000000e+00      7.531103e-06   
     6.436958        7.619472e-06      0.000000e+00      0.000000e+00      7.619472e-06   
     6.721980        5.652713e-06      0.000000e+00      0.000000e+00      5.652713e-06   
     7.013143        3.443157e-06      0.000000e+00      0.000000e+00      3.443157e-06   
     7.309662        1.808347e-06      0.000000e+00      0.000000e+00      1.808347e-06   
     7.610739        8.390269e-07      0.000000e+00      0.000000e+00      8.390269e-07   
     7.915560        3.481393e-07      0.000000e+00      0.000000e+00      3.481393e-07   
     8.223305        1.298045e-07      0.000000e+00      0.000000e+00      1.298045e-07   
     8.533144        4.342673e-08      0.000000e+00      0.000000e+00      4.342673e-08   
     8.844241        1.292209e-08      0.000000e+00      0.000000e+00      1.292209e-08   
     9.155759        3.350295e-09      0.000000e+00      0.000000e+00      3.350295e-09   
     9.466856        7.238288e-10      0.000000e+00      0.000000e+00      7.238288e-10   
     9.776695        1.169774e-10      0.000000e+00      0.000000e+00      1.169774e-10   
    10.084440        9.860738e-12      0.000000e+00      0.000000e+00      9.860738e-12   
    10.389261        9.022196e-14      0.000000e+00      0.000000e+00      9.022196e-14   
    10.690338        1.455542e-12      0.000000e+00      0.000000e+00      1.455542e-12   
    10.986857        1.721963e-12      0.000000e+00      0.000000e+00      1.721963e-12   
    11.278020        1.166227e-12      0.000000e+00      0.000000e+00      1.166227e-12   
    11.563042        6.093641e-13      0.000000e+00      0.000000e+00      6.093641e-13   
    11.841155        2.699514e-13      0.000000e+00      0.000000e+00      2.699514e-13   
    12.111608        1.256286e-13      0.000000e+00      0.000000e+00      1.256286e-13   
    12.373673        5.505057e-14      0.000000e+00      0.000000e+00      5.505057e-14   
    12.626644        1.675514e-14      0.000000e+00      0.000000e+00      1.675514e-14   
    12.869837        4.313355e-15      0.000000e+00      0.000000e+00      4.313355e-15   
    13.102598        8.301439e-16      0.000000e+00      0.000000e+00      8.301439e-16   
    13.324299        1.182805e-16      0.000000e+00      0.000000e+00      1.182805e-16   
    13.534343        1.019081e-16      0.000000e+00      0.000000e+00      1.019081e-16   
    13.732162        1.726187e-16      0.000000e+00      0.000000e+00      1.726187e-16   
    13.917225        2.114688e-16      0.000000e+00      0.000000e+00      2.114688e-16   
    14.089032        1.990017e-16      0.000000e+00      0.000000e+00      1.990017e-16   
    14.247120        1.820325e-16      0.000000e+00      0.000000e+00      1.820325e-16   
    14.391062        1.513391e-16      0.000000e+00      0.000000e+00      1.513391e-16   
    14.520471        1.242969e-16      0.000000e+00      0.000000e+00      1.242969e-16   
